ENABLE,id,mst_auto_player_sequence_id,mst_auto_player_sequence_set_id,bgm_asset_key,boss_bgm_asset_key,loop_background_asset_key,player_outpost_asset_key,mst_page_id,mst_enemy_outpost_id,mst_defense_target_id,boss_mst_enemy_stage_parameter_id,boss_count,normal_enemy_hp_coef,normal_enemy_attack_coef,normal_enemy_speed_coef,boss_enemy_hp_coef,boss_enemy_attack_coef,boss_enemy_speed_coef,release_key
e,pvp_kim_01,,,SSE_SBG_003_007,,,,pvp_kim_01,pvp,,1,,1,1,1,1,1,1,202602020
e,pvp_kim_02,,,SSE_SBG_003_007,,,,pvp_kim_02,pvp,,1,,1,1,1,1,1,1,202602020
e,event_kim1_savage_00001,event_kim1_savage_00001,event_kim1_savage_00001,SSE_SBG_003_007,,,,event_kim1_savage_00001,event_kim1_savage_00001,,1,,1,1,1,1,1,1,202602020
e,event_kim1_savage_00002,event_kim1_savage_00002,event_kim1_savage_00002,SSE_SBG_003_007,,,,event_kim1_savage_00002,event_kim1_savage_00002,,1,,1,1,1,1,1,1,202602020
e,event_kim1_savage_00003,event_kim1_savage_00003,event_kim1_savage_00003,SSE_SBG_003_007,,,,event_kim1_savage_00003,event_kim1_savage_00003,,1,,1,1,1,1,1,1,202602020
e,event_kim1_1day_00001,event_kim1_1day_00001,event_kim1_1day_00001,SSE_SBG_003_002,,,,event_kim1_1day_00001,event_kim1_1day_00001,,1,,1,1,1,1,1,1,202602020
e,event_kim1_charaget01_00001,event_kim1_charaget01_00001,event_kim1_charaget01_00001,SSE_SBG_003_002,SSE_SBG_003_004,,,event_kim1_charaget01_00001,event_kim1_charaget01_00001,,1,,1,1,1,1,1,1,202602020
e,event_kim1_charaget01_00002,event_kim1_charaget01_00002,event_kim1_charaget01_00002,SSE_SBG_003_002,SSE_SBG_003_004,,,event_kim1_charaget01_00002,event_kim1_charaget01_00002,,1,,1,1,1,1,1,1,202602020
e,event_kim1_charaget01_00003,event_kim1_charaget01_00003,event_kim1_charaget01_00003,SSE_SBG_003_002,SSE_SBG_003_004,,,event_kim1_charaget01_00003,event_kim1_charaget01_00003,,1,,1,1,1,1,1,1,202602020
e,event_kim1_charaget01_00004,event_kim1_charaget01_00004,event_kim1_charaget01_00004,SSE_SBG_003_002,SSE_SBG_003_004,,,event_kim1_charaget01_00004,event_kim1_charaget01_00004,,1,,1,1,1,1,1,1,202602020
e,event_kim1_charaget02_00001,event_kim1_charaget02_00001,event_kim1_charaget02_00001,SSE_SBG_003_002,SSE_SBG_003_004,,,event_kim1_charaget02_00001,event_kim1_charaget02_00001,,1,,1,1,1,1,1,1,202602020
e,event_kim1_charaget02_00002,event_kim1_charaget02_00002,event_kim1_charaget02_00002,SSE_SBG_003_002,SSE_SBG_003_004,,,event_kim1_charaget02_00002,event_kim1_charaget02_00002,,1,,1,1,1,1,1,1,202602020
e,event_kim1_charaget02_00003,event_kim1_charaget02_00003,event_kim1_charaget02_00003,SSE_SBG_003_002,SSE_SBG_003_004,,,event_kim1_charaget02_00003,event_kim1_charaget02_00003,,1,,1,1,1,1,1,1,202602020
e,event_kim1_charaget02_00004,event_kim1_charaget02_00004,event_kim1_charaget02_00004,SSE_SBG_003_002,SSE_SBG_003_004,,,event_kim1_charaget02_00004,event_kim1_charaget02_00004,,1,,1,1,1,1,1,1,202602020
e,event_kim1_charaget02_00005,event_kim1_charaget02_00005,event_kim1_charaget02_00005,SSE_SBG_003_002,SSE_SBG_003_004,,,event_kim1_charaget02_00005,event_kim1_charaget02_00005,,1,,1,1,1,1,1,1,202602020
e,event_kim1_charaget02_00006,event_kim1_charaget02_00006,event_kim1_charaget02_00006,SSE_SBG_003_002,SSE_SBG_003_004,,,event_kim1_charaget02_00006,event_kim1_charaget02_00006,,1,,1,1,1,1,1,1,202602020
e,event_kim1_challenge_00001,event_kim1_challenge_00001,event_kim1_challenge_00001,SSE_SBG_003_009,SSE_SBG_003_007,,,event_kim1_challenge_00001,event_kim1_challenge_00001,,1,,1,1,1,1,1,1,202602020
e,event_kim1_challenge_00002,event_kim1_challenge_00002,event_kim1_challenge_00002,SSE_SBG_003_009,SSE_SBG_003_007,,,event_kim1_challenge_00002,event_kim1_challenge_00002,,1,,1,1,1,1,1,1,202602020
e,event_kim1_challenge_00003,event_kim1_challenge_00003,event_kim1_challenge_00003,SSE_SBG_003_009,SSE_SBG_003_007,,,event_kim1_challenge_00003,event_kim1_challenge_00003,,1,,1,1,1,1,1,1,202602020
e,event_kim1_challenge_00004,event_kim1_challenge_00004,event_kim1_challenge_00004,SSE_SBG_003_009,SSE_SBG_003_007,,,event_kim1_challenge_00004,event_kim1_challenge_00004,,1,,1,1,1,1,1,1,202602020
e,raid_kim1_00001,raid_kim1_00001,raid_kim1_00001,SSE_SBG_003_008,,,,raid_kim1_00001,raid_kim1_00001,,,,1,1,1,1,1,1,202602020
