ENABLE,release_key,id,mst_attack_id,language,description,grade_description
e,202602020,chara_kim_00001_Normal_00000_ja,chara_kim_00001_Normal_00000,ja,,
e,202602020,chara_kim_00001_Special_00001_ja,chara_kim_00001_Special_00001,ja,"敵複数体に最大5回の連続攻撃(自身の攻撃ステータスの最大94%ダメージ) + 5回目の攻撃がヒットした場合、敵を小ノックバック",
e,202602020,chara_kim_00001_Special_00002_ja,chara_kim_00001_Special_00002,ja,"敵複数体に最大5回の連続攻撃(自身の攻撃ステータスの最大106%ダメージ) + 5回目の攻撃がヒットした場合、敵を小ノックバック","ステータスUP + 必殺ワザ性能UP"
e,202602020,chara_kim_00001_Special_00003_ja,chara_kim_00001_Special_00003,ja,"敵複数体に最大5回の連続攻撃(自身の攻撃ステータスの最大114%ダメージ) + 5回目の攻撃がヒットした場合、敵を中ノックバック","ステータスUP + 必殺ワザ性能UP"
e,202602020,chara_kim_00001_Special_00004_ja,chara_kim_00001_Special_00004,ja,"敵複数体に最大5回の連続攻撃(自身の攻撃ステータスの最大120%ダメージ) + 5回目の攻撃がヒットした場合、敵を中ノックバック","ステータスUP + 必殺ワザ性能UP"
e,202602020,chara_kim_00001_Special_00005_ja,chara_kim_00001_Special_00005,ja,"敵複数体に最大5回の連続攻撃(自身の攻撃ステータスの最大124%ダメージ) + 5回目の攻撃がヒットした場合、敵を中ノックバック","ステータスUP + 必殺ワザ性能UP"
e,202602020,chara_kim_00101_Normal_00000_ja,chara_kim_00101_Normal_00000,ja,,
e,202602020,chara_kim_00101_Special_00001_ja,chara_kim_00101_Special_00001,ja,敵複数体に最大5回の連続攻撃(自身の攻撃ステータスの最大79%ダメージ、敵が黄属性の場合は自身の攻撃ステータスの最大138.25%のダメージ),
e,202602020,chara_kim_00101_Special_00002_ja,chara_kim_00101_Special_00002,ja,敵複数体に最大5回の連続攻撃(自身の攻撃ステータスの最大86%ダメージ、敵が黄属性の場合は自身の攻撃ステータスの最大156.52%のダメージ),"ステータスUP + 必殺ワザ性能UP"
e,202602020,chara_kim_00101_Special_00003_ja,chara_kim_00101_Special_00003,ja,敵複数体に最大5回の連続攻撃(自身の攻撃ステータスの最大96%ダメージ、敵が黄属性の場合は自身の攻撃ステータスの最大186.24%のダメージ),"ステータスUP + 必殺ワザ性能UP"
e,202602020,chara_kim_00101_Special_00004_ja,chara_kim_00101_Special_00004,ja,敵複数体に最大5回の連続攻撃(自身の攻撃ステータスの最大99%ダメージ、敵が黄属性の場合は自身の攻撃ステータスの最大196.02%のダメージ),"ステータスUP + 必殺ワザ性能UP"
e,202602020,chara_kim_00101_Special_00005_ja,chara_kim_00101_Special_00005,ja,敵複数体に最大5回の連続攻撃(自身の攻撃ステータスの最大105%ダメージ、敵が黄属性の場合は自身の攻撃ステータスの最大215.25%のダメージ),"ステータスUP + 必殺ワザ性能UP"
e,202602020,chara_kim_00201_Normal_00000_ja,chara_kim_00201_Normal_00000,ja,,
e,202602020,chara_kim_00201_Special_00001_ja,chara_kim_00201_Special_00001,ja,"敵複数体に自身の攻撃ステータスの85%のダメージ + 攻撃がヒットした場合、敵の攻撃を12秒間、5%DOWN",
e,202602020,chara_kim_00201_Special_00002_ja,chara_kim_00201_Special_00002,ja,"敵複数体に自身の攻撃ステータスの97%のダメージ + 攻撃がヒットした場合、敵の攻撃を13秒間、7%DOWN","ステータスUP + 必殺ワザ性能UP"
e,202602020,chara_kim_00201_Special_00003_ja,chara_kim_00201_Special_00003,ja,"敵複数体に自身の攻撃ステータスの106%のダメージ + 攻撃がヒットした場合、敵の攻撃を14秒間、8%DOWN","ステータスUP + 必殺ワザ性能UP"
e,202602020,chara_kim_00201_Special_00004_ja,chara_kim_00201_Special_00004,ja,"敵複数体に自身の攻撃ステータスの113%のダメージ + 攻撃がヒットした場合、敵の攻撃を15秒間、9%DOWN","ステータスUP + 必殺ワザ性能UP"
e,202602020,chara_kim_00201_Special_00005_ja,chara_kim_00201_Special_00005,ja,"敵複数体に自身の攻撃ステータスの120%のダメージ + 攻撃がヒットした場合、敵の攻撃を15秒間、10%DOWN","ステータスUP + 必殺ワザ性能UP"
e,202602020,chara_kim_00301_Normal_00000_ja,chara_kim_00301_Normal_00000,ja,,
e,202602020,chara_kim_00301_Special_00001_ja,chara_kim_00301_Special_00001,ja,自身と同じコマと一つ先までのコマにいる黄属性の味方と自身の攻撃を10秒間、7%UP,
e,202602020,chara_kim_00301_Special_00002_ja,chara_kim_00301_Special_00002,ja,自身と同じコマと一つ先までのコマにいる黄属性の味方と自身の攻撃を10.9秒間、8%UP,"ステータスUP + 必殺ワザ性能UP"
