ENABLE,release_key,id,mst_stage_id,language,name,category_name
e,202602020,event_kim1_savage_00001_ja,event_kim1_savage_00001,ja,"DEAD OR LOVE",
e,202602020,event_kim1_savage_00002_ja,event_kim1_savage_00002,ja,"DEAD OR LOVE",
e,202602020,event_kim1_savage_00003_ja,event_kim1_savage_00003,ja,"DEAD OR LOVE",
e,202602020,event_kim1_1day_00001_ja,event_kim1_1day_00001,ja,恋は盲目,
e,202602020,event_kim1_charaget01_00001_ja,event_kim1_charaget01_00001,ja,キスゾンビ♡パニック,
e,202602020,event_kim1_charaget01_00002_ja,event_kim1_charaget01_00002,ja,キスゾンビ♡パニック,
e,202602020,event_kim1_charaget01_00003_ja,event_kim1_charaget01_00003,ja,キスゾンビ♡パニック,
e,202602020,event_kim1_charaget01_00004_ja,event_kim1_charaget01_00004,ja,キスゾンビ♡パニック,
e,202602020,event_kim1_charaget02_00001_ja,event_kim1_charaget02_00001,ja,最高の恋愛パートナー,
e,202602020,event_kim1_charaget02_00002_ja,event_kim1_charaget02_00002,ja,最高の恋愛パートナー,
e,202602020,event_kim1_charaget02_00003_ja,event_kim1_charaget02_00003,ja,最高の恋愛パートナー,
e,202602020,event_kim1_charaget02_00004_ja,event_kim1_charaget02_00004,ja,最高の恋愛パートナー,
e,202602020,event_kim1_charaget02_00005_ja,event_kim1_charaget02_00005,ja,最高の恋愛パートナー,
e,202602020,event_kim1_charaget02_00006_ja,event_kim1_charaget02_00006,ja,最高の恋愛パートナー,
e,202602020,event_kim1_challenge_00001_ja,event_kim1_challenge_00001,ja,恋太郎ファミリー,
e,202602020,event_kim1_challenge_00002_ja,event_kim1_challenge_00002,ja,恋太郎ファミリー,
e,202602020,event_kim1_challenge_00003_ja,event_kim1_challenge_00003,ja,恋太郎ファミリー,
e,202602020,event_kim1_challenge_00004_ja,event_kim1_challenge_00004,ja,恋太郎ファミリー,
