ENABLE,release_key,id,mst_enemy_character_id,character_unit_kind,role_type,color,sort_order,hp,damage_knock_back_count,move_speed,well_distance,attack_power,attack_combo_cycle,mst_unit_ability_id1,drop_battle_point,mstTransformationEnemyStageParameterId,transformationConditionType,transformationConditionValue
e,202602020,e_glo_00001_kim1_savage_Normal_Blue,enemy_glo_00001,Normal,Defense,Blue,1,100000,2,32,0.17,200,1,,30,,None,
e,202602020,c_kim_00101_kim1_savage01_Boss_Blue,chara_kim_00101,Boss,Attack,Blue,2,100000,2,30,0.27,500,7,,200,,None,
e,202602020,c_kim_00201_kim1_savage01_Boss_Blue,chara_kim_00201,Boss,Technical,Blue,3,100000,2,35,0.3,500,5,,200,,None,
e,202602020,e_glo_00001_kim1_savage_Normal_Yellow,enemy_glo_00001,Normal,Attack,Yellow,4,100000,2,40,0.2,200,1,,30,,None,
e,202602020,c_kim_00101_kim1_savage02_Boss_Yellow,chara_kim_00101,Boss,Defense,Yellow,5,100000,2,30,0.17,500,5,,200,,None,
e,202602020,c_kim_00201_kim1_savage02_Boss_Yellow,chara_kim_00201,Boss,Technical,Yellow,6,100000,2,35,0.25,500,5,,200,,None,
e,202602020,c_kim_00301_kim1_savage02_Boss_Yellow,chara_kim_00301,Boss,Support,Yellow,7,100000,3,32,0.3,300,4,,200,,None,
e,202602020,e_glo_00001_kim1_savage_Normal_Red,enemy_glo_00001,Normal,Attack,Red,8,100000,2,40,0.2,200,1,,30,,None,
e,202602020,c_kim_00101_kim1_savage03_Boss_Red,chara_kim_00101,Boss,Attack,Red,9,100000,2,30,0.23,500,5,,200,,None,
e,202602020,c_kim_00201_kim1_savage03_Boss_Red,chara_kim_00201,Boss,Technical,Red,10,100000,2,35,0.25,500,5,,200,,None,
e,202602020,c_kim_00301_kim1_savage03_Boss_Red,chara_kim_00301,Boss,Support,Red,11,100000,3,32,0.3,300,4,,200,,None,
e,202602020,c_kim_00001_kim1_savage03_Boss_Red,chara_kim_00001,Boss,Defense,Red,12,50000,2,40,0.18,300,3,,200,,None,
e,202602020,c_kim_00001_kim1_challenge_Boss_Red,chara_kim_00001,Boss,Defense,Red,1,50000,2,40,0.18,100,5,,300,,None,
e,202602020,c_kim_00101_kim1_challenge_Boss_Green,chara_kim_00101,Boss,Attack,Green,2,50000,2,35,0.23,300,4,,300,,None,
