キャラセリフ一覧,,,,,,,,,,,,,
,"ー: L11, L13, L14, L16, L20, L21, L23, L24, L25, L26, L28, L29, L30, L32, L33, L34, L35, L36, L38, L40, L41, L42, L43, L46, L49, L50, L51, L53, L54, L55, L56, L57, L58, L59, L62, L63, L64, L66, L67, L68, L69, L71
萎えるぜ: H12, K12
CellImage: L12, L15, L17, L18, L19, L27, L31, L37, L39, L44, L45, L47, L48, L60, L61, L65, L70",,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"※ボタンを押すと被っているセリフがある場合は、B1セルに表示される(完全一致)
(例：f: L9, L10　←左側：該当テキスト、右側：該当セルの箇所)",,,,,,,,,,,,,
,,,,,,,,,,,,,
※セルの色について,,,,,,,,,,,,,
数式入っているため触らない,,,,,,,,,,,,,
作品IDは「GLOW_ID」を参照,,作品フレーバー_IDは作品テキスト参照,,キャラIDは「GLOW_ID」を参照,,,,,,,,,
作品_ID,作品名,作品フレーバー_ID,"作品のフレーバーテキスト
(最大35文字)",キャラID,キャラ名,フレーバーテキスト,必殺ワザ名,必殺ワザタメ セリフ,イベント用セリフ,召喚時セリフ,"ガシャ演出時のセリフ
※URのみ",監修状況,
dan,ダンダダン,,,chara_dan_00001,オカルン,"幽霊は信じていないが、宇宙人は信じている、怪異現象オタクの男子高校生。
初心で鈍感が故に不器用な言動も目立つが、仲間のためならば危険なことにも立ち向かう勇気を持っている。",友達ができたからだ！,全てを許すことができる,見せてやりましょうUFO！,強くならなきゃ もっと強く!!,ー,FIX,
dan,ダンダダン,,,chara_dan_00002,ターボババアの霊力 オカルン,"オカルンがターボババアの呪いを受けて変身した姿。髪は白髪で逆立ち、口元にはマスクが浮かび上がる。脅威のスピードで動きまわり、限界を突破する“本気”を使うことができる。
しかし普段とは異なり気だるくネガティブな性格になってしまう。",萎えるぜ,これがターボババアの力かよ…,力が溢れてくるぜえ…!!,萎えるぜ,,FIX,
dan,ダンダダン,,,chara_dan_00101,モモ,"宇宙人は信じていないが幽霊は信じている、霊媒師の家系の
女子高生。セルポ星人にさらわれた時に超能力に目覚める。困っている人を見過ごせない優しい一面もあり、誰にも裏表なく接することができる。
憧れの人のような硬派な男性が好きと自称しており、オカルンと憧れの人との共通点を知ってときめいてしまうことも。",おっしゃあ いけえ!!,やったらあ！,ボッコボッコにしたるわい!!,おっしゃあ！やったらあ！,ー,FIX,
dan,ダンダダン,,,chara_dan_00201,アイラ,"オカルンやモモと同じ高校に通う女子高生で、
自他共に認める美少女。
オカルンの金の玉を拾ったことで能力が開花してしまう。普段は天然な美少女を演じているが、一度思い込むと周りの声が聞こえなくなってしまう、頑固な一面もある。",私って美少女すぎる,選ばれた存在ってことなのね!!,リーダーは私でしょ！,私は美少女なんだもの!!,ー,FIX,
dan,ダンダダン,,,chara_dan_00202,アクさらの愛 アイラ,"アクロバティックさらさらの炎を体内に取り入れたことにより、能力を得たアイラの姿。
平常時より髪の毛が著しく伸び、自由に操ることができる他、バレエを踊るような優雅さで足技を駆使して戦う。アクロバティックさらさらのような口の悪いお嬢様口調で喋る。",お放しなさい!!,お舞踏(パーティー)の時間ですわ,それがいい女の条件でしょ,選ばれた存在だったようですね,,FIX,ガシャ演出作成済み
dan,ダンダダン,,,chara_dan_00301,招き猫 ターボババア,"神出鬼没で、全国各地で暴れ回ってた近代妖怪。
オカルン達に倒された後消えたと思われていたが、実はオカルンの中に隠れていた。今は力をオカルンの中に残し、意識のみが招き猫の中に入って動き回っている。
現在はモモの家で暮らしている。",クソだらあ!!,ブチ殺したらあ!!,年上ナメんじゃねえぜ,ボキャボキャにするわあ!!,ー,FIX,
spy,SPY×FAMILY,,,chara_spy_00001,わくわく アーニャ,"孤児院に預けられていた少女。
ロイド・フォージャーに引き取られ、娘として暮らしている。
実は他人の心を読むことができる超能力者で、
周囲の人にはそのことを隠している。
スパイと殺し屋との共同生活にわくわくしている。",せいふくのアーニャかわいい？,せいふくできた？,わくわくっ!!,おでけけおでけけ♪,,FIX,
