,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■基礎設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,■シミュレーション,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,検索用,,,,,,,,,,,,,,,,,,,,,,,
,特筆事項,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,実装日,,,,,,,,,,,,Lv,,基礎HP,基礎ATK,Rnk込星1HP,Rnk込星1ATK,星2HP,星3HP,星4HP,星5HP,星6HP,星7HP,星8HP,星9HP,星10HP,星2ATK,星3ATK,星4ATK,星5ATK,星6ATK,星7ATK,星8ATK,星9ATK,星10ATK
,"初期URのみかりより効果値は低いが、効果時間が同じなので初心者でも出しやすいデバッファー
使い勝手はコストが低いのでマジルミエの槇野みたいな感覚で出すことができるが、必殺ワザのクールタイムが長いのでボス+雑魚戦闘みたいなところで生きてくる
攻撃は低いがその分体力を高めに設定しているので少しだけ場持ちもしやすく、近距離の壁としても機能する（推しの子は低コストのディフェンスがいないので作品統一編成した時に近距離で守れるようにしました）
他の攻撃ダウンキャラと合わせることで耐久PTみたいなのを組めるが、同時に効果を発揮させるのは難しい→必殺技のCDTに対して効果時間が長めに設定しているので初心者にも扱いやすいデバフキャラになっている",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-01 0:00:00,,,,,,,,,,,,1,,870,630,870,630,974,1035,1070,1087,1087,1087,1087,1087,1087,705,749,774,787,787,787,787,787,787
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,デプロイ,,,,,,,,,,,,※少数切り上げ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,【推しの子】いいジャン祭,,,,,,,,,,,,Lv,Rnk,基礎HP,基礎ATK,Rnk込星1HP,Rnk込星1ATK,星2HP,星3HP,星4HP,星5HP,星6HP,星7HP,星8HP,星9HP,星10HP,星2ATK,星3ATK,星4ATK,星5ATK,星6ATK,星7ATK,星8ATK,星9ATK,星10ATK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,基礎情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,消さないで,,,,,1,0,870,630,870,630,974,1035,1070,1087,1087,1087,1087,1087,1087,705,749,774,787,787,787,787,787,787
,キャラ_ID,,,,キャラクター名,,,,,,,,作品名,,,,,,,,,,,,,,,,,,,,,,,,,,,,PremiumSSR,,,,,2,0,901,653,901,653,1009,1072,1108,1126,1126,1126,1126,1126,1126,731,777,803,816,816,816,816,816,816
,chara_osh_00501,,,,黒川 あかね,,,,,,,,【推しの子】,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,938,679,938,679,1050,1116,1153,1172,1172,1172,1172,1172,1172,760,808,835,848,848,848,848,848,848
