ENABLE,release_key,id,mst_in_game_id,language,result_tips,description
e,202509010,dungeon_spy_01_ja,dungeon_spy_01,ja,,スパイたちが潜む街を探索せよ。無色属性の敵が多い。
e,202509010,dungeon_spy_02_ja,dungeon_spy_02,ja,,精鋭スパイが立ちはだかる。青属性に注意。
e,202509010,dungeon_spy_03_ja,dungeon_spy_03,ja,,最奥にボスが待ち構える。赤属性のボスに備えよ。
e,202509010,dungeon_aka_01_ja,dungeon_aka_01,ja,,紅の戦場に雑兵が群がる。無色属性が中心。
e,202509010,dungeon_aka_02_ja,dungeon_aka_02,ja,,赤属性の強敵が現れる。防御を固めよ。
e,202509010,dungeon_aka_03_ja,dungeon_aka_03,ja,,紅の王が最奥に鎮座する。無色のボスに挑め。
e,202509010,dungeon_rik_01_ja,dungeon_rik_01,ja,,力の試練場。無色属性の敵が押し寄せる。
e,202509010,dungeon_rik_02_ja,dungeon_rik_02,ja,,赤属性の猛者が待ち受ける。力で押し切れ。
e,202509010,dungeon_rik_03_ja,dungeon_rik_03,ja,,最強の戦士がボスとして待つ。赤属性のボスに注意。
e,202509010,dungeon_dan_01_ja,dungeon_dan_01,ja,,暗黒の森を進め。赤属性の敵が潜む。
e,202509010,dungeon_dan_02_ja,dungeon_dan_02,ja,,変異した敵が襲いかかる。無色と赤の敵に注意。
e,202509010,dungeon_dan_03_ja,dungeon_dan_03,ja,,闇の支配者が最奥に。赤属性のボスを倒せ。
e,202509010,dungeon_gom_01_ja,dungeon_gom_01,ja,,ゴムの森に敵が出現。無色と黄属性が中心。
e,202509010,dungeon_gom_02_ja,dungeon_gom_02,ja,,弾力のある敵が増える。防御力が高い敵に注意。
e,202509010,dungeon_gom_03_ja,dungeon_gom_03,ja,,ゴムの王が待ち受ける。黄属性のボスに挑め。
e,202509010,dungeon_chi_01_ja,dungeon_chi_01,ja,,血の試練場に敵が群がる。無色と黄属性の敵。
e,202509010,dungeon_chi_02_ja,dungeon_chi_02,ja,,強力な黄属性の敵が現れる。攻撃力に注意。
e,202509010,dungeon_chi_03_ja,dungeon_chi_03,ja,,血の支配者がボスとして降臨。黄属性のボスに備えよ。
