ENABLE,id,sequence_set_id,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,last_boss_trigger,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value,release_key
e,dungeon_spy_01_001,dungeon_spy_01,1,1,,InitialSummon,,SummonEnemy,e_spy_00101_general_n_Normal_Colorless,,4,1000,Normal,,None,,None,,None,,0,0,Default,Normal,1,1,1,,,0,,,202509010,
e,dungeon_spy_01_002,dungeon_spy_01,1,2,,ElapsedTime,12000,SummonEnemy,e_spy_00001_general_n_Normal_Colorless,,3,1000,Normal,,None,,None,,None,,0,0,Default,Normal,1,1,1,,,0,,,202509010,
e,dungeon_spy_01_003,dungeon_spy_01,1,3,,ElapsedTime,24000,SummonEnemy,e_spy_00101_general_n_Normal_Colorless,,3,1000,Normal,,None,,None,,None,,0,0,Default,Normal,1,1,1,,,0,,,202509010,
e,dungeon_spy_01_004,dungeon_spy_01,1,4,,ElapsedTime,36000,SummonEnemy,e_spy_00001_general_n_Normal_Blue,,3,1000,Normal,,None,,None,,None,,0,0,Default,Normal,1,1,1,,,0,,,202509010,
e,dungeon_spy_01_005,dungeon_spy_01,1,5,,ElapsedTime,48000,SummonEnemy,e_spy_00101_general_n_Normal_Colorless,,4,1000,Normal,,None,,None,,None,,0,0,Default,Normal,1,1,1,,,0,,,202509010,
e,dungeon_spy_02_001,dungeon_spy_02,1,1,,InitialSummon,,SummonEnemy,e_spy_00101_general_n_Normal_Colorless,,3,1000,Normal,,None,,None,,None,,0,0,Default,Normal,1.5,1,1,,,0,,,202509010,
e,dungeon_spy_02_002,dungeon_spy_02,1,2,,ElapsedTime,10000,SummonEnemy,e_spy_00001_general_n_Normal_Colorless,,3,1000,Normal,,None,,None,,None,,0,0,Default,Normal,1.5,1,1,,,0,,,202509010,
e,dungeon_spy_02_003,dungeon_spy_02,1,3,,ElapsedTime,20000,SummonEnemy,e_spy_00001_general_n_Normal_Blue,,3,800,Normal,,None,,None,,None,,0,0,Default,Normal,1.5,1,1,,,0,,,202509010,
e,dungeon_spy_02_004,dungeon_spy_02,1,4,,ElapsedTime,30000,SummonEnemy,e_spy_00101_general_n_Normal_Colorless,,4,800,Normal,,None,,None,,None,,0,0,Default,Normal,1.5,1,1,,,0,,,202509010,
e,dungeon_spy_02_005,dungeon_spy_02,1,5,,ElapsedTime,40000,SummonEnemy,e_spy_00001_general_n_Normal_Blue,,3,800,Normal,,None,,None,,None,,0,0,Default,Normal,2,1,1,,,0,,,202509010,
e,dungeon_spy_03_001,dungeon_spy_03,1,1,,InitialSummon,,SummonEnemy,e_spy_00101_general_n_Normal_Colorless,,3,1000,Normal,,None,,None,,None,,0,0,Default,Normal,1,1,1,,,0,,,202509010,
e,dungeon_spy_03_002,dungeon_spy_03,1,2,,ElapsedTime,10000,SummonEnemy,e_spy_00001_general_n_Normal_Blue,,2,1000,Normal,,None,,None,,None,,0,0,Default,Normal,1,1,1,,,0,,,202509010,
e,dungeon_spy_03_003,dungeon_spy_03,1,3,,ElapsedTime,20000,SummonEnemy,e_spy_00101_general_n_Normal_Colorless,,3,1000,Normal,,None,,None,,None,,0,0,Default,Normal,1,1,1,,,0,,,202509010,
e,dungeon_spy_03_004,dungeon_spy_03,1,4,,OutpostHpPercentage,75,SwitchSequenceGroup,2,,,,,,,,,,,,,0,1,Default,Normal,,,,,0,,,202509010,
e,dungeon_spy_03_005,dungeon_spy_03,2,1,,InitialSummon,,SummonEnemy,c_spy_00101_general_n_Boss_Red,,1,0,Normal,,None,,None,,None,,0,0,Boss,Normal,1,1,1,,,0,,,202509010,
e,dungeon_spy_03_006,dungeon_spy_03,2,2,,ElapsedTime,15000,SummonEnemy,e_spy_00101_general_n_Normal_Colorless,,2,1000,Normal,,None,,None,,None,,0,0,Default,Normal,1,1,1,,,0,,,202509010,
e,dungeon_spy_03_007,dungeon_spy_03,2,3,,ElapsedTime,30000,SummonEnemy,e_spy_00001_general_n_Normal_Colorless,,2,1000,Normal,,None,,None,,None,,0,0,Default,Normal,1,1,1,,,0,,,202509010,
e,dungeon_aka_01_001,dungeon_aka_01,1,1,,InitialSummon,,SummonEnemy,c_aka_00101_general_h_Normal_Colorless,,4,1000,Normal,,None,,None,,None,,0,0,Default,Normal,1,1,1,,,0,,,202509010,
e,dungeon_aka_01_002,dungeon_aka_01,1,2,,ElapsedTime,15000,SummonEnemy,c_aka_00001_general_vh_Normal_Colorless,,3,1000,Normal,,None,,None,,None,,0,0,Default,Normal,1,1,1,,,0,,,202509010,
e,dungeon_aka_01_003,dungeon_aka_01,1,3,,ElapsedTime,28000,SummonEnemy,c_aka_00101_general_h_Normal_Colorless,,3,1000,Normal,,None,,None,,None,,0,0,Default,Normal,1,1,1,,,0,,,202509010,
e,dungeon_aka_01_004,dungeon_aka_01,1,4,,ElapsedTime,40000,SummonEnemy,c_aka_00001_general_vh_Normal_Colorless,,4,1000,Normal,,None,,None,,None,,0,0,Default,Normal,1,1,1,,,0,,,202509010,
e,dungeon_aka_01_005,dungeon_aka_01,1,5,,ElapsedTime,50000,SummonEnemy,c_aka_00101_general_h_Normal_Colorless,,3,800,Normal,,None,,None,,None,,0,0,Default,Normal,1,1,1,,,0,,,202509010,
