ENABLE,id,hp,is_damage_invalidation,outpost_asset_key,artwork_asset_key,release_key
e,dungeon_spy_01,15000,0,,spy_0001,202509010
e,dungeon_spy_02,40000,0,,spy_0001,202509010
e,dungeon_spy_03,100000,0,,spy_0003,202509010
e,dungeon_aka_01,15000,0,,aka_0001,202509010
e,dungeon_aka_02,40000,0,,aka_0001,202509010
e,dungeon_aka_03,100000,0,,aka_0003,202509010
e,dungeon_rik_01,15000,0,,rik_0001,202509010
e,dungeon_rik_02,40000,0,,rik_0001,202509010
e,dungeon_rik_03,100000,0,,rik_0003,202509010
e,dungeon_dan_01,40000,0,,dan_0001,202509010
e,dungeon_dan_02,70000,0,,dan_0001,202509010
e,dungeon_dan_03,130000,0,,dan_0003,202509010
e,dungeon_gom_01,40000,0,,gom_0001,202509010
e,dungeon_gom_02,70000,0,,gom_0001,202509010
e,dungeon_gom_03,130000,0,,gom_0003,202509010
e,dungeon_chi_01,60000,0,,chi_0001,202509010
e,dungeon_chi_02,90000,0,,chi_0001,202509010
e,dungeon_chi_03,150000,0,,chi_0003,202509010
e,dungeon_mag_01,60000,0,,mag_0001,202509010
e,dungeon_mag_02,90000,0,,mag_0001,202509010
e,dungeon_mag_03,150000,0,,mag_0003,202509010
e,dungeon_dos_01,40000,0,,dos_0001,202509010
e,dungeon_dos_02,70000,0,,dos_0001,202509010
e,dungeon_dos_03,130000,0,,dos_0003,202509010
e,dungeon_bat_01,40000,0,,bat_0001,202509010
e,dungeon_bat_02,70000,0,,bat_0001,202509010
e,dungeon_bat_03,130000,0,,bat_0003,202509010
e,dungeon_kai_01,60000,0,,kai_0001,202509010
e,dungeon_kai_02,90000,0,,kai_0001,202509010
e,dungeon_kai_03,150000,0,,kai_0003,202509010
e,dungeon_yuw_01,60000,0,,yuw_0001,202511020
e,dungeon_yuw_02,90000,0,,yuw_0001,202511020
e,dungeon_yuw_03,150000,0,,yuw_0003,202511020
e,dungeon_sur_01,60000,0,,sur_0001,202509010
e,dungeon_sur_02,90000,0,,sur_0001,202509010
e,dungeon_sur_03,150000,0,,sur_0003,202509010
e,dungeon_ron_01,40000,0,,ron_0001,202509010
e,dungeon_ron_02,70000,0,,ron_0001,202509010
e,dungeon_ron_03,130000,0,,ron_0003,202509010
e,dungeon_aha_01,40000,0,,aha_0001,202509010
e,dungeon_aha_02,70000,0,,aha_0001,202509010
e,dungeon_aha_03,130000,0,,aha_0003,202509010
e,dungeon_sum_01,60000,0,,,sum_0001
e,dungeon_sum_02,90000,0,,,sum_0001
e,dungeon_sum_03,150000,0,,,sum_0003
e,dungeon_jig_01,60000,0,,,jig_0001
e,dungeon_jig_02,90000,0,,,jig_0001
e,dungeon_jig_03,150000,0,,,jig_0003
e,dungeon_tak_01,60000,0,,,tak_0001
e,dungeon_tak_02,90000,0,,,tak_0001
e,dungeon_tak_03,150000,0,,,tak_0003
e,dungeon_osh_01,80000,0,,,osh_0001
e,dungeon_osh_02,120000,0,,,osh_0001
e,dungeon_osh_03,200000,0,,,osh_0003
e,dungeon_you_01,80000,0,,,you_0001
e,dungeon_you_02,120000,0,,,you_0001
e,dungeon_you_03,200000,0,,,you_0003
e,dungeon_kim_01,80000,0,,,kim_0001
e,dungeon_kim_02,120000,0,,,kim_0001
e,dungeon_kim_03,200000,0,,,kim_0003
e,dungeon_hut_01,80000,0,,,hut_0001
e,dungeon_hut_02,120000,0,,,hut_0001
e,dungeon_hut_03,200000,0,,,hut_0003
