,,,,,,GLOW_SE再生箇所リスト,,,,,,,,,予算,実績,,,,
,,,使用箇所,,,,,,,,,,,,想定単価,実績単価,発注,,ステータス,申請
package名,ファイル名,アセット名,分類,使用画面,項目書き出し用,サウンド通称,新規/流用,必殺ワザでの使用,URL,"使用時期
（スコープ）",承認,備考,メモ,,(税抜),(税抜),制作会社,納品予定,ステータス,WF申請者
common_se,SSE_000_001,audio_se_common_button_decide,汎用,汎用,汎用,決定音,新規,×,https://audiostock.jp/audio/884512,α3（2024年6-8月）,P承認,,,,¥660,¥600,Audiostock,,納品済み,
common_se,SSE_000_002,audio_se_common_button_select,汎用,汎用,汎用,選択音、ダイアログ開く音,新規,×,https://audiostock.jp/audio/107926,α3（2024年6-8月）,P承認,,,,¥660,¥600,Audiostock,,納品済み,
common_se,SSE_000_003,audio_se_common_button_close,汎用,汎用,汎用,キャンセル、閉じる音,新規,×,https://audiostock.jp/audio/60461,α3（2024年6-8月）,P承認,,,,¥660,¥600,Audiostock,,納品済み,
#N/A,,,,,,押せないボタンをタップした音,,,,,,,音無し,,,,,,,
common_se,SSE_000_004,audio_se_receive_reward_open,汎用,汎用,汎用,報酬獲得音1,DELIGHT流用,×,https://audiostock.jp/audio/5658,α3（2024年6-8月）,P承認,,最初になる音,,,,,,納品済み,
common_se,SSE_000_005,audio_se_receive_reward_tick,汎用,汎用,汎用,報酬獲得音2,新規,⚪︎,https://audiostock.jp/audio/269359,α3（2024年6-8月）,P承認,,シャンシャン音,,¥660,¥600,Audiostock,,納品済み,
common_se,SSE_012_001,audio_se_stage_open_start,汎用,ホーム,ホーム,次ステージ、クエスト開放音1,新規,×,https://audiostock.jp/audio/211598,α3（2024年6-8月）,P承認,,,,¥660,¥600,Audiostock,,納品済み,
common_se,SSE_012_002,audio_se_stage_open_unlock,汎用,ホーム,ホーム,次ステージ、クエスト開放音2,新規,×,https://audiostock.jp/audio/994366,α3（2024年6-8月）,P承認,,,,¥660,¥600,Audiostock,,納品済み,
common_se,SSE_053_001,audio_se_user_level_up_gauge,汎用,バトルリザルト,バトルリザルト,プレイヤーレベルアップ1,新規,×,https://audiostock.jp/audio/90171,α3（2024年6-8月）,P承認,,ゲージ音,,¥660,¥600,Audiostock,,,
common_se,SSE_053_002,audio_se_user_level_up,汎用,バトルリザルト,バトルリザルト,プレイヤーレベルアップ2,DELIGHT流用,⚪︎,https://audiostock.jp/audio/968121,α3（2024年6-8月）,P承認,,レベルUP音,,,,,,,
common_se,SSE_053_003,,汎用,バトルリザルト,バトルリザルト,プレイヤーレベルアップ3,DELIGHT流用,×,https://audiostock.jp/audio/140671,α3（2024年6-8月）,P承認,,カットイン音/バトル勝利演出音1と同じSSE_051_002,,¥660,¥600,Audiostock,,,
battle_se,SSE_051_001,audio_se_battle_start,バトル,インゲーム ,インゲーム ,バトル開始演出,新規,×,https://audiostock.jp/audio/52719,α3（2024年6-8月）,P承認,,,,,,,,,
common_se,SSE_012_003,audio_se_battle_start_button,汎用,ホーム,ホーム,ホーム画面のバトル開始ボタン音,新規,×,https://audiostock.jp/audio/1477620,α3（2024年6-8月）,P承認,,,,¥660,¥600,Audiostock,,納品済み,
#N/A,,,,,,バトル開始音,,,,,,,重複している,,,,,,,
battle_se,SSE_051_002,audio_se_battle_victory_cutin,バトル,インゲーム ,インゲーム ,バトル勝利演出音1,DELIGHT流用,×,https://audiostock.jp/audio/140671,α3（2024年6-8月）,P承認,,共通(決定音と同じ)SSE_000_001,,,,,,,
battle_se,SSE_051_003,audio_se_battle_victory_light,バトル,インゲーム ,インゲーム ,バトル勝利演出音2,新規,×,https://audiostock.jp/audio/827632,α3（2024年6-8月）,P承認,,,,¥660,¥600,Audiostock,,,
battle_se,SSE_053_004,audio_se_battle_victory_result,バトル,バトルリザルト,バトルリザルト,勝利音,新規,×,https://audiostock.jp/audio/1108512,α3（2024年6-8月）,P承認,,どちらかにする(承認にどっちも持っていく)推し,,"¥2,420","¥2,200",Audiostock,,,
#N/A,,,,,,勝利音,,,https://audiostock.jp/audio/893413,,不要,,どちらかにする(承認にどっちも持っていく),,,,Audiostock,,,
battle_se,SSE_053_005,audio_se_battle_defeat_result,バトル,バトルリザルト,バトルリザルト,敗北音,新規,×,https://audiostock.jp/audio/204748,α3（2024年6-8月）,P承認,,,,¥660,¥600,Audiostock,,,
common_se,-,,汎用,汎用,汎用,コンテニュー選択音,GLOW流用,×,https://audiostock.jp/audio/884512,α3（2024年6-8月）,P承認,,共通(決定音と同じ)SSE_000_001,,,,,,,
#N/A,,,,,,バトル（弱攻撃）,,,,,,,重複している,,,,,,,
battle_se,SSE_051_004,audio_se_ingame_hit_001,バトル,インゲーム ,インゲーム ,バトル（攻撃が打撃）,DELIGHT流用,×,https://audiostock.jp/audio/1077177,α3（2024年6-8月）,P承認,,,,,,,,,
battle_se,SSE_051_005,,バトル,インゲーム ,インゲーム ,バトル（攻撃が斬撃）,新規,⚪︎,https://audiostock.jp/audio/52448,α3（2024年6-8月）,P承認,,,,¥660,¥600,Audiostock,,納品済み,
battle_se,SSE_051_006,,バトル,インゲーム ,インゲーム ,バトル（バフ）,新規,×,https://audiostock.jp/audio/206672,α3（2024年6-8月）,P承認,,,,¥660,¥600,Audiostock,,,
battle_se,SSE_051_007,,バトル,インゲーム ,インゲーム ,ゲートダメージ音,DELIGHT流用,×,https://audiostock.jp/audio/56324,α3（2024年6-8月）,P承認,,,,,,,,,
battle_se,SSE_051_008,,バトル,インゲーム ,インゲーム ,ゲート破壊音,新規,×,https://audiostock.jp/audio/1496189,α3（2024年6-8月）,P承認,,,,¥660,¥600,Audiostock,,,
battle_se,SSE_051_009,,バトル,インゲーム ,インゲーム ,バトル（デバフ）,新規,×,https://audiostock.jp/audio/1016523,α3（2024年6-8月）,P承認,,,,¥660,¥600,Audiostock,,,
battle_se,SSE_051_010,,バトル,インゲーム ,インゲーム ,バトル（スキル無効化）,新規,×,https://audiostock.jp/audio/1285213,α3（2024年6-8月）,P承認,,,,¥660,¥600,Audiostock,,,
