ENABLE,id,mst_store_product_id,product_type,purchasable_count,paid_amount,display_priority,start_date,end_date,release_key
e,54,54,Pack,1,,30,"2026-02-10 15:00:00","2026-03-02 10:59:59",202602010
e,55,55,Pack,1,,29,"2026-02-10 15:00:00","2026-03-02 10:59:59",202602010
e,56,56,Pack,1,,28,"2026-02-10 15:00:00","2026-03-02 10:59:59",202602010
e,57,57,Pack,1,,27,"2026-02-10 15:00:00","2026-03-02 10:59:59",202602010
e,58,58,Pack,1,,26,"2026-02-10 15:00:00","2026-03-02 10:59:59",202602010
e,59,59,Pack,1,,25,"2026-02-10 15:00:00","2026-03-02 10:59:59",202602010
e,60,60,Pack,1,,24,"2026-02-10 15:00:00","2026-03-02 10:59:59",202602010
e,61,61,Pack,1,,23,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602010
e,62,62,Pack,1,,22,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602010
e,63,63,Pack,1,,21,"2026-02-09 15:00:00","2026-02-16 10:59:59",202602010
e,79,79,Diamond,1,150,107,"2026-02-02 15:00:00","2026-02-28 23:59:59",202602010
e,80,80,Diamond,1,300,106,"2026-02-02 15:00:00","2026-02-28 23:59:59",202602010
e,81,81,Diamond,1,620,105,"2026-02-02 15:00:00","2026-02-28 23:59:59",202602010
e,82,82,Diamond,1,1580,104,"2026-02-02 15:00:00","2026-02-28 23:59:59",202602010
e,83,83,Diamond,1,3200,103,"2026-02-02 15:00:00","2026-02-28 23:59:59",202602010
e,84,84,Diamond,1,6300,102,"2026-02-02 15:00:00","2026-02-28 23:59:59",202602010
