ENABLE,id,product_sub_id,discount_rate,sale_condition,sale_condition_value,sale_hours,is_display_expiration,pack_type,tradable_count,cost_type,is_first_time_free,cost_amount,is_recommend,asset_key,pack_decoration,release_key
e,event_item_pack_14,54,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00022,__NULL__,202602010
e,event_item_pack_15,55,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00023,__NULL__,202602010
e,event_item_pack_16,56,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00024,__NULL__,202602010
e,event_item_pack_17,57,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00025,__NULL__,202602010
e,event_item_pack_18,58,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00026,__NULL__,202602010
e,event_item_pack_19,59,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00027,__NULL__,202602010
e,event_item_pack_20,60,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00028,__NULL__,202602010
e,event_item_pack_21,61,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00029,__NULL__,202602010
e,event_item_pack_22,62,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00030,__NULL__,202602010
e,event_item_pack_23,63,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00031,__NULL__,202602010
