ENABLE,id,mst_pack_id,resource_type,resource_id,resource_amount,is_bonus,display_order,release_key
e,127,event_item_pack_14,Unit,chara_spy_00201,1,,6,202602010
e,128,event_item_pack_14,Item,ticket_glo_00003,1,,5,202602010
e,129,event_item_pack_14,Item,memory_glo_00002,750,,4,202602010
e,130,event_item_pack_14,Item,memoryfragment_glo_00001,50,,3,202602010
e,131,event_item_pack_14,Item,memoryfragment_glo_00002,30,,2,202602010
e,132,event_item_pack_14,Coin,,15000,1,1,202602010
e,133,event_item_pack_15,Unit,chara_gom_00001,1,,6,202602010
e,134,event_item_pack_15,Item,ticket_glo_00003,1,,5,202602010
e,135,event_item_pack_15,Item,memory_glo_00005,750,,4,202602010
e,136,event_item_pack_15,Item,memoryfragment_glo_00001,50,,3,202602010
e,137,event_item_pack_15,Item,memoryfragment_glo_00002,30,,2,202602010
e,138,event_item_pack_15,Coin,,15000,1,1,202602010
e,139,event_item_pack_16,Unit,chara_yuw_00001,1,,6,202602010
e,140,event_item_pack_16,Item,ticket_glo_00003,1,,5,202602010
e,141,event_item_pack_16,Item,memory_glo_00004,750,,4,202602010
e,142,event_item_pack_16,Item,memoryfragment_glo_00001,50,,3,202602010
e,143,event_item_pack_16,Item,memoryfragment_glo_00002,30,,2,202602010
e,144,event_item_pack_16,Coin,,15000,1,1,202602010
e,145,event_item_pack_17,Unit,chara_yuw_00101,1,,6,202602010
e,146,event_item_pack_17,Item,ticket_glo_00003,1,,5,202602010
e,147,event_item_pack_17,Item,memory_glo_00005,750,,4,202602010
e,148,event_item_pack_17,Item,memoryfragment_glo_00001,50,,3,202602010
e,149,event_item_pack_17,Item,memoryfragment_glo_00002,30,,2,202602010
e,150,event_item_pack_17,Coin,,15000,1,1,202602010
e,151,event_item_pack_18,Unit,chara_sur_00101,1,,6,202602010
e,152,event_item_pack_18,Item,ticket_glo_00003,1,,5,202602010
e,153,event_item_pack_18,Item,memory_glo_00005,750,,4,202602010
e,154,event_item_pack_18,Item,memoryfragment_glo_00001,50,,3,202602010
e,155,event_item_pack_18,Item,memoryfragment_glo_00002,30,,2,202602010
e,156,event_item_pack_18,Coin,,15000,1,1,202602010
e,157,event_item_pack_19,Unit,chara_mag_00001,1,,6,202602010
e,158,event_item_pack_19,Item,ticket_glo_00003,1,,5,202602010
e,159,event_item_pack_19,Item,memory_glo_00003,750,,4,202602010
e,160,event_item_pack_19,Item,memoryfragment_glo_00001,50,,3,202602010
e,161,event_item_pack_19,Item,memoryfragment_glo_00002,30,,2,202602010
e,162,event_item_pack_19,Coin,,15000,1,1,202602010
e,163,event_item_pack_20,Unit,chara_sum_00101,1,,6,202602010
e,164,event_item_pack_20,Item,ticket_glo_00003,1,,5,202602010
e,165,event_item_pack_20,Item,memory_glo_00003,750,,4,202602010
e,166,event_item_pack_20,Item,memoryfragment_glo_00001,50,,3,202602010
e,167,event_item_pack_20,Item,memoryfragment_glo_00002,30,,2,202602010
e,168,event_item_pack_20,Coin,,15000,1,1,202602010
e,169,event_item_pack_21,Item,stamina_item_glo_00001,10,,1,202602010
e,170,event_item_pack_22,Item,stamina_item_glo_00001,20,,5,202602010
e,171,event_item_pack_22,Item,memoryfragment_glo_00001,50,,4,202602010
e,172,event_item_pack_22,Item,memoryfragment_glo_00002,30,,3,202602010
e,173,event_item_pack_22,Item,memoryfragment_glo_00003,3,,2,202602010
e,174,event_item_pack_22,Coin,,20000,1,1,202602010
e,175,event_item_pack_23,Item,memory_glo_00001,1500,,9,202602010
e,176,event_item_pack_23,Item,memory_glo_00002,1500,,8,202602010
e,177,event_item_pack_23,Item,memory_glo_00003,1500,,7,202602010
e,178,event_item_pack_23,Item,memory_glo_00004,1500,,6,202602010
e,179,event_item_pack_23,Item,memory_glo_00005,1500,,5,202602010
e,180,event_item_pack_23,Item,memoryfragment_glo_00001,50,,4,202602010
e,181,event_item_pack_23,Item,memoryfragment_glo_00002,30,,3,202602010
e,182,event_item_pack_23,Item,memoryfragment_glo_00003,3,,2,202602010
e,183,event_item_pack_23,Coin,,30000,1,1,202602010
