ENABLE,release_key,id,mst_attack_id,language,description,grade_description
e,202512015,chara_yuw_00102_Normal_00000_ja,chara_yuw_00102_Normal_00000,ja,表示場所なし,
e,202512015,chara_yuw_00102_Special_00001_ja,chara_yuw_00102_Special_00001,ja,"敵複数体に自身の攻撃ステータスの99%のダメージ + 味方または自身の攻撃を4.5秒間、15%UPするオブジェクトをランダムな位置に4つ生成する + 味方または自身への被ダメージを4.5秒間、35%カットするオブジェクトをランダムな位置に2つ生成する + 味方または自身の体力を5000回復するオブジェクトをランダムな位置に2つ生成する",
e,202512015,chara_yuw_00102_Special_00002_ja,chara_yuw_00102_Special_00002,ja,"敵複数体に自身の攻撃ステータスの110%のダメージ + 味方または自身の攻撃を6.5秒間、25%UPするオブジェクトをランダムな位置に4つ生成する + 味方または自身への被ダメージを5.5秒間、37%カットするオブジェクトをランダムな位置に2つ生成する + 味方または自身の体力を11000回復するオブジェクトをランダムな位置に2つ生成する","ステータスUP + 必殺ワザ性能UP"
e,202512015,chara_yuw_00102_Special_00003_ja,chara_yuw_00102_Special_00003,ja,"敵複数体に自身の攻撃ステータスの117%のダメージ + 味方または自身の攻撃を8.5秒間、39%UPするオブジェクトをランダムな位置に5つ生成する + 味方または自身への被ダメージを7秒間、42%カットするオブジェクトをランダムな位置に2つ生成する + 味方または自身の体力を18000回復するオブジェクトをランダムな位置に2つ生成する","ステータスUP + 必殺ワザ性能UP"
e,202512015,chara_yuw_00102_Special_00004_ja,chara_yuw_00102_Special_00004,ja,"敵複数体に自身の攻撃ステータスの123%のダメージ + 味方または自身の攻撃を10秒間、46%UPするオブジェクトをランダムな位置に5つ生成する + 味方または自身への被ダメージを8.5秒間、45%カットするオブジェクトをランダムな位置に3つ生成する + 味方または自身の体力を21000回復するオブジェクトをランダムな位置に2つ生成する","ステータスUP + 必殺ワザ性能UP"
e,202512015,chara_yuw_00102_Special_00005_ja,chara_yuw_00102_Special_00005,ja,"敵複数体に自身の攻撃ステータスの127%のダメージ + 味方または自身の攻撃を12秒間、55%UPするオブジェクトをランダムな位置に6つ生成する + 味方または自身への被ダメージを10秒間、50%カットするオブジェクトをランダムな位置に3つ生成する + 味方または自身の体力を25000回復するオブジェクトをランダムな位置に3つ生成する","ステータスUP + 必殺ワザ性能UP"
e,202512015,c_yuw_00601_savege02_yuw_Boss_Yellow_Normal_00000_ja,c_yuw_00601_savege02_yuw_Boss_Yellow_Normal_00000,ja,,
e,202512015,e_glo_00001_savage02_yuw_tank_Normal_Yellow_Normal_00000_ja,e_glo_00001_savage02_yuw_tank_Normal_Yellow_Normal_00000,ja,,
e,202512015,c_yuw_00201_savage02_yuw_support_Boss_Yellow_Normal_00000_ja,c_yuw_00201_savage02_yuw_support_Boss_Yellow_Normal_00000,ja,,
e,202512015,c_yuw_00601_savege02_yuw_Boss_Yellow_Appearance_00001_ja,c_yuw_00601_savege02_yuw_Boss_Yellow_Appearance_00001,ja,,
e,202512015,c_yuw_00201_savage02_yuw_support_Boss_Yellow_Appearance_00001_ja,c_yuw_00201_savage02_yuw_support_Boss_Yellow_Appearance_00001,ja,,
e,202512015,c_yuw_00601_savege02_yuw_Boss_Yellow_Special_00002_ja,c_yuw_00601_savege02_yuw_Boss_Yellow_Special_00002,ja,,
e,202512015,c_yuw_00201_savage02_yuw_support_Boss_Yellow_Special_00002_ja,c_yuw_00201_savage02_yuw_support_Boss_Yellow_Special_00002,ja,,
