ENABLE,id,release_key
e,event_yuw1_challenge01_00005,999999999
e,event_yuw1_challenge02_00001,999999999
e,event_yuw1_challenge03_00001,999999999
e,event_sur1_challenge01_00005,999999999
e,event_sur1_challenge02_00001,999999999
e,event_sur1_challenge03_00001,999999999
e,event_ron1_challenge01_00001,999999999
e,event_ron1_challenge02_00001,999999999
e,event_ron1_challenge03_00001,999999999
e,event_aha1_challenge01_00001,999999999
e,event_aha1_challenge02_00001,999999999
e,event_aha1_challenge03_00001,999999999
e,event_sum1_challenge01_00001,999999999
e,event_sum1_challenge02_00001,999999999
e,event_sum1_challenge03_00001,999999999
