ENABLE,id,mst_auto_player_sequence_id,mst_auto_player_sequence_set_id,bgm_asset_key,boss_bgm_asset_key,loop_background_asset_key,player_outpost_asset_key,mst_page_id,mst_enemy_outpost_id,mst_defense_target_id,boss_mst_enemy_stage_parameter_id,boss_count,normal_enemy_hp_coef,normal_enemy_attack_coef,normal_enemy_speed_coef,boss_enemy_hp_coef,boss_enemy_attack_coef,boss_enemy_speed_coef,release_key
e,event_yuw1_challenge01_00005,event_yuw1_challenge01_00005,event_yuw1_challenge01_00005,SSE_SBG_003_007,SSE_SBG_003_007,,,event_yuw1_challenge01_00005,event_yuw1_challenge01_00005,,1,,1,1,1,,,,999999999
e,event_yuw1_challenge02_00001,event_yuw1_challenge02_00001,event_yuw1_challenge02_00001,SSE_SBG_003_007,SSE_SBG_003_007,,,event_yuw1_challenge02_00001,event_yuw1_challenge02_00001,,c_yuw_00001_challenge_Boss_Green,1,1.5,1.2,1,,,,999999999
e,event_yuw1_challenge03_00001,event_yuw1_challenge03_00001,event_yuw1_challenge03_00001,SSE_SBG_003_007,SSE_SBG_003_007,,,event_yuw1_challenge03_00001,event_yuw1_challenge03_00001,,c_yuw_00201_savage_Boss_Green,1,2,1.5,1,10,1.5,,999999999
e,event_sur1_challenge01_00005,event_sur1_challenge01_00005,event_sur1_challenge01_00005,SSE_SBG_003_001,SSE_SBG_003_004,,,event_sur1_challenge01_00005,event_sur1_challenge01_00005,,1,,1,1,1,,,,999999999
e,event_sur1_challenge02_00001,event_sur1_challenge02_00001,event_sur1_challenge02_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_sur1_challenge02_00001,event_sur1_challenge02_00001,,e_sur_00101_general_Boss_Green,1,1.5,1.2,1,,,,999999999
e,event_sur1_challenge03_00001,event_sur1_challenge03_00001,event_sur1_challenge03_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_sur1_challenge03_00001,event_sur1_challenge03_00001,,e_sur_00001_general_Boss_Green,1,2,1.5,1,10,1.5,,999999999
e,event_ron1_challenge01_00001,event_ron1_challenge01_00001,event_ron1_challenge01_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_ron1_challenge01_00001,event_ron1_challenge01_00001,,1,,1,1,1,,,,999999999
e,event_ron1_challenge02_00001,event_ron1_challenge02_00001,event_ron1_challenge02_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_ron1_challenge02_00001,event_ron1_challenge02_00001,,e_glo_00101_general_n_Boss_Blue,1,1.5,1.2,1,,,,999999999
e,event_ron1_challenge03_00001,event_ron1_challenge03_00001,event_ron1_challenge03_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_ron1_challenge03_00001,event_ron1_challenge03_00001,,e_glo_00101_general_vh_Boss_Blue,1,2,1.5,1,10,1.5,,999999999
e,event_aha1_challenge01_00001,event_aha1_challenge01_00001,event_aha1_challenge01_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_aha1_challenge01_00001,event_aha1_challenge01_00001,,1,,1,1,1,,,,999999999
e,event_aha1_challenge02_00001,event_aha1_challenge02_00001,event_aha1_challenge02_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_aha1_challenge02_00001,event_aha1_challenge02_00001,,e_glo_00101_general_n_Boss_Colorless,1,1.5,1.2,1,,,,999999999
e,event_aha1_challenge03_00001,event_aha1_challenge03_00001,event_aha1_challenge03_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_aha1_challenge03_00001,event_aha1_challenge03_00001,,e_glo_00101_general_ori3_vh3_Boss_Colorless,1,2,1.5,1,10,1.5,,999999999
e,event_sum1_challenge01_00001,event_sum1_challenge01_00001,event_sum1_challenge01_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_sum1_challenge01_00001,event_sum1_challenge01_00001,,1,,1,1,1,,,,999999999
e,event_sum1_challenge02_00001,event_sum1_challenge02_00001,event_sum1_challenge02_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_sum1_challenge02_00001,event_sum1_challenge02_00001,,e_sum_00201_general_Boss_Blue,1,1.5,1.2,1,,,,999999999
e,event_sum1_challenge03_00001,event_sum1_challenge03_00001,event_sum1_challenge03_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_sum1_challenge03_00001,event_sum1_challenge03_00001,,e_sum_00001_general_Boss_Red,1,2,1.5,1,10,1.5,,999999999
