ENABLE,release_key,id,mst_in_game_id,language,result_tips,description
e,999999999,event_yuw1_challenge01_00005_ja,event_yuw1_challenge01_00005,ja,,
e,999999999,event_yuw1_challenge02_00001_ja,event_yuw1_challenge02_00001,ja,,
e,999999999,event_yuw1_challenge03_00001_ja,event_yuw1_challenge03_00001,ja,,
e,999999999,event_sur1_challenge01_00005_ja,event_sur1_challenge01_00005,ja,,
e,999999999,event_sur1_challenge02_00001_ja,event_sur1_challenge02_00001,ja,,
e,999999999,event_sur1_challenge03_00001_ja,event_sur1_challenge03_00001,ja,,
e,999999999,event_ron1_challenge01_00001_ja,event_ron1_challenge01_00001,ja,,
e,999999999,event_ron1_challenge02_00001_ja,event_ron1_challenge02_00001,ja,,
e,999999999,event_ron1_challenge03_00001_ja,event_ron1_challenge03_00001,ja,,
e,999999999,event_aha1_challenge01_00001_ja,event_aha1_challenge01_00001,ja,,
e,999999999,event_aha1_challenge02_00001_ja,event_aha1_challenge02_00001,ja,,
e,999999999,event_aha1_challenge03_00001_ja,event_aha1_challenge03_00001,ja,,
e,999999999,event_sum1_challenge01_00001_ja,event_sum1_challenge01_00001,ja,,
e,999999999,event_sum1_challenge02_00001_ja,event_sum1_challenge02_00001,ja,,
e,999999999,event_sum1_challenge03_00001_ja,event_sum1_challenge03_00001,ja,,
