ENABLE,id,hp,is_damage_invalidation,outpost_asset_key,artwork_asset_key,release_key
e,event_yuw1_challenge01_00005,80000,false,enemy_outpost_yuw_00001,event_yuw_0001,999999999
e,event_yuw1_challenge02_00001,100000,false,enemy_outpost_yuw_00001,event_yuw_0001,999999999
e,event_yuw1_challenge03_00001,150000,false,enemy_outpost_yuw_00001,event_yuw_0001,999999999
e,event_sur1_challenge01_00005,80000,false,enemy_outpost_sur_00001,event_sur_0001,999999999
e,event_sur1_challenge02_00001,100000,false,enemy_outpost_sur_00001,event_sur_0001,999999999
e,event_sur1_challenge03_00001,150000,false,enemy_outpost_sur_00001,event_sur_0001,999999999
e,event_ron1_challenge01_00001,80000,false,enemy_outpost_ron_00001,event_ron_0001,999999999
e,event_ron1_challenge02_00001,100000,false,enemy_outpost_ron_00001,event_ron_0001,999999999
e,event_ron1_challenge03_00001,150000,false,enemy_outpost_ron_00001,event_ron_0001,999999999
e,event_aha1_challenge01_00001,80000,false,enemy_outpost_aha_00001,event_aha_0001,999999999
e,event_aha1_challenge02_00001,100000,false,enemy_outpost_aha_00001,event_aha_0001,999999999
e,event_aha1_challenge03_00001,150000,false,enemy_outpost_aha_00001,event_aha_0001,999999999
e,event_sum1_challenge01_00001,80000,false,enemy_outpost_sum_00001,event_sum_0001,999999999
e,event_sum1_challenge02_00001,100000,false,enemy_outpost_sum_00001,event_sum_0001,999999999
e,event_sum1_challenge03_00001,150000,false,enemy_outpost_sum_00001,event_sum_0001,999999999
