シート名,id,sequence_set_id,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,last_boss_trigger,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value,release_key
6話,,event_jig1_charaget01_00006,,1,,ElapsedTime,500,SummonEnemy,e_jig_00601_jig1_charaget01_Boss_Colorless,,1,0,None,,None,,None,,None,,,TRUE,,Default,Normal,15,4.5,1,200,0,,None,,202601010
6話,,event_jig1_charaget01_00006,,2,,ElapsedTime,3500,SummonEnemy,e_jig_00301_jig1_charaget01_Normal_Green,,2,2000,None,,None,,None,,None,,,FALSE,,Default,Normal,30,3,1,100,0,,None,,202601010
6話,,event_jig1_charaget01_00006,,3,,ElapsedTime,2000,SummonEnemy,e_jig_00001_jig1_charaget01_Normal_Colorless,,2,2000,None,,None,,None,,None,,,FALSE,,Default,Normal,80,1.5,1,50,0,,None,,202601010
6話,,event_jig1_charaget01_00006,,4,,ElapsedTime,800,SummonEnemy,e_jig_00401_jig1_charaget01_Normal_Green,,2,50,None,,None,,None,,None,,,FALSE,,Default,Normal,10,2,1,100,0,,None,,202601010
6話,,event_jig1_charaget01_00006,,5,,ElapsedTime,200,SummonEnemy,e_jig_00402_jig1_charaget01_Normal_Colorless,,1,50,None,,None,,None,,None,,,FALSE,,Default,Normal,40,1,1,100,0,,None,,202601010
6話,,event_jig1_charaget01_00006,,6,,ElapsedTime,2700,SummonEnemy,e_jig_00401_jig1_charaget01_Normal_Green,,3,50,None,,None,,None,,None,,,FALSE,,Default,Normal,10,2,1,50,0,,None,,202601010
6話,,event_jig1_charaget01_00006,,7,,ElapsedTime,3500,SummonEnemy,e_jig_00402_jig1_charaget01_Normal_Colorless,,3,50,None,,None,,None,,None,,,FALSE,,Default,Normal,40,1,1,50,0,,None,,202601010
6話,,event_jig1_charaget01_00006,,8,,ElapsedTime,4500,SummonEnemy,e_jig_00401_jig1_charaget01_Normal_Green,,10,500,None,,None,,None,,None,,,FALSE,,Default,Normal,10,2,1,50,0,,None,,202601010
5話,,event_jig1_charaget01_00005,,1,,InitialSummon,0,SummonEnemy,e_jig_00601_jig1_charaget01_Boss_Colorless,,1,0,None,0.7,Damage,1,None,,None,,,TRUE,,Default,Normal,12,4.5,1,200,0,,None,,202601010
5話,,event_jig1_charaget01_00005,,2,,ElapsedTime,2500,SummonEnemy,e_jig_00301_jig1_charaget01_Normal_Green,,2,2000,None,,None,,None,,None,,,FALSE,,Default,Normal,23,3,1,100,0,,None,,202601010
