ENABLE,release_key,id,mst_unit_id,unit_grade,attack_kind,killer_colors,killer_percentage,action_frames,attack_delay,next_attack_interval,asset_key
e,202603010,chara_hut_00001_Normal_00000,chara_hut_00001,0,Normal,,,74,8,150,
e,202603010,chara_hut_00001_Special_00001,chara_hut_00001,1,Special,,,140,44,0,
e,202603010,chara_hut_00001_Special_00002,chara_hut_00001,2,Special,,,140,44,0,
e,202603010,chara_hut_00001_Special_00003,chara_hut_00001,3,Special,,,140,44,0,
e,202603010,chara_hut_00001_Special_00004,chara_hut_00001,4,Special,,,140,44,0,
e,202603010,chara_hut_00001_Special_00005,chara_hut_00001,5,Special,,,140,44,0,
e,202603010,chara_hut_00201_Normal_00000,chara_hut_00201,0,Normal,,,60,17,150,
e,202603010,chara_hut_00201_Special_00001,chara_hut_00201,1,Special,,,142,0,0,
e,202603010,chara_hut_00201_Special_00002,chara_hut_00201,2,Special,,,142,0,0,
e,202603010,chara_hut_00201_Special_00003,chara_hut_00201,3,Special,,,142,0,0,
e,202603010,chara_hut_00201_Special_00004,chara_hut_00201,4,Special,,,142,0,0,
e,202603010,chara_hut_00201_Special_00005,chara_hut_00201,5,Special,,,142,0,0,
e,202603010,chara_hut_00301_Normal_00000,chara_hut_00301,0,Normal,,,67,17,100,
e,202603010,chara_hut_00301_Special_00001,chara_hut_00301,1,Special,,,121,0,0,
e,202603010,chara_hut_00301_Special_00002,chara_hut_00301,2,Special,,,121,0,0,
e,202603010,chara_hut_00301_Special_00003,chara_hut_00301,3,Special,,,121,0,0,
e,202603010,chara_hut_00301_Special_00004,chara_hut_00301,4,Special,,,121,0,0,
e,202603010,chara_hut_00301_Special_00005,chara_hut_00301,5,Special,,,121,0,0,
e,202603010,chara_hut_00101_Normal_00000,chara_hut_00101,0,Normal,,,79,38,90,
e,202603010,chara_hut_00101_Special_00001,chara_hut_00101,1,Special,,,129,0,0,
e,202603010,chara_hut_00101_Special_00002,chara_hut_00101,2,Special,,,129,0,0,
e,202603010,chara_hut_00101_Special_00003,chara_hut_00101,3,Special,,,129,0,0,
e,202603010,chara_hut_00101_Special_00004,chara_hut_00101,4,Special,,,129,0,0,
e,202603010,chara_hut_00101_Special_00005,chara_hut_00101,5,Special,,,129,0,0,
e,202603010,c_hut_00001_hut1_1d1c_Normal_Colorless_Normal_00000,c_hut_00001_hut1_1d1c_Normal_Colorless,0,Normal,,,74,8,60,
e,202603010,c_hut_00001_hut1_1d1c_Normal_Colorless_Special_00001,c_hut_00001_hut1_1d1c_Normal_Colorless,0,Special,,,140,0,0,
