ENABLE,id,mst_pack_id,resource_type,resource_id,resource_amount,is_bonus,display_order,release_key
e,191,event_item_pack_25,Unit,chara_spy_00101,1,,6,202603010
e,192,event_item_pack_25,Item,ticket_glo_00003,1,,5,202603010
e,193,event_item_pack_25,Item,memory_glo_00004,750,,4,202603010
e,194,event_item_pack_25,Item,memoryfragment_glo_00001,50,,3,202603010
e,195,event_item_pack_25,Item,memoryfragment_glo_00002,30,,2,202603010
e,196,event_item_pack_25,Coin,,15000,1,1,202603010
e,197,event_item_pack_26,Unit,chara_dan_00002,1,,6,202603010
e,198,event_item_pack_26,Item,ticket_glo_00003,1,,5,202603010
e,199,event_item_pack_26,Item,memory_glo_00003,750,,4,202603010
e,200,event_item_pack_26,Item,memoryfragment_glo_00001,50,,3,202603010
e,201,event_item_pack_26,Item,memoryfragment_glo_00002,30,,2,202603010
e,202,event_item_pack_26,Coin,,15000,1,1,202603010
e,203,event_item_pack_27,Unit,chara_chi_00002,1,,6,202603010
e,204,event_item_pack_27,Item,ticket_glo_00003,1,,5,202603010
e,205,event_item_pack_27,Item,memory_glo_00004,750,,4,202603010
e,206,event_item_pack_27,Item,memoryfragment_glo_00001,50,,3,202603010
e,207,event_item_pack_27,Item,memoryfragment_glo_00002,30,,2,202603010
e,208,event_item_pack_27,Coin,,15000,1,1,202603010
e,209,event_item_pack_28,Unit,chara_kai_00002,1,,6,202603010
e,210,event_item_pack_28,Item,ticket_glo_00003,1,,5,202603010
e,211,event_item_pack_28,Item,memory_glo_00005,750,,4,202603010
e,212,event_item_pack_28,Item,memoryfragment_glo_00001,50,,3,202603010
e,213,event_item_pack_28,Item,memoryfragment_glo_00002,30,,2,202603010
e,214,event_item_pack_28,Coin,,15000,1,1,202603010
e,215,event_item_pack_29,Unit,chara_jig_00001,1,,6,202603010
e,216,event_item_pack_29,Item,ticket_glo_00003,1,,5,202603010
e,217,event_item_pack_29,Item,memory_glo_00002,750,,4,202603010
e,218,event_item_pack_29,Item,memoryfragment_glo_00001,50,,3,202603010
e,219,event_item_pack_29,Item,memoryfragment_glo_00002,30,,2,202603010
e,220,event_item_pack_29,Coin,,15000,1,1,202603010
e,221,event_item_pack_30,Item,stamina_item_glo_00001,10,,1,202603010
e,222,event_item_pack_31,Item,stamina_item_glo_00001,20,,5,202603010
e,223,event_item_pack_31,Item,memoryfragment_glo_00001,50,,4,202603010
e,224,event_item_pack_31,Item,memoryfragment_glo_00002,30,,3,202603010
e,225,event_item_pack_31,Item,memoryfragment_glo_00003,3,,2,202603010
e,226,event_item_pack_31,Coin,,20000,1,1,202603010
e,236,event_item_pack_33,Item,memoryfragment_glo_00001,50,,4,202603010
e,237,event_item_pack_33,Item,memoryfragment_glo_00002,30,,3,202603010
e,238,event_item_pack_33,Item,memoryfragment_glo_00003,3,,2,202603010
e,239,event_item_pack_33,Item,ticket_glo_00003,10,,1,202603010
e,240,event_item_pack_34,Item,memory_glo_00001,1500,,9,202603010
e,241,event_item_pack_34,Item,memory_glo_00002,1500,,8,202603010
e,242,event_item_pack_34,Item,memory_glo_00003,1500,,7,202603010
e,243,event_item_pack_34,Item,memory_glo_00004,1500,,6,202603010
e,244,event_item_pack_34,Item,memory_glo_00005,1500,,5,202603010
e,245,event_item_pack_34,Item,memoryfragment_glo_00001,50,,4,202603010
e,246,event_item_pack_34,Item,memoryfragment_glo_00002,30,,3,202603010
e,247,event_item_pack_34,Item,memoryfragment_glo_00003,3,,2,202603010
e,248,event_item_pack_34,Coin,,30000,1,1,202603010
