ENABLE,id,group_id,resource_type,resource_id,resource_amount,weight,pickup,release_key
e,Pickup_hut_001_1,Pickup_hut_001,Unit,chara_hut_00001,1,702,1,202603010
e,Pickup_hut_001_2,Pickup_hut_001,Unit,chara_spy_00101,1,162,0,202603010
e,Pickup_hut_001_3,Pickup_hut_001,Unit,chara_spy_00201,1,162,0,202603010
e,Pickup_hut_001_4,Pickup_hut_001,Unit,chara_spy_00001,1,162,0,202603010
e,Pickup_hut_001_5,Pickup_hut_001,Unit,chara_dan_00002,1,162,0,202603010
e,Pickup_hut_001_6,Pickup_hut_001,Unit,chara_gom_00001,1,162,0,202603010
e,Pickup_hut_001_7,Pickup_hut_001,Unit,chara_chi_00002,1,162,0,202603010
e,Pickup_hut_001_8,Pickup_hut_001,Unit,chara_kai_00002,1,162,0,202603010
e,Pickup_hut_001_9,Pickup_hut_001,Unit,chara_yuw_00001,1,162,0,202603010
e,Pickup_hut_001_10,Pickup_hut_001,Unit,chara_yuw_00101,1,162,0,202603010
e,Pickup_hut_001_11,Pickup_hut_001,Unit,chara_sur_00101,1,162,0,202603010
e,Pickup_hut_001_12,Pickup_hut_001,Unit,chara_jig_00001,1,162,0,202603010
e,Pickup_hut_001_13,Pickup_hut_001,Unit,chara_mag_00001,1,162,0,202603010
e,Pickup_hut_001_14,Pickup_hut_001,Unit,chara_sum_00101,1,162,0,202603010
e,Pickup_hut_001_15,Pickup_hut_001,Unit,chara_hut_00101,1,1404,1,202603010
e,Pickup_hut_001_16,Pickup_hut_001,Unit,chara_dan_00101,1,884,0,202603010
e,Pickup_hut_001_17,Pickup_hut_001,Unit,chara_chi_00201,1,884,0,202603010
e,Pickup_hut_001_18,Pickup_hut_001,Unit,chara_chi_00301,1,884,0,202603010
e,Pickup_hut_001_19,Pickup_hut_001,Unit,chara_kai_00301,1,884,0,202603010
e,Pickup_hut_001_20,Pickup_hut_001,Unit,chara_ron_00001,1,884,0,202603010
e,Pickup_hut_001_21,Pickup_hut_001,Unit,chara_aha_00101,1,884,0,202603010
e,Pickup_hut_001_22,Pickup_hut_001,Unit,chara_jig_00101,1,884,0,202603010
e,Pickup_hut_001_23,Pickup_hut_001,Unit,chara_dos_00001,1,884,0,202603010
e,Pickup_hut_001_24,Pickup_hut_001,Unit,chara_dos_00101,1,884,0,202603010
e,Pickup_hut_001_25,Pickup_hut_001,Unit,chara_gom_00101,1,3276,0,202603010
e,Pickup_hut_001_26,Pickup_hut_001,Unit,chara_bat_00001,1,3276,0,202603010
e,Pickup_hut_001_27,Pickup_hut_001,Unit,chara_bat_00101,1,3276,0,202603010
e,Pickup_hut_001_28,Pickup_hut_001,Unit,chara_kai_00101,1,3276,0,202603010
e,Pickup_hut_001_29,Pickup_hut_001,Unit,chara_sur_00201,1,3276,0,202603010
e,Pickup_hut_001_30,Pickup_hut_001,Unit,chara_sur_00301,1,3276,0,202603010
e,Pickup_hut_001_31,Pickup_hut_001,Unit,chara_aha_00001,1,3276,0,202603010
e,Pickup_hut_001_32,Pickup_hut_001,Unit,chara_jig_00301,1,3276,0,202603010
e,Pickup_hut_001_33,Pickup_hut_001,Unit,chara_mag_00101,1,3276,0,202603010
e,Pickup_hut_001_34,Pickup_hut_001,Unit,chara_sum_00201,1,3276,0,202603010
e,Pickup_hut_001_35,Pickup_hut_001,Unit,chara_aka_00001,1,5408,0,202603010
e,Pickup_hut_001_36,Pickup_hut_001,Unit,chara_aka_00101,1,5408,0,202603010
e,Pickup_hut_001_37,Pickup_hut_001,Unit,chara_rik_00001,1,5408,0,202603010
e,Pickup_hut_001_38,Pickup_hut_001,Unit,chara_ron_00101,1,5408,0,202603010
e,Pickup_hut_001_39,Pickup_hut_001,Unit,chara_dan_00001,1,5408,0,202603010
e,Pickup_hut_001_40,Pickup_hut_001,Unit,chara_chi_00001,1,5408,0,202603010
e,Pickup_hut_001_41,Pickup_hut_001,Unit,chara_kai_00001,1,5408,0,202603010
e,Pickup_hut_001_42,Pickup_hut_001,Unit,chara_sur_00001,1,5408,0,202603010
e,Pickup_hut_001_43,Pickup_hut_001,Unit,chara_sum_00001,1,5408,0,202603010
e,fixd_Pickup_hut_001_1,fixd_Pickup_hut_001,Unit,chara_hut_00001,1,1755,1,202603010
e,fixd_Pickup_hut_001_2,fixd_Pickup_hut_001,Unit,chara_spy_00101,1,405,0,202603010
e,fixd_Pickup_hut_001_3,fixd_Pickup_hut_001,Unit,chara_spy_00201,1,405,0,202603010
e,fixd_Pickup_hut_001_4,fixd_Pickup_hut_001,Unit,chara_spy_00001,1,405,0,202603010
