ENABLE,id,hp,is_damage_invalidation,outpost_asset_key,artwork_asset_key,release_key
e,event_hut1_1day_00001,500,,,event_hut_0001,202603010
e,event_hut1_charaget01_00001,15000,,,event_hut_0001,202603010
e,event_hut1_charaget01_00002,25000,,,event_hut_0001,202603010
e,event_hut1_charaget01_00003,30000,,,event_hut_0001,202603010
e,event_hut1_charaget01_00004,45000,,,event_hut_0001,202603010
e,event_hut1_charaget02_00001,25000,,,event_hut_0002,202603010
e,event_hut1_charaget02_00002,25000,,,event_hut_0002,202603010
e,event_hut1_charaget02_00003,30000,,,event_hut_0002,202603010
e,event_hut1_charaget02_00004,30000,,,event_hut_0002,202603010
e,event_hut1_charaget02_00005,40000,,,event_hut_0002,202603010
e,event_hut1_charaget02_00006,45000,,,event_hut_0002,202603010
e,event_hut1_challenge_00001,30000,,,event_hut_0001,202603010
e,event_hut1_challenge_00002,40000,,,event_hut_0001,202603010
e,event_hut1_challenge_00003,60000,,,event_hut_0001,202603010
e,event_hut1_challenge_00004,80000,,,event_hut_0001,202603010
e,event_hut1_savage_00001,120000,,,event_hut_0001,202603010
e,event_hut1_savage_00002,150000,,,event_hut_0001,202603010
e,event_hut1_savage_00003,200000,,,event_hut_0001,202603010
e,raid_hut1_00001,1000000,1,,event_hut_0002,202603010
