ENABLE,release_key,id,mst_in_game_id,language,result_tips,description
e,202603010,pvp_hut_01_ja,pvp_hut_01,ja,,
e,202603010,pvp_hut_02_ja,pvp_hut_02,ja,,
e,202603010,event_hut1_1day_00001_ja,event_hut1_1day_00001,ja,キャラを強化してみよう!,"【特別ギミック】\n永続で、『ふつうの軽音部』作品の味方キャラの体力・攻撃ステータスを20%UP\n\n【属性情報】\n無属性の『ひたむきギタリスト 鳩野 ちひろ』と『鷹見 項希』が登場するぞ!\n\n毎日1回クエストをクリアして、「コイン」をたくさんGETしよう!                                                                                                                                                                                                                                                                                                       "
e,202603010,event_hut1_charaget01_00001_ja,event_hut1_charaget01_00001,ja,キャラを強化してみよう!,"【特別ギミック】\n永続で、『ふつうの軽音部』作品の味方キャラの体力・攻撃ステータスを20%UP\n\n【属性情報】\n青属性の敵が登場するので黄属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\n敵が多く出現しているぞ!\n必殺ワザで範囲攻撃ができるキャラを編成しよう!"
e,202603010,event_hut1_charaget01_00002_ja,event_hut1_charaget01_00002,ja,キャラを強化してみよう!,"【特別ギミック】\n永続で、『ふつうの軽音部』作品の味方キャラの体力・攻撃ステータスを20%UP\n\n【属性情報】\n青属性の敵が登場するので黄属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\n時間経過で強敵の『幸山 厘』が登場するぞ!\n敵が多く出現しているぞ!\n必殺ワザで範囲攻撃ができるキャラを編成しよう!\n敵全体の攻撃UPをしてくる敵が登場するぞ!"
e,202603010,event_hut1_charaget01_00003_ja,event_hut1_charaget01_00003,ja,範囲攻撃が得意なキャラを編成してみよう!,"【特別ギミック】\n永続で、『ふつうの軽音部』作品の味方キャラの体力・攻撃ステータスを20%UP\n\n【属性情報】\n青属性の敵が登場するので黄属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\n時間経過で強敵の『内田 桃』と『藤井 彩目』が登場するぞ!\n敵が多く出現しているぞ!\n必殺ワザで範囲攻撃ができるキャラを編成しよう!\n敵全体の攻撃UPをしてくる敵が登場するぞ!"
e,202603010,event_hut1_charaget01_00004_ja,event_hut1_charaget01_00004,ja,範囲攻撃が得意なキャラを編成してみよう!,"【特別ギミック】\n永続で、『ふつうの軽音部』作品の味方キャラの体力・攻撃ステータスを20%UP\n\n【属性情報】\n青属性の敵が登場するので黄属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\n時間経過で強敵の『内田 桃』と『幸山 厘』が登場するぞ!\n敵が多く出現しているぞ!\n必殺ワザで範囲攻撃ができるキャラを編成しよう!\n敵全体の攻撃UPをしてくる敵が登場するぞ!"
e,202603010,event_hut1_charaget02_00001_ja,event_hut1_charaget02_00001,ja,キャラを強化してみよう!,"【特別ギミック】\n永続で、『ふつうの軽音部』作品の味方キャラの体力・攻撃ステータスを20%UP\n\n【属性情報】\n黄属性の敵が登場するので緑属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\n敵全体の攻撃UPをしてくる敵が登場するぞ!"
e,202603010,event_hut1_charaget02_00002_ja,event_hut1_charaget02_00002,ja,キャラを強化してみよう!,"【特別ギミック】\n永続で、『ふつうの軽音部』作品の味方キャラの体力・攻撃ステータスを20%UP\n\n【属性情報】\n黄属性の敵が登場するので緑属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\nファントムゲートHPを削ると強敵の『ひたむきギタリスト 鳩野 ちひろ』が登場するぞ!\nファントムゲートのHPを削るタイミングに気をつけよう!\n敵全体の攻撃UPをしてくる敵が登場するぞ!\nスタン攻撃をしてくる敵が登場するぞ!\n特性でスタン攻撃無効化を持っているキャラを編成しよう!"
e,202603010,event_hut1_charaget02_00003_ja,event_hut1_charaget02_00003,ja,緑属性のキャラを編成してみよう!,"【特別ギミック】\n永続で、『ふつうの軽音部』作品の味方キャラの体力・攻撃ステータスを20%UP\n\n【属性情報】\n黄属性の敵が登場するので緑属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\nスタン攻撃をしてくる敵が登場するぞ!\n特性でスタン攻撃無効化を持っているキャラを編成しよう!"
e,202603010,event_hut1_charaget02_00004_ja,event_hut1_charaget02_00004,ja,緑属性のキャラを編成してみよう!,"【特別ギミック】\n永続で、『ふつうの軽音部』作品の味方キャラの体力・攻撃ステータスを20%UP\n\n【属性情報】\n黄属性の敵が登場するので緑属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\nファントムゲートHPを削ると強敵の『ひたむきギタリスト 鳩野 ちひろ』が登場するぞ!\nファントムゲートのHPを削るタイミングに気をつけよう!\nスタン攻撃をしてくる敵が登場するぞ!\n特性でスタン攻撃無効化を持っているキャラを編成しよう!"
e,202603010,event_hut1_charaget02_00005_ja,event_hut1_charaget02_00005,ja,スタン攻撃無効化を持っているキャラを強化して編成してみよう!,"【特別ギミック】\n永続で、『ふつうの軽音部』作品の味方キャラの体力・攻撃ステータスを20%UP\n\n【属性情報】\n黄属性の敵が登場するので緑属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\nスタン攻撃をしてくる敵が登場するぞ!\n特性でスタン攻撃無効化を持っているキャラを編成しよう!"
