ENABLE,id,release_key
e,pvp_hut_01,202603010
e,pvp_hut_02,202603010
e,event_hut1_1day_00001,202603010
e,event_hut1_charaget01_00001,202603010
e,event_hut1_charaget01_00002,202603010
e,event_hut1_charaget01_00003,202603010
e,event_hut1_charaget01_00004,202603010
e,event_hut1_charaget02_00001,202603010
e,event_hut1_charaget02_00002,202603010
e,event_hut1_charaget02_00003,202603010
e,event_hut1_charaget02_00004,202603010
e,event_hut1_charaget02_00005,202603010
e,event_hut1_charaget02_00006,202603010
e,event_hut1_challenge_00001,202603010
e,event_hut1_challenge_00002,202603010
e,event_hut1_challenge_00003,202603010
e,event_hut1_challenge_00004,202603010
e,event_hut1_savage_00001,202603010
e,event_hut1_savage_00002,202603010
e,event_hut1_savage_00003,202603010
e,raid_hut1_00001,202603010
