ENABLE,id,content_type,target_id,rule_type,rule_value,start_at,end_at,release_key
e,event_hut1_charaget01_00001_1,Stage,event_hut1_charaget01_00001,UnitStatus,quest_event_hut1_Hp,"2026-03-02 15:00:00","2026-04-03 10:59:59",202603010
e,event_hut1_charaget01_00001_2,Stage,event_hut1_charaget01_00001,UnitStatus,quest_event_hut1_AttackPower,"2026-03-02 15:00:00","2026-04-03 10:59:59",202603010
e,event_hut1_charaget01_00002_1,Stage,event_hut1_charaget01_00002,UnitStatus,quest_event_hut1_Hp,"2026-03-02 15:00:00","2026-04-03 10:59:59",202603010
e,event_hut1_charaget01_00002_2,Stage,event_hut1_charaget01_00002,UnitStatus,quest_event_hut1_AttackPower,"2026-03-02 15:00:00","2026-04-03 10:59:59",202603010
e,event_hut1_charaget01_00003_1,Stage,event_hut1_charaget01_00003,UnitStatus,quest_event_hut1_Hp,"2026-03-02 15:00:00","2026-04-03 10:59:59",202603010
e,event_hut1_charaget01_00003_2,Stage,event_hut1_charaget01_00003,UnitStatus,quest_event_hut1_AttackPower,"2026-03-02 15:00:00","2026-04-03 10:59:59",202603010
e,event_hut1_charaget01_00004_1,Stage,event_hut1_charaget01_00004,UnitStatus,quest_event_hut1_Hp,"2026-03-02 15:00:00","2026-04-03 10:59:59",202603010
e,event_hut1_charaget01_00004_2,Stage,event_hut1_charaget01_00004,UnitStatus,quest_event_hut1_AttackPower,"2026-03-02 15:00:00","2026-04-03 10:59:59",202603010
e,event_hut1_charaget02_00001_1,Stage,event_hut1_charaget02_00001,UnitStatus,quest_event_hut1_Hp,"2026-03-05 15:00:00","2026-04-03 10:59:59",202603010
e,event_hut1_charaget02_00001_2,Stage,event_hut1_charaget02_00001,UnitStatus,quest_event_hut1_AttackPower,"2026-03-05 15:00:00","2026-04-03 10:59:59",202603010
e,event_hut1_charaget02_00002_1,Stage,event_hut1_charaget02_00002,UnitStatus,quest_event_hut1_Hp,"2026-03-05 15:00:00","2026-04-03 10:59:59",202603010
e,event_hut1_charaget02_00002_2,Stage,event_hut1_charaget02_00002,UnitStatus,quest_event_hut1_AttackPower,"2026-03-05 15:00:00","2026-04-03 10:59:59",202603010
e,event_hut1_charaget02_00003_1,Stage,event_hut1_charaget02_00003,UnitStatus,quest_event_hut1_Hp,"2026-03-05 15:00:00","2026-04-03 10:59:59",202603010
