ENABLE,id,sequence_set_id,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,last_boss_trigger,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value,release_key
e,event_hut1_1day_00001_1,event_hut1_1day_00001,,1,,ElapsedTime,500,SummonEnemy,c_hut_00001_hut1_1d1c_Normal_Colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,1,0.5,1,,0,,None,,202603010
e,event_hut1_1day_00001_2,event_hut1_1day_00001,,2,,ElapsedTime,2000,SummonEnemy,e_hut_00001_hut1_1d1c_Normal_Colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,1,0.5,1,,0,,None,,202603010
e,event_hut1_charaget01_00001_1,event_hut1_charaget01_00001,,1,,ElapsedTime,1000,SummonEnemy,c_hut_00001_hut1_charaget01_Normal_Colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,1.5,0.7,1,200,0,,None,,202603010
e,event_hut1_charaget01_00001_2,event_hut1_charaget01_00001,,2,,InitialSummon,0,SummonEnemy,e_glo_00001_hut1_charaget01_Normal_Blue,,1,0,None,0.7,Damage,1,None,,None,,,,,Default,Normal,4,1.5,1,70,0,,None,,202603010
e,event_hut1_charaget01_00001_3,event_hut1_charaget01_00001,,3,,InitialSummon,0,SummonEnemy,e_glo_00001_hut1_charaget01_Normal_Blue,,1,0,None,0.6,Damage,1,None,,None,,,,,Default,Normal,4,1.5,1,70,0,,None,,202603010
e,event_hut1_charaget01_00001_4,event_hut1_charaget01_00001,,4,,InitialSummon,0,SummonEnemy,e_glo_00001_hut1_charaget01_Normal_Blue,,1,0,None,1.7,Damage,1,None,,None,,,,,Default,Normal,4,1.5,1,70,0,,None,,202603010
e,event_hut1_charaget01_00001_5,event_hut1_charaget01_00001,,5,,InitialSummon,0,SummonEnemy,e_glo_00001_hut1_charaget01_Normal_Blue,,1,0,None,1.6,Damage,1,None,,None,,,,,Default,Normal,4,1.5,1,70,0,,None,,202603010
e,event_hut1_charaget01_00002_1,event_hut1_charaget01_00002,,1,,ElapsedTime,1500,SummonEnemy,c_hut_00101_hut1_charaget01_Boss_Colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,5,2,1,200,0,,None,,202603010
e,event_hut1_charaget01_00002_2,event_hut1_charaget01_00002,,2,,InitialSummon,0,SummonEnemy,c_hut_00001_hut1_charaget01_Normal_Colorless,,1,0,None,1.7,Damage,1,None,,None,,,,,Default,Normal,1.5,1,1,200,0,,None,,202603010
e,event_hut1_charaget01_00002_3,event_hut1_charaget01_00002,,3,,InitialSummon,0,SummonEnemy,e_glo_00001_hut1_charaget01_Normal_Blue,,1,0,None,0.7,Damage,1,None,,None,,,,,Default,Normal,2,1.3,1,70,0,,None,,202603010
