ENABLE,id,release_key,mst_mission_event_daily_bonus_schedule_id,login_day_count,mst_mission_reward_group_id,sort_order,備考
e,event_hut_00001_daily_bonus_01,202603010,event_hut_00001_daily_bonus,1,event_hut_00001_daily_bonus_01,1,ピックアップガシャチケット
e,event_hut_00001_daily_bonus_02,202603010,event_hut_00001_daily_bonus,2,event_hut_00001_daily_bonus_02,1,コイン
e,event_hut_00001_daily_bonus_03,202603010,event_hut_00001_daily_bonus,3,event_hut_00001_daily_bonus_03,1,プリズム
e,event_hut_00001_daily_bonus_04,202603010,event_hut_00001_daily_bonus,4,event_hut_00001_daily_bonus_04,1,メモリーフラグメント・初級
e,event_hut_00001_daily_bonus_05,202603010,event_hut_00001_daily_bonus,5,event_hut_00001_daily_bonus_05,1,メモリーフラグメント・中級
e,event_hut_00001_daily_bonus_06,202603010,event_hut_00001_daily_bonus,6,event_hut_00001_daily_bonus_06,1,カラーメモリー・ブルー
e,event_hut_00001_daily_bonus_07,202603010,event_hut_00001_daily_bonus,7,event_hut_00001_daily_bonus_07,1,スペシャルガシャチケット
e,event_hut_00001_daily_bonus_08,202603010,event_hut_00001_daily_bonus,8,event_hut_00001_daily_bonus_08,1,コイン
e,event_hut_00001_daily_bonus_09,202603010,event_hut_00001_daily_bonus,9,event_hut_00001_daily_bonus_09,1,プリズム
e,event_hut_00001_daily_bonus_10,202603010,event_hut_00001_daily_bonus,10,event_hut_00001_daily_bonus_10,1,メモリーフラグメント・初級
e,event_hut_00001_daily_bonus_11,202603010,event_hut_00001_daily_bonus,11,event_hut_00001_daily_bonus_11,1,カラーメモリー・グリーン
e,event_hut_00001_daily_bonus_12,202603010,event_hut_00001_daily_bonus,12,event_hut_00001_daily_bonus_12,1,コイン
e,event_hut_00001_daily_bonus_13,202603010,event_hut_00001_daily_bonus,13,event_hut_00001_daily_bonus_13,1,ピックアップガシャチケット
e,event_hut_00001_daily_bonus_14,202603010,event_hut_00001_daily_bonus,14,event_hut_00001_daily_bonus_14,1,スペシャルガシャチケット
e,event_hut_00002_daily_bonus_01,202603010,event_hut_00002_daily_bonus,1,event_hut_00002_daily_bonus_01,1,ピックアップガシャチケット
e,event_hut_00002_daily_bonus_02,202603010,event_hut_00002_daily_bonus,2,event_hut_00002_daily_bonus_02,1,コイン
e,event_hut_00002_daily_bonus_03,202603010,event_hut_00002_daily_bonus,3,event_hut_00002_daily_bonus_03,1,プリズム
e,event_hut_00002_daily_bonus_04,202603010,event_hut_00002_daily_bonus,4,event_hut_00002_daily_bonus_04,1,メモリーフラグメント・初級
e,event_hut_00002_daily_bonus_05,202603010,event_hut_00002_daily_bonus,5,event_hut_00002_daily_bonus_05,1,メモリーフラグメント・中級
e,event_hut_00002_daily_bonus_06,202603010,event_hut_00002_daily_bonus,6,event_hut_00002_daily_bonus_06,1,プリズム
e,event_hut_00002_daily_bonus_07,202603010,event_hut_00002_daily_bonus,7,event_hut_00002_daily_bonus_07,1,プリズム
e,event_hut_00002_daily_bonus_08,202603010,event_hut_00002_daily_bonus,8,event_hut_00002_daily_bonus_08,1,プリズム
e,event_hut_00002_daily_bonus_09,202603010,event_hut_00002_daily_bonus,9,event_hut_00002_daily_bonus_09,1,プリズム
