ENABLE,release_key,id,mst_attack_id,language,description,grade_description
e,202603010,chara_hut_00001_Normal_00000_ja,chara_hut_00001_Normal_00000,ja,,
e,202603010,chara_hut_00001_Special_00001_ja,chara_hut_00001_Special_00001,ja,"敵複数体に自身の攻撃ステータスの{chara_hut_00001_Special_00001_power_parameter}%のダメージ + 攻撃がヒットした場合、敵を小ノックバック + 召喚されている『ふつうの軽音部』作品の味方と自身の攻撃を{chara_hut_00001_Special_00001a_effective_duration}秒間、{chara_hut_00001_Special_00001a_effect_parameter}%UP",
e,202603010,chara_hut_00001_Special_00002_ja,chara_hut_00001_Special_00002,ja,"敵複数体に自身の攻撃ステータスの{chara_hut_00001_Special_00002_power_parameter}%のダメージ + 攻撃がヒットした場合、敵を小ノックバック + 召喚されている『ふつうの軽音部』作品の味方と自身の攻撃を{chara_hut_00001_Special_00002a_effective_duration}秒間、{chara_hut_00001_Special_00002a_effect_parameter}%UP","ステータスUP + 必殺ワザ性能UP"
e,202603010,chara_hut_00001_Special_00003_ja,chara_hut_00001_Special_00003,ja,"敵複数体に自身の攻撃ステータスの{chara_hut_00001_Special_00003_power_parameter}%のダメージ + 攻撃がヒットした場合、敵を中ノックバック + 召喚されている『ふつうの軽音部』作品の味方と自身の攻撃を{chara_hut_00001_Special_00003a_effective_duration}秒間、{chara_hut_00001_Special_00003a_effect_parameter}%UP","ステータスUP + 必殺ワザ性能UP"
e,202603010,chara_hut_00001_Special_00004_ja,chara_hut_00001_Special_00004,ja,"敵複数体に自身の攻撃ステータスの{chara_hut_00001_Special_00004_power_parameter}%のダメージ + 攻撃がヒットした場合、敵を中ノックバック + 召喚されている『ふつうの軽音部』作品の味方と自身の攻撃を{chara_hut_00001_Special_00004a_effective_duration}秒間、{chara_hut_00001_Special_00004a_effect_parameter}%UP","ステータスUP + 必殺ワザ性能UP"
e,202603010,chara_hut_00001_Special_00005_ja,chara_hut_00001_Special_00005,ja,"敵複数体に自身の攻撃ステータスの{chara_hut_00001_Special_00005_power_parameter}%のダメージ + 攻撃がヒットした場合、敵を中ノックバック + 召喚されている『ふつうの軽音部』作品の味方と自身の攻撃を{chara_hut_00001_Special_00005a_effective_duration}秒間、{chara_hut_00001_Special_00005a_effect_parameter}%UP","ステータスUP + 必殺ワザ性能UP"
e,202603010,chara_hut_00201_Normal_00000_ja,chara_hut_00201_Normal_00000,ja,,
e,202603010,chara_hut_00201_Special_00001_ja,chara_hut_00201_Special_00001,ja,"敵複数体に最大3回の連続攻撃(自身の攻撃ステータスの最大63%ダメージ) + 1回目の攻撃がヒットした場合、敵を1秒間、スタン状態にする",
e,202603010,chara_hut_00201_Special_00002_ja,chara_hut_00201_Special_00002,ja,"敵複数体に最大3回の連続攻撃(自身の攻撃ステータスの最大72%ダメージ) + 1回目の攻撃がヒットした場合、敵を1秒間、スタン状態にする","ステータスUP + 必殺ワザ性能UP"
e,202603010,chara_hut_00201_Special_00003_ja,chara_hut_00201_Special_00003,ja,"敵複数体に最大3回の連続攻撃(自身の攻撃ステータスの最大78%ダメージ) + 1回目の攻撃がヒットした場合、敵を1秒間、スタン状態にする","ステータスUP + 必殺ワザ性能UP"
