ENABLE,id,release_key,mst_event_id,criterion_type,criterion_value,criterion_count,unlock_criterion_type,unlock_criterion_value,unlock_criterion_count,group_key,mst_mission_reward_group_id,sort_order,destination_scene
e,event_hut_00001_1,202603010,event_hut_00001,SpecificUnitGradeUpCount,chara_hut_00201,2,__NULL__,,0,,hut_00001_event_reward_01,1,UnitList
e,event_hut_00001_2,202603010,event_hut_00001,SpecificUnitGradeUpCount,chara_hut_00201,3,__NULL__,,0,,hut_00001_event_reward_02,2,UnitList
e,event_hut_00001_3,202603010,event_hut_00001,SpecificUnitGradeUpCount,chara_hut_00201,4,__NULL__,,0,,hut_00001_event_reward_03,3,UnitList
e,event_hut_00001_4,202603010,event_hut_00001,SpecificUnitGradeUpCount,chara_hut_00201,5,__NULL__,,0,,hut_00001_event_reward_04,4,UnitList
e,event_hut_00001_5,202603010,event_hut_00001,SpecificUnitLevel,chara_hut_00201,20,__NULL__,,0,,hut_00001_event_reward_05,5,UnitList
e,event_hut_00001_6,202603010,event_hut_00001,SpecificUnitLevel,chara_hut_00201,30,__NULL__,,0,,hut_00001_event_reward_06,6,UnitList
e,event_hut_00001_7,202603010,event_hut_00001,SpecificUnitLevel,chara_hut_00201,40,__NULL__,,0,,hut_00001_event_reward_07,7,UnitList
e,event_hut_00001_8,202603010,event_hut_00001,SpecificUnitLevel,chara_hut_00201,50,__NULL__,,0,,hut_00001_event_reward_08,8,UnitList
e,event_hut_00001_9,202603010,event_hut_00001,SpecificUnitLevel,chara_hut_00201,60,__NULL__,,0,,hut_00001_event_reward_09,9,UnitList
e,event_hut_00001_10,202603010,event_hut_00001,SpecificUnitLevel,chara_hut_00201,70,__NULL__,,0,,hut_00001_event_reward_10,10,UnitList
e,event_hut_00001_11,202603010,event_hut_00001,SpecificUnitLevel,chara_hut_00201,80,__NULL__,,0,,hut_00001_event_reward_11,11,UnitList
e,event_hut_00001_12,202603010,event_hut_00001,SpecificUnitGradeUpCount,chara_hut_00301,2,__NULL__,,0,,hut_00001_event_reward_12,12,UnitList
e,event_hut_00001_13,202603010,event_hut_00001,SpecificUnitGradeUpCount,chara_hut_00301,3,__NULL__,,0,,hut_00001_event_reward_13,13,UnitList
e,event_hut_00001_14,202603010,event_hut_00001,SpecificUnitGradeUpCount,chara_hut_00301,4,__NULL__,,0,,hut_00001_event_reward_14,14,UnitList
e,event_hut_00001_15,202603010,event_hut_00001,SpecificUnitGradeUpCount,chara_hut_00301,5,__NULL__,,0,,hut_00001_event_reward_15,15,UnitList
e,event_hut_00001_16,202603010,event_hut_00001,SpecificUnitLevel,chara_hut_00301,20,__NULL__,,0,,hut_00001_event_reward_16,16,UnitList
e,event_hut_00001_17,202603010,event_hut_00001,SpecificUnitLevel,chara_hut_00301,30,__NULL__,,0,,hut_00001_event_reward_17,17,UnitList
e,event_hut_00001_18,202603010,event_hut_00001,SpecificUnitLevel,chara_hut_00301,40,__NULL__,,0,,hut_00001_event_reward_18,18,UnitList
