ENABLE,id,release_key,group_id,resource_type,resource_id,resource_amount,sort_order,備考
e,mission_reward_523,202601010,jig_00001_daily_bonus_01,Item,ticket_pickup_gacha,2,1,jigいいジャン祭_ログインボーナス_1日目
e,mission_reward_524,202601010,jig_00001_daily_bonus_02,Coin,,5000,1,jigいいジャン祭_ログインボーナス_2日目
e,mission_reward_525,202601010,jig_00001_daily_bonus_03,FreeDiamond,,40,1,jigいいジャン祭_ログインボーナス_3日目
e,mission_reward_526,202601010,jig_00001_daily_bonus_04,Item,memory_fragment_1,5,1,jigいいジャン祭_ログインボーナス_4日目
e,mission_reward_527,202601010,jig_00001_daily_bonus_05,Item,memory_fragment_2,4,1,jigいいジャン祭_ログインボーナス_5日目
e,mission_reward_528,202601010,jig_00001_daily_bonus_06,Item,memory_color_green,300,1,jigいいジャン祭_ログインボーナス_6日目
e,mission_reward_529,202601010,jig_00001_daily_bonus_07,Item,ticket_special_gacha,2,1,jigいいジャン祭_ログインボーナス_7日目
e,mission_reward_530,202601010,jig_00001_daily_bonus_08,Coin,,5000,1,jigいいジャン祭_ログインボーナス_8日目
e,mission_reward_531,202601010,jig_00001_daily_bonus_09,FreeDiamond,,40,1,jigいいジャン祭_ログインボーナス_9日目
e,mission_reward_532,202601010,jig_00001_daily_bonus_10,Item,memory_fragment_1,10,1,jigいいジャン祭_ログインボーナス_10日目
e,mission_reward_533,202601010,jig_00001_daily_bonus_11,Item,memory_color_red,300,1,jigいいジャン祭_ログインボーナス_11日目
e,mission_reward_534,202601010,jig_00001_daily_bonus_12,FreeDiamond,,20,1,jigいいジャン祭_ログインボーナス_12日目
e,mission_reward_535,202601010,jig_00001_daily_bonus_13,Item,memory_color_green,300,1,jigいいジャン祭_ログインボーナス_13日目
e,mission_reward_536,202601010,jig_00001_daily_bonus_14,Coin,,5000,1,jigいいジャン祭_ログインボーナス_14日目
e,mission_reward_537,202601010,jig_00001_daily_bonus_15,Item,memory_color_red,300,1,jigいいジャン祭_ログインボーナス_15日目
e,mission_reward_538,202601010,jig_00001_daily_bonus_16,Item,ticket_special_gacha,1,1,jigいいジャン祭_ログインボーナス_16日目
e,mission_reward_539,202601010,jig_00001_daily_bonus_17,Item,ticket_pickup_gacha,1,1,jigいいジャン祭_ログインボーナス_17日目
