ENABLE,id,release_key
e,event_jig1_1day_00001,202601010
e,event_jig1_charaget01_00001,202601010
e,event_jig1_charaget01_00002,202601010
e,event_jig1_charaget01_00003,202601010
e,event_jig1_charaget01_00004,202601010
e,event_jig1_charaget01_00005,202601010
e,event_jig1_charaget01_00006,202601010
e,event_jig1_charaget02_00001,202601010
e,event_jig1_charaget02_00002,202601010
e,event_jig1_charaget02_00003,202601010
e,event_jig1_charaget02_00004,202601010
e,event_jig1_charaget02_00005,202601010
e,event_jig1_charaget02_00006,202601010
e,event_jig1_challenge01_00001,202601010
e,event_jig1_challenge01_00002,202601010
e,event_jig1_challenge01_00003,202601010
e,event_jig1_challenge01_00004,202601010
e,event_jig1_savage_00001,202601010
e,event_jig1_savage_00002,202601010
e,event_jig1_savage_00003,202601010
