ENABLE,id,release_key,group_id,resource_type,resource_id,resource_amount,sort_order,備考
e,mission_reward_480,202601010,jig_00001_event_reward_01,Item,memory_chara_jig_00701,200,1,jigいいジャン祭_ミッション
e,mission_reward_481,202601010,jig_00001_event_reward_02,Item,memory_chara_jig_00701,300,1,jigいいジャン祭_ミッション
e,mission_reward_482,202601010,jig_00001_event_reward_03,Item,memory_chara_jig_00701,350,1,jigいいジャン祭_ミッション
e,mission_reward_483,202601010,jig_00001_event_reward_04,Item,ticket_pickup_gacha,1,1,jigいいジャン祭_ミッション
e,mission_reward_484,202601010,jig_00001_event_reward_05,Item,piece_jig_00701,10,1,jigいいジャン祭_ミッション
e,mission_reward_485,202601010,jig_00001_event_reward_06,Item,piece_jig_00701,20,1,jigいいジャン祭_ミッション
e,mission_reward_486,202601010,jig_00001_event_reward_07,Item,piece_jig_00701,20,1,jigいいジャン祭_ミッション
e,mission_reward_487,202601010,jig_00001_event_reward_08,Item,piece_jig_00701,20,1,jigいいジャン祭_ミッション
e,mission_reward_488,202601010,jig_00001_event_reward_09,Item,piece_jig_00701,30,1,jigいいジャン祭_ミッション
e,mission_reward_489,202601010,jig_00001_event_reward_10,Item,memory_fragment_3,1,1,jigいいジャン祭_ミッション
e,mission_reward_490,202601010,jig_00001_event_reward_11,FreeDiamond,,50,1,jigいいジャン祭_ミッション
e,mission_reward_491,202601010,jig_00001_event_reward_12,Item,memory_chara_jig_00601,200,1,jigいいジャン祭_ミッション
e,mission_reward_492,202601010,jig_00001_event_reward_13,Item,memory_chara_jig_00601,300,1,jigいいジャン祭_ミッション
e,mission_reward_493,202601010,jig_00001_event_reward_14,Item,memory_chara_jig_00601,350,1,jigいいジャン祭_ミッション
e,mission_reward_494,202601010,jig_00001_event_reward_15,Item,ticket_pickup_gacha,1,1,jigいいジャン祭_ミッション
e,mission_reward_495,202601010,jig_00001_event_reward_16,Item,piece_jig_00601,10,1,jigいいジャン祭_ミッション
e,mission_reward_496,202601010,jig_00001_event_reward_17,Item,piece_jig_00601,20,1,jigいいジャン祭_ミッション
e,mission_reward_497,202601010,jig_00001_event_reward_18,Item,piece_jig_00601,20,1,jigいいジャン祭_ミッション
e,mission_reward_498,202601010,jig_00001_event_reward_19,Item,piece_jig_00601,20,1,jigいいジャン祭_ミッション
e,mission_reward_499,202601010,jig_00001_event_reward_20,Item,piece_jig_00601,30,1,jigいいジャン祭_ミッション
e,mission_reward_500,202601010,jig_00001_event_reward_21,Item,memory_fragment_3,1,1,jigいいジャン祭_ミッション
e,mission_reward_501,202601010,jig_00001_event_reward_22,FreeDiamond,,50,1,jigいいジャン祭_ミッション
e,mission_reward_502,202601010,jig_00001_event_reward_23,Coin,,12500,1,jigいいジャン祭_ミッション
e,mission_reward_503,202601010,jig_00001_event_reward_24,Coin,,12500,1,jigいいジャン祭_ミッション
e,mission_reward_504,202601010,jig_00001_event_reward_25,Item,ticket_special_gacha,3,1,jigいいジャン祭_ミッション
e,mission_reward_505,202601010,jig_00001_event_reward_26,Item,ticket_pickup_gacha,1,1,jigいいジャン祭_ミッション
e,mission_reward_506,202601010,jig_00001_event_reward_27,Item,memory_fragment_1,5,1,jigいいジャン祭_ミッション
e,mission_reward_507,202601010,jig_00001_event_reward_28,Item,memory_fragment_1,5,1,jigいいジャン祭_ミッション
e,mission_reward_508,202601010,jig_00001_event_reward_29,Item,memory_fragment_1,5,1,jigいいジャン祭_ミッション
e,mission_reward_509,202601010,jig_00001_event_reward_30,Item,memory_fragment_1,5,1,jigいいジャン祭_ミッション
e,mission_reward_510,202601010,jig_00001_event_reward_31,Item,memory_fragment_1,10,1,jigいいジャン祭_ミッション
e,mission_reward_511,202601010,jig_00001_event_reward_32,Item,memory_fragment_2,5,1,jigいいジャン祭_ミッション
e,mission_reward_512,202601010,jig_00001_event_reward_33,Item,memory_fragment_2,5,1,jigいいジャン祭_ミッション
e,mission_reward_513,202601010,jig_00001_event_reward_34,Item,memory_fragment_2,5,1,jigいいジャン祭_ミッション
e,mission_reward_514,202601010,jig_00001_event_reward_35,Item,memory_fragment_2,5,1,jigいいジャン祭_ミッション
e,mission_reward_515,202601010,jig_00001_event_reward_36,Item,memory_fragment_3,1,1,jigいいジャン祭_ミッション
e,mission_reward_516,202601010,jig_00001_event_reward_37,Item,memory_fragment_3,1,1,jigいいジャン祭_ミッション
e,mission_reward_517,202601010,jig_00001_event_reward_38,Item,memory_fragment_3,1,1,jigいいジャン祭_ミッション
e,mission_reward_518,202601010,jig_00001_event_reward_39,Item,ticket_pickup_gacha,1,1,jigいいジャン祭_ミッション
e,mission_reward_519,202601010,jig_00001_event_reward_40,Item,ticket_pickup_gacha,1,1,jigいいジャン祭_ミッション
e,mission_reward_520,202601010,jig_00001_event_reward_41,Item,piece_jig_00001,5,1,jigいいジャン祭_ミッション
e,mission_reward_521,202601010,jig_00001_event_reward_42,Item,piece_jig_00001,15,1,jigいいジャン祭_ミッション
e,mission_reward_522,202601010,jig_00001_event_reward_43,Item,piece_jig_00001,20,1,jigいいジャン祭_ミッション
