ENABLE,id,release_key,group_id,resource_type,resource_id,resource_amount,sort_order,備考
e,mission_reward_374,202512010,event_sur_00001_daily_bonus_1,Item,ticket_glo_00003,1,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_375,202512010,event_sur_00001_daily_bonus_2,Coin,,5000,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_376,202512010,event_sur_00001_daily_bonus_3,FreeDiamond,,20,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_377,202512010,event_sur_00001_daily_bonus_4,Item,ticket_glo_00002,1,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_378,202512010,event_sur_00001_daily_bonus_5,Item,memory_glo_00002,300,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_379,202512010,event_sur_00001_daily_bonus_6,Item,memory_glo_00004,300,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_380,202512010,event_sur_00001_daily_bonus_7,FreeDiamond,,20,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_381,202512010,event_sur_00001_daily_bonus_8,Item,ticket_glo_00003,1,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_382,202512010,event_sur_00001_daily_bonus_9,Item,memoryfragment_glo_00001,3,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_383,202512010,event_sur_00001_daily_bonus_10,Item,memoryfragment_glo_00002,2,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_384,202512010,event_sur_00001_daily_bonus_11,FreeDiamond,,20,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_385,202512010,event_sur_00001_daily_bonus_12,Item,ticket_glo_00003,1,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_386,202512010,event_sur_00001_daily_bonus_13,Item,memoryfragment_glo_00001,3,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_387,202512010,event_sur_00001_daily_bonus_14,Coin,,5000,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_388,202512010,event_sur_00001_daily_bonus_15,FreeDiamond,,20,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_389,202512010,event_sur_00001_daily_bonus_16,Item,ticket_glo_00002,1,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_390,202512010,event_sur_00001_daily_bonus_17,Item,memoryfragment_glo_00001,3,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_391,202512010,event_sur_00001_daily_bonus_18,Coin,,5000,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_392,202512010,event_sur_00001_daily_bonus_19,Item,memory_glo_00002,300,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_393,202512010,event_sur_00001_daily_bonus_20,Item,memory_glo_00004,300,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_394,202512010,event_sur_00001_daily_bonus_21,Item,memoryfragment_glo_00001,3,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_395,202512010,event_sur_00001_daily_bonus_22,Item,memoryfragment_glo_00002,2,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_396,202512010,event_sur_00001_daily_bonus_23,Item,memoryfragment_glo_00001,3,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_397,202512010,event_sur_00001_daily_bonus_24,FreeDiamond,,20,1,"魔都精兵のスレイブ いいジャン祭 特別ログインボーナス"
e,mission_reward_398,202512010,sur_00001_limited_term_1,Coin,,2000,1,降臨バトル「魔防隊と戦う者」に5回挑戦しよう！
e,mission_reward_399,202512010,sur_00001_limited_term_2,FreeDiamond,,20,1,降臨バトル「魔防隊と戦う者」に10回挑戦しよう！
e,mission_reward_400,202512010,sur_00001_limited_term_3,Coin,,3000,1,降臨バトル「魔防隊と戦う者」に20回挑戦しよう！
e,mission_reward_401,202512010,sur_00001_limited_term_4,FreeDiamond,,30,1,降臨バトル「魔防隊と戦う者」に30回挑戦しよう！
