ENABLE,release_key,id,mst_enemy_character_id,character_unit_kind,role_type,color,sort_order,hp,damage_knock_back_count,move_speed,well_distance,attack_power,attack_combo_cycle,mst_unit_ability_id1,drop_battle_point,mstTransformationEnemyStageParameterId,transformationConditionType,transformationConditionValue
e,202512010,e_sur_00101_1d1c_Normal_Colorless,enemy_sur_00101,Normal,Attack,Colorless,1,10000,3,30,0.2,300,1,,1000,,None,
e,202512010,e_sur_00101_surget_Normal_Blue,enemy_sur_00101,Normal,Attack,Blue,2,10000,3,30,0.2,300,1,,100,,None,
e,202512010,c_sur_00001_surget_Normal_Blue,chara_sur_00001,Normal,Support,Blue,3,50000,3,32,0.24,300,6,,100,,None,
e,202512010,c_sur_00101_surget_Boss_Blue,chara_sur_00101,Boss,Attack,Blue,4,50000,3,45,0.25,500,4,,500,,None,
e,202512010,c_sur_00101_surget_Normal_Blue,chara_sur_00101,Normal,Attack,Blue,5,50000,3,40,0.2,500,6,,100,,None,
e,202512010,c_sur_00801_surget_Boss_Blue,chara_sur_00801,Boss,Defense,Blue,6,50000,3,40,0.23,300,6,,500,,None,
e,202512010,c_sur_00301_surget_Boss_Blue,chara_sur_00301,Boss,Defense,Blue,7,50000,3,35,0.2,300,4,,500,,None,
e,202512010,c_sur_00301_surget_Normal_Blue,chara_sur_00301,Normal,Defense,Blue,8,50000,3,32,0.18,300,4,,100,,None,
e,202512010,c_sur_00201_surget_Boss_Blue,chara_sur_00201,Boss,Attack,Blue,9,50000,3,35,0.11,300,4,,500,,None,
e,202512010,c_sur_00201_surget_Normal_Blue,chara_sur_00201,Normal,Attack,Blue,10,50000,3,32,0.11,300,6,,100,,None,
e,202512010,c_sur_00501_surget_Boss_Blue,chara_sur_00501,Boss,Technical,Blue,11,50000,3,35,0.45,300,5,,500,,None,
e,202512010,c_sur_00501_surget_Normal_Blue,chara_sur_00501,Normal,Technical,Blue,12,50000,3,32,0.45,300,6,,100,,None,
e,202512010,c_sur_00101_savege_Boss_Yellow,chara_sur_00101,Boss,Attack,Yellow,13,100000,2,45,0.25,500,5,,50,,None,
e,202512010,c_sur_00801_savege_Normal_Yellow,chara_sur_00801,Normal,Defense,Yellow,14,100000,1,45,0.23,300,6,,100,,None,
