,キャラのかけら交換所,,,,,,,,
,,,,,,,,,
,◆キャラのかけら交換所,,,,,,,,
,,,,,,,,,
,▼基本情報,,,,,,,,
,交換所名称,キャラのかけらBOX交換所,,,,,,,
,開始日,2025/12/22 11:30:00,,,※メンテ作業中に開始,,,,
,終了日,期限なし,,,,,,,
,リリースキー,202512015,,,,,,,
,,,,,,,,,
,▼概要,,,,,,,,
,・交換ラインナップのデータ設定/設計は無い,,,,,,,,
,・ユーザーごとに、自身が所持しているキャラのかけらが自動表示される,,,,,,,,
,・かけらBOXへの交換レートに対して、データ設定の変更無し,,,,,,,,
,・実装に伴い、アイテムBOX画面でのかけら交換は削除,,,,,,,,
,・かけらBOXの交換レートに変更は無し,,,,,,,,
,　UR：かけら3→選べるBOX1,,,,,,,,
,　SSR：かけら5→選べるBOX1,,,,,,,,
,　SR：かけら10→選べるBOX1,,,,,,,,
,　R：かけら15→選べるBOX1,,,,,,,,
,,,,,,,,,
,▼既存設定の変更点,,,,,,,,
,・アイテムBOXの「かけらタブ」に表示される際、全てのキャラのかけらに「交換所」へのリンクボタンを設置,,,,,,,,
,,,,,,,,,
,▼マスタ設定が更新されており、動作確認が必要な内容一覧,,,,,,,,
,確認必要項目,,,,,担当者チェック,担当者,,
,キャラのかけらBOX交換所の開始日時が間違っていないこと,,,,,TRUE,古澤,,
,キャラのかけらBOX交換所の終了日時が間違っていないこと,,,,,TRUE,古澤,,
,開始日時以降、交換所画面に「キャラのかけらBOX交換所」のバナーが表示されること,,,,,TRUE,古澤,,
,アイテムBOXに表示される「全てのキャラのかけら」に獲得先「交換所ボタン」が表示されていること,,,,,TRUE,古澤,QA指摘で変更,
,キャラのかけらBOXで獲得できる「キャラのかけら」に、獲得先「交換所ボタン」が表示されていること,,,,,TRUE,古澤,,
,,,,,,FALSE,,,
,,,,,,FALSE,,,
,,,,,,FALSE,,,
,,,,,,FALSE,,,
,,,,,,,,,
,,,,,,,,,
,▼アイテムBOXのキャラのかけらに「交換所」を表示するキャラ,,,,※12/22リリース時点で、イベント追加キャラやプレミアムメダルガシャ専用キャラは「かけらBOX」から出ない,,,,
,レアリティ,キャラ_ID,キャラ名,,,表示する,担当者チェック,担当者,
,UR,chara_spy_00001,わくわく アーニャ,,,TRUE,TRUE,古澤,
,UR,chara_spy_00101,<黄昏> ロイド,,,TRUE,TRUE,古澤,
,UR,chara_spy_00201,<いばら姫> ヨル,,,TRUE,TRUE,古澤,
,UR,chara_spy_00501,姉を想う盲愛 ユーリ・ブライア,,,FALSE,TRUE,古澤,
,UR,chara_dan_00002,ターボババアの霊力 オカルン,,,TRUE,TRUE,古澤,
,UR,chara_dan_00202,アクさらの愛 アイラ,,,FALSE,TRUE,古澤,
,UR,chara_gom_00001,囚われの王女 姫様,,,TRUE,TRUE,古澤,
,UR,chara_chi_00002,悪魔が恐れる悪魔 チェンソーマン,,,TRUE,TRUE,古澤,
,UR,chara_kai_00002,隠された英雄の姿 怪獣８号,,,TRUE,TRUE,古澤,
,UR,chara_kai_00201,第三部隊隊長 亜白 ミナ,,,FALSE,TRUE,古澤,
,UR,chara_yuw_00001,リリエルに捧ぐ愛 天乃 リリサ,,,TRUE,TRUE,古澤,
,UR,chara_yuw_00101,コスプレに託す乙女心 橘 美花莉,,,TRUE,TRUE,古澤,
,UR,chara_yuw_00102,愛届ける聖夜のサンタ 橘 美花莉,,,FALSE,TRUE,古澤,
,UR,chara_yuw_00301,勇気を纏うコスプレ 乃愛,,,FALSE,TRUE,古澤,
,UR,chara_yuw_00401,伝えたいウチの想い 喜咲 アリア,,,FALSE,TRUE,古澤,
,UR,chara_sur_00101,誇り高き魔都の剣姫 羽前 京香,,,TRUE,TRUE,古澤,
,UR,chara_sur_00501,空間を操る六番組組長 出雲 天花,,,FALSE,TRUE,古澤,
,UR,chara_tak_00001,ハッピー星からの使者 タコピー,,,FALSE,TRUE,古澤,
,UR,chara_jig_00001,がらんの画眉丸,,,TRUE,TRUE,古澤,
,UR,chara_mag_00001,新人魔法少女 桜木 カナ,,,TRUE,TRUE,古澤,
,UR,chara_mag_00201,絶対効率の体現者 土刃 メイ,,,FALSE,TRUE,古澤,
,UR,chara_sum_00101,影のウシオ 小舟 潮,,,TRUE,TRUE,古澤,
,SSR,chara_dan_00101,モモ,,,TRUE,TRUE,古澤,
,SSR,chara_chi_00201,早川 アキ,,,TRUE,TRUE,古澤,
,SSR,chara_chi_00301,パワー,,,TRUE,TRUE,古澤,
,SSR,chara_kai_00301,四ノ宮 キコル,,,TRUE,TRUE,古澤,
,SSR,chara_kai_00401,保科 宗四郎,,,FALSE,TRUE,古澤,
,SSR,chara_yuw_00201,羽生 まゆり,,,FALSE,TRUE,古澤,
,SSR,chara_sur_00601,東 八千穂,,,FALSE,TRUE,古澤,
,SSR,chara_ron_00001,鴨乃橋 ロン,,,TRUE,TRUE,古澤,
,SSR,chara_aha_00101,阿波連 れいな,,,TRUE,TRUE,古澤,
,SSR,chara_jig_00101,山田浅ェ門 佐切,,,TRUE,TRUE,古澤,
,SSR,chara_jig_00201,杠,,,FALSE,TRUE,古澤,
,SSR,chara_mag_00301,葵 リリー,,,FALSE,TRUE,古澤,
,SSR,chara_dos_00001,冬木 美波,,,TRUE,TRUE,古澤,
,SSR,chara_dos_00101,秋野 沙友理,,,TRUE,TRUE,古澤,
,SR,chara_spy_00301,ダミアン・デズモンド,,,FALSE,TRUE,古澤,
,SR,chara_spy_00401,フランキー・フランクリン,,,FALSE,TRUE,古澤,
