シート名,id,sequence_set_id,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,last_boss_trigger,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value,release_key
1話,,event_osh1_charaget01_00001,,1,,InitialSummon,0,SummonEnemy,e_glo_00002_charaget_repeat_Normal_Colorless,,1,0,None,1.4,Damage,1,None,,None,,,FALSE,,Default,Normal,0.6,0.4,1,100,0,,None,,202512020
1話,,event_osh1_charaget01_00001,,2,,InitialSummon,0,SummonEnemy,e_glo_00002_charaget_repeat_Normal_Colorless,,1,0,None,1.65,Damage,1,None,,None,,,FALSE,,Default,Normal,0.6,0.4,1,100,0,,None,,202512020
1話,,event_osh1_charaget01_00001,,3,,ElapsedTime,1000,SummonEnemy,c_osh_00201_charaget_repeat_Boss_Colorless,,1,0,None,,None,,None,,None,,,FALSE,,Boss,Normal,3.1,0.5,1,,0,,None,,202512020
1話,,event_osh1_charaget01_00001,,4,,ElapsedTime,1100,SummonEnemy,c_osh_00401_charaget_repeat_Boss_Colorless,,1,0,None,,None,,None,,None,,,FALSE,,Boss,Normal,3,0.3,1,,0,,None,,202512020
2話,,event_osh1_charaget01_00002,,1,,ElapsedTime,300,SummonEnemy,e_glo_00002_charaget_repeat_Normal_Colorless,,6,500,None,,None,,None,,None,,,FALSE,,Default,Normal,0.6,0.5,1,100,0,,None,,202512020
2話,,event_osh1_charaget01_00002,,2,,ElapsedTime,80,SummonEnemy,c_osh_00401_charaget_repeat_Boss_Colorless,,1,0,None,,None,,None,,None,,,FALSE,,Boss,Normal,3.8,0.6,0.5,,0,,None,,202512020
3話,,event_osh1_charaget01_00003,,1,,ElapsedTime,150,SummonEnemy,e_glo_00002_charaget_repeat_Normal_Colorless,,12,700,None,,None,,None,,None,,,FALSE,,Default,Normal,1.5,0.6,1,,0,,None,,202512020
3話,,event_osh1_charaget01_00003,,2,,InitialSummon,0,SummonEnemy,e_glo_00002_charaget_repeat_Normal_Colorless,,1,0,None,1.4,Damage,1,None,,None,,,FALSE,,Default,Normal,2,0.6,1,100,0,,None,,202512020
3話,,event_osh1_charaget01_00003,,3,,InitialSummon,0,SummonEnemy,c_osh_00501_charaget_repeat_Boss_Yellow,,1,0,None,1.7,EnterTargetKoma,3,None,,None,,,FALSE,,Boss,Normal,5,1.1,1,,0,,None,,202512020
3話,,event_osh1_charaget01_00003,,4,,InitialSummon,0,SummonEnemy,c_osh_00301_charaget_repeat_Boss_Yellow,,1,0,None,1.6,EnterTargetKoma,3,None,,None,,,FALSE,,Boss,Normal,5,1.1,1,,0,,None,,202512020
3話,,event_osh1_charaget01_00003,,5,,EnterTargetKomaIndex,3,SummonEnemy,e_glo_00002_charaget_repeat_Normal_Colorless,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,1.7,0.5,1,,0,,None,,202512020
3話,,event_osh1_charaget01_00003,,6,,EnterTargetKomaIndex,3,SummonEnemy,e_glo_00002_charaget_repeat_Normal_Colorless,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,1.7,0.5,1,,0,,None,,202512020
