ENABLE,id,release_key
e,dungeon_chi_normal_00001,999999999
e,dungeon_chi_boss_00001,999999999
e,dungeon_dan_normal_00001,999999999
e,dungeon_dan_boss_00001,999999999
e,dungeon_gom_normal_00001,999999999
e,dungeon_gom_boss_00001,999999999
e,dungeon_hut_normal_00001,999999999
e,dungeon_hut_boss_00001,999999999
e,dungeon_jig_normal_00001,999999999
e,dungeon_jig_boss_00001,999999999
e,dungeon_kai_normal_00001,202604010
e,dungeon_kai_boss_00001,999999999
e,dungeon_kim_normal_00001,999999999
e,dungeon_kim_boss_00001,999999999
e,dungeon_mag_normal_00001,999999999
e,dungeon_mag_boss_00001,999999999
e,dungeon_osh_normal_00001,999999999
e,dungeon_osh_boss_00001,999999999
e,dungeon_spy_normal_00001,999999999
e,dungeon_spy_boss_00001,999999999
e,dungeon_sum_normal_00001,999999999
e,dungeon_sum_boss_00001,999999999
e,dungeon_sur_normal_00001,999999999
e,dungeon_sur_boss_00001,999999999
e,dungeon_tak_normal_00001,999999999
e,dungeon_tak_boss_00001,999999999
e,dungeon_you_normal_00001,999999999
e,dungeon_you_boss_00001,999999999
e,dungeon_yuw_normal_00001,999999999
e,dungeon_yuw_boss_00001,999999999
