ENABLE,id,mst_page_id,row,height,koma_line_layout_asset_key,koma1_asset_key,koma1_width,koma1_back_ground_offset,koma1_effect_type,koma1_effect_parameter1,koma1_effect_parameter2,koma1_effect_target_side,koma1_effect_target_colors,koma1_effect_target_roles,koma2_asset_key,koma2_width,koma2_back_ground_offset,koma2_effect_type,koma2_effect_parameter1,koma2_effect_parameter2,koma2_effect_target_side,koma2_effect_target_colors,koma2_effect_target_roles,koma3_asset_key,koma3_width,koma3_back_ground_offset,koma3_effect_type,koma3_effect_parameter1,koma3_effect_parameter2,koma3_effect_target_side,koma3_effect_target_colors,koma3_effect_target_roles,koma4_asset_key,koma4_width,koma4_back_ground_offset,koma4_effect_type,koma4_effect_parameter1,koma4_effect_parameter2,koma4_effect_target_side,koma4_effect_target_colors,koma4_effect_target_roles,release_key
e,dungeon_chi_normal_00001_1,dungeon_chi_normal_00001,1,0.55,9,glo_00016,0.25,1,None,0,,All,All,All,glo_00016,0.5,1,None,0,,All,All,All,glo_00016,0.25,1,None,0,,All,All,All,,,,,,,,,,999999999
e,dungeon_chi_normal_00001_2,dungeon_chi_normal_00001,2,0.55,2,glo_00016,0.6,1,None,0,,All,All,All,glo_00016,0.4,1,None,0,,All,All,All,,,,,,,,,,,,,,,,,,,999999999
e,dungeon_chi_normal_00001_3,dungeon_chi_normal_00001,3,0.55,4,glo_00016,0.75,1,None,0,,All,All,All,glo_00016,0.25,1,None,0,,All,All,All,,,,,,,,,,,,,,,,,,,999999999
e,dungeon_chi_boss_00001_1,dungeon_chi_boss_00001,1,1.0,1,glo_00016,1.0,0,None,0,0,All,All,All,,,,None,,,,,,,,,None,,,,,,,,,None,,,,,,999999999
e,dungeon_dan_normal_00001_1,dungeon_dan_normal_00001,1,0.75,2,dan_00007,0.6,-1.0,None,0,0,All,All,All,dan_00007,0.4,-1.0,None,0,0,All,All,All,,,,,,,,,,,,,,,,,,,999999999
e,dungeon_dan_normal_00001_2,dungeon_dan_normal_00001,2,0.75,9,dan_00007,0.25,0.6,None,0,0,All,All,All,dan_00007,0.5,0.6,None,0,0,All,All,All,dan_00007,0.25,0.6,None,0,0,All,All,All,,,,,,,,,,999999999
e,dungeon_dan_normal_00001_3,dungeon_dan_normal_00001,3,0.75,2,dan_00007,0.6,0.6,None,0,0,All,All,All,dan_00007,0.4,0.6,None,0,0,All,All,All,,,,,,,,,,,,,,,,,,,999999999
e,dungeon_dan_boss_00001_1,dungeon_dan_boss_00001,1,1.0,1,dan_00005,1.0,0.0,None,0,0,All,All,All,,,,None,,,,,,,,,None,,,,,,,,,None,,,,,,999999999
e,dungeon_gom_normal_00001_1,dungeon_gom_normal_00001,1,0.55,6,gom_00001,0.5,-1.0,None,0,0,All,All,All,gom_00001,0.5,-1.0,None,0,0,All,All,All,,,,None,,,,,,,,,None,,,,,,999999999
e,dungeon_gom_normal_00001_2,dungeon_gom_normal_00001,2,0.55,3,gom_00001,0.4,0.6,None,0,0,All,All,All,gom_00001,0.6,0.6,None,0,0,All,All,All,,,,None,,,,,,,,,None,,,,,,999999999
e,dungeon_gom_normal_00001_3,dungeon_gom_normal_00001,3,0.55,1,gom_00001,1.0,0.6,None,0,0,All,All,All,,,,None,,,,,,,,,None,,,,,,,,,None,,,,,,999999999
e,dungeon_gom_boss_00001_1,dungeon_gom_boss_00001,1,1.0,1,gom_00001,1.0,0,None,0,0,All,All,All,,,,None,,,,,,,,,None,,,,,,,,,None,,,,,,999999999
e,dungeon_hut_normal_00001_1,dungeon_hut_normal_00001,1,0.55,3,glo_00014,0.4,1,None,0,,All,All,All,glo_00014,0.6,1,None,0,,All,All,All,,,,,,,,,,,,,,,,,,,999999999
e,dungeon_hut_normal_00001_2,dungeon_hut_normal_00001,2,0.55,1,glo_00014,1.0,1,None,0,,All,All,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999999
e,dungeon_hut_normal_00001_3,dungeon_hut_normal_00001,3,0.55,2,glo_00014,0.6,1,None,0,,All,All,All,glo_00014,0.4,1,None,0,,All,All,All,,,,,,,,,,,,,,,,,,,999999999
e,dungeon_hut_boss_00001_1,dungeon_hut_boss_00001,1,1.0,1,glo_00014,1.0,0.0,None,0,0,All,All,All,,,,None,,,,,,,,,None,,,,,,,,,None,,,,,,999999999
e,dungeon_jig_normal_00001_1,dungeon_jig_normal_00001,1,0.33,6,jig_00002,0.5,-1.0,None,0,0,All,All,All,jig_00002,0.5,-1.0,None,0,0,All,All,All,,,,None,0,0,All,All,All,,,,None,0,0,All,All,All,999999999
e,dungeon_jig_normal_00001_2,dungeon_jig_normal_00001,2,0.33,3,jig_00002,0.4,0.6,None,0,0,All,All,All,jig_00002,0.6,0.6,None,0,0,All,All,All,,,,None,0,0,All,All,All,,,,None,0,0,All,All,All,999999999
e,dungeon_jig_normal_00001_3,dungeon_jig_normal_00001,3,0.34,1,jig_00002,1.0,0.6,None,0,0,All,All,All,,,,None,0,0,All,All,All,,,,None,0,0,All,All,All,,,,None,0,0,All,All,All,999999999
