ENABLE,id,hp,is_damage_invalidation,outpost_asset_key,artwork_asset_key,release_key
e,dungeon_chi_normal_00001,100,,,chi_0001,999999999
e,dungeon_chi_boss_00001,1000,,,,999999999
e,dungeon_dan_normal_00001,100,,,dan_0001,999999999
e,dungeon_dan_boss_00001,1000,,dan_00005,,999999999
e,dungeon_gom_normal_00001,100,,,,999999999
e,dungeon_gom_boss_00001,1000,,gom_00001,gom_00001,999999999
e,dungeon_hut_normal_00001,100,,,,999999999
e,dungeon_hut_boss_00001,1000,,,,999999999
e,dungeon_jig_normal_00001,100,,,,999999999
e,dungeon_jig_boss_00001,1000,,,,999999999
e,dungeon_kai_normal_00001,100,,kai_00001,kai_00001,202604010
e,dungeon_kai_boss_00001,1000,,,,999999999
e,dungeon_kim_normal_00001,100,,,kim_00001,999999999
e,dungeon_kim_boss_00001,1000,,,,999999999
e,dungeon_mag_normal_00001,100,,,,999999999
e,dungeon_mag_boss_00001,1000,,,,999999999
e,dungeon_osh_normal_00001,100,,,,999999999
e,dungeon_osh_boss_00001,1000,,,,999999999
e,dungeon_spy_normal_00001,100,,,spy_00005,999999999
e,dungeon_spy_boss_00001,1000,,spy_00005,spy_00005,999999999
e,dungeon_sum_normal_00001,100,,,sum_00003,999999999
e,dungeon_sum_boss_00001,1000,,,,999999999
e,dungeon_sur_normal_00001,100,,,sur_00001,999999999
e,dungeon_sur_boss_00001,1000,,sur_00001,,999999999
e,dungeon_tak_normal_00001,100,,,glo_00004,999999999
e,dungeon_tak_boss_00001,1000,,,,999999999
e,dungeon_you_normal_00001,100,,,,999999999
e,dungeon_you_boss_00001,1000,,you_00001,you_00001,999999999
e,dungeon_yuw_normal_00001,100,,yuw_00001,yuw_00001,999999999
e,dungeon_yuw_boss_00001,1000,,,,999999999
