ENABLE,id,sequence_set_id,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,last_boss_trigger,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value,release_key
e,dungeon_chi_normal_00001_1,dungeon_chi_normal_00001,,1,,ElapsedTime,250,SummonEnemy,e_chi_00101_general_Normal_Colorless,,1,0,None,,None,,,None,,,,,0,,Default,1,1,1,,0,0,None,,999999999
e,dungeon_chi_normal_00001_2,dungeon_chi_normal_00001,,2,,ElapsedTime,600,SummonEnemy,e_chi_00101_general_Normal_Colorless,,1,0,None,,None,,,None,,,,,0,,Default,1,1,1,,0,0,None,,999999999
e,dungeon_chi_normal_00001_3,dungeon_chi_normal_00001,,3,,ElapsedTime,1200,SummonEnemy,e_chi_00101_general_Normal_Yellow,,1,0,None,,None,,,None,,,,,0,,Default,1,1,1,,0,0,None,,999999999
e,dungeon_chi_normal_00001_4,dungeon_chi_normal_00001,,4,,ElapsedTime,1600,SummonEnemy,e_chi_00101_general_Normal_Yellow,,1,0,None,,None,,,None,,,,,0,,Default,1,1,1,,0,0,None,,999999999
e,dungeon_chi_normal_00001_5,dungeon_chi_normal_00001,,5,,ElapsedTime,2000,SummonEnemy,e_chi_00101_general_Normal_Yellow,,2,350,None,,None,,,None,,,,,0,,Default,1,1,1,,0,0,None,,999999999
e,dungeon_chi_boss_00001_1,dungeon_chi_boss_00001,,1,,InitialSummon,0,SummonEnemy,c_chi_00002_chi_dungeon_Boss_Yellow,,1,,None,1.7,Damage,1,None,,,,,1,,Boss,Normal,1,1,1,,0,0,None,,999999999
e,dungeon_chi_boss_00001_2,dungeon_chi_boss_00001,,2,,ElapsedTime,1500,SummonEnemy,e_chi_00101_chi_dungeon_Normal_Yellow,,1,,None,,None,,None,,,,,0,,Default,Normal,1,1,1,,0,0,None,,999999999
e,dungeon_chi_boss_00001_3,dungeon_chi_boss_00001,,3,,ElapsedTime,2500,SummonEnemy,e_chi_00101_chi_dungeon_Normal_Yellow,,1,,None,,None,,None,,,,,0,,Default,Normal,1,1,1,,0,0,None,,999999999
e,dungeon_dan_normal_00001_1,dungeon_dan_normal_00001,,1,,ElapsedTime,350,SummonEnemy,e_dan_00001_general_n_Normal_Red,,1,0,None,,,None,,None,,,,0,,Default,Normal,1,1,1,,0,0,None,,999999999
e,dungeon_dan_normal_00001_2,dungeon_dan_normal_00001,,2,,ElapsedTime,1000,SummonEnemy,e_dan_00001_general_n_Normal_Red,,2,0,None,,,None,,None,,,,0,,Default,Normal,1,1,1,,0,0,None,,999999999
