ENABLE,release_key,id,mst_enemy_character_id,character_unit_kind,role_type,color,sort_order,hp,damage_knock_back_count,move_speed,well_distance,attack_power,attack_combo_cycle,mst_unit_ability_id1,drop_battle_point,mstTransformationEnemyStageParameterId,transformationConditionType,transformationConditionValue
e,999999999,e_chi_00101_general_Normal_Colorless,enemy_chi_00101,Normal,Defense,Colorless,801,5000,1,35,0.11,320,1,,50,,None,
e,999999999,e_chi_00101_general_Normal_Yellow,enemy_chi_00101,Normal,Technical,Yellow,802,13000,1,35,0.11,720,1,,50,,None,
e,999999999,c_chi_00002_chi_dungeon_Boss_Yellow,chara_chi_00002,Boss,Technical,Yellow,1,200000,5,50,0.35,900,5,,50,,None,
e,999999999,e_chi_00101_chi_dungeon_Normal_Yellow,enemy_chi_00101,Normal,Technical,Yellow,2,13000,1,35,0.25,720,1,,50,,None,
e,999999999,e_dan_00001_general_n_Normal_Red,enemy_dan_00001,Normal,Defense,Red,2,10000,,34,0.24,50,1,,100,,None,
e,999999999,e_dan_00101_general_n_Normal_Red,enemy_dan_00101,Normal,Attack,Red,5,10000,,47,0.24,50,1,,120,,None,
e,999999999,c_dan_00002_dan_dungeon_Boss_Blue,chara_dan_00002,Boss,Attack,Blue,1,30000,3,10,0.35,800,6,,500,,None,
e,999999999,e_dan_00101_dan_dungeon_Normal_Colorless,enemy_dan_00101,Normal,Attack,Colorless,2,1000,0,47,0.25,50,1,,100,,None,
e,999999999,e_gom_00501_gom_dungeon_Normal_Colorless,enemy_gom_00501,Normal,Defense,Colorless,1,1000,0,34,0.25,50,1,,100,,None,
e,999999999,e_gom_00502_gom_dungeon_Normal_Colorless,enemy_gom_00502,Normal,Defense,Colorless,2,1000,0,34,0.25,50,1,,100,,None,
e,999999999,c_gom_00001_gom_dungeon_Boss_Yellow,chara_gom_00001,Boss,Defense,Yellow,1,10000,1,25,0.16,150,6,,500,,None,
e,999999999,e_gom_00501_gom_dungeon_Normal_Colorless,enemy_gom_00501,Normal,Defense,Colorless,2,1000,0,34,0.14,50,1,,100,,None,
e,999999999,e_glo_00001_hut_dungeon_Normal_Colorless,enemy_glo_00001,Normal,Attack,Colorless,1,1000,1,40,0.2,100,1,,100,,None,
e,999999999,c_hut_00001_dungeon_boss_Boss_Colorless,chara_hut_00001,Boss,Defense,Colorless,1,5000,3,35,0.21,300,5,,500,,None,
e,999999999,e_glo_00001_hut1_dungeon_Normal_Colorless,enemy_glo_00001,Normal,Attack,Colorless,2,1000,1,40,0.2,100,1,,100,,None,
e,999999999,e_jig_00001_mainquest_Normal_Colorless,enemy_jig_00001,Normal,Defense,Colorless,1,3500,1,31,0.25,50,1,,100,,None,
e,999999999,e_jig_00401_mainquest_Normal_Colorless,enemy_jig_00401,Normal,Attack,Colorless,2,3000,0,32,0.35,100,1,,100,,None,
