,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■基礎設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,■シミュレーション,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,検索用,,,,,,,,,,,,,,,,,,,,,,,
,特筆事項,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,実装日,,,,,,,,,,,,Lv,,基礎HP,基礎ATK,Rnk込星1HP,Rnk込星1ATK,星2HP,星3HP,星4HP,星5HP,星6HP,星7HP,星8HP,星9HP,星10HP,星2ATK,星3ATK,星4ATK,星5ATK,星6ATK,星7ATK,星8ATK,星9ATK,星10ATK
,"新年2回目のキャラのため、比較的使いやすいキャラとして設計
攻撃Downを持っているため、去年の同系統キャラより上位互換であり、URよりは下位互換のキャラとして設計

▪️無SR 槇野 あかね(赤)　単体 攻撃Down　←こいつより上位互換
　└　cost375 hp790 atk830

▪️課SR トーチャー・トルチュール(黄)　単体 攻撃Down　←こいつより上位互換
　└　cost325 hp690 atk720

▪️課UR コスプレに託す乙女心 橘 美花莉(緑) 範囲 攻撃Down　←こいつより下位互換
　└　cost740 hp1550 atk1630

橘 美花莉よりダグの方がATKは高く見えるが、攻撃間隔が橘 美花莉が50F ダグが65Fで純粋DPS
橘 美花莉 / 1630
ダグ / 1170
となりダグの方が結果弱くなる",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02 15:00:00,,,,,,,,,,,,1,,970,1790,970,1790,1018,1037,1067,1086,1086,1086,1086,1086,1086,1879,1915,1969,2004,2004,2004,2004,2004,2004
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,デプロイ,,,,,,,,,,,,※少数切り上げ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,幼稚園WARS いいジャン祭,,,,,,,,,,,,Lv,Rnk,基礎HP,基礎ATK,Rnk込星1HP,Rnk込星1ATK,星2HP,星3HP,星4HP,星5HP,星6HP,星7HP,星8HP,星9HP,星10HP,星2ATK,星3ATK,星4ATK,星5ATK,星6ATK,星7ATK,星8ATK,星9ATK,星10ATK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,基礎情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,消さないで,,,,,1,0,970,1790,970,1790,1018,1037,1067,1086,1086,1086,1086,1086,1086,1879,1915,1969,2004,2004,2004,2004,2004,2004
,キャラ_ID,,,,キャラクター名,,,,,,,,作品名,,,,,,,,,,,,,,,,,,,,,,,,,,,,DropSR,,,,,2,0,1005,1855,1005,1855,1055,1075,1105,1125,1125,1125,1125,1125,1125,1947,1984,2040,2077,2077,2077,2077,2077,2077
,chara_you_00201,,,,ダグ,,,,,,,,幼稚園WARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1046,1930,1046,1930,1098,1119,1150,1171,1171,1171,1171,1171,1171,2026,2065,2123,2161,2161,2161,2161,2161,2161
