ENABLE,id,mst_stage_id,condition_type,condition_value,animation_start_delay,animation_speed,is_pause,can_skip,asset_key,release_key
e,manga_animation_develop_001_01,develop_001,Start,0,0,0.7,1,1,develop_001_start,999999999
e,manga_animation_develop_001_02,develop_001,EnemySummon,sequence_1,0,0.7,1,1,develop_001_start,999999999
e,manga_animation_develop_001_03,develop_001,EnemySummon,sequence_1,0,0.7,0,0,develop_001_talk_01,999999999
e,genga_jig_main_006_01_start,normal_jig_00001,Start,0,0,0.7,1,1,genga_jig_main_006_01_start,202509010
e,genga_jig_main_006_01_victory,normal_jig_00001,Victory,0,0,0.7,1,1,genga_jig_main_006_01_victory,202509010
e,genga_jig_main_006_02_start,normal_jig_00002,Start,0,0,0.7,1,1,genga_jig_main_006_02_start,202509010
e,genga_jig_main_006_03_start,normal_jig_00003,Start,0,0,0.7,1,1,genga_jig_main_006_03_start,202509010
e,genga_jig_main_006_04_start,normal_jig_00004,Start,0,0,0.7,1,1,genga_jig_main_006_04_start,202509010
e,genga_jig_main_006_04_victory,normal_jig_00004,Victory,0,0,0.7,1,1,genga_jig_main_006_04_victory,202509010
e,genga_jig_main_006_05_start,normal_jig_00005,Start,0,0,0.7,1,1,genga_jig_main_006_05_start,202509010
e,genga_jig_main_006_06_appear,normal_jig_00006,EnemySummon,4,0,0.7,1,1,genga_jig_main_006_06_appear,202509010
e,genga_gom_main_002_01_start,normal_gom_00001,Start,0,0,0.7,1,1,genga_gom_main_002_01_start,202509010
e,genga_gom_main_002_01_victory,normal_gom_00001,Victory,0,0,0.7,1,1,genga_gom_main_002_01_victory,202509010
e,genga_gom_main_002_02_start,normal_gom_00002,Start,0,0,0.7,1,1,genga_gom_main_002_02_start,202509010
e,genga_gom_main_002_02_victory,normal_gom_00002,Victory,0,0,0.7,1,1,genga_gom_main_002_02_victory,202509010
e,genga_gom_main_002_03_start,normal_gom_00003,Start,0,0,0.7,1,1,genga_gom_main_002_03_start,202509010
e,genga_gom_main_002_03_victory,normal_gom_00003,Victory,0,0,0.7,1,1,genga_gom_main_002_03_victory,202509010
e,genga_gom_main_002_04_start,normal_gom_00004,Start,0,0,0.7,1,1,genga_gom_main_002_04_start,202509010
e,genga_gom_main_002_04_victory,normal_gom_00004,Victory,0,0,0.7,1,1,genga_gom_main_002_04_victory,202509010
e,genga_gom_main_002_05_start,normal_gom_00005,Start,0,0,0.7,1,1,genga_gom_main_002_05_start,202509010
e,genga_gom_main_002_05_victory,normal_gom_00005,Victory,0,0,0.7,1,1,genga_gom_main_002_05_victory,202509010
e,genga_gom_main_002_06_appear_torcher,normal_gom_00006,EnemySummon,1,0,0.7,1,1,genga_gom_main_002_06_appear_torcher,202509010
e,genga_gom_main_002_06_appear_kurol,normal_gom_00006,EnemySummon,2,125,0.7,1,0,genga_gom_main_002_06_appear_kurol,202509010
e,genga_gom_main_002_06_appear_hime,normal_gom_00006,EnemySummon,12,125,0.7,1,0,genga_gom_main_002_06_appear_hime,202509010
e,genga_dan_main_005_01_start,normal_dan_00001,Start,0,0,0.7,1,1,genga_dan_main_005_01_start,202509010
e,genga_dan_main_005_01_victory,normal_dan_00001,Victory,0,0,0.7,1,1,genga_dan_main_005_01_victory,202509010
e,genga_dan_main_005_01_appear_ta-bobabaa,normal_dan_00001,EnemySummon,1,78,0.7,1,1,genga_dan_main_005_01_appear_ta-bobabaa,202509010
e,genga_dan_main_005_02_start,normal_dan_00002,Start,0,0,0.7,1,1,genga_dan_main_005_02_start,202509010
e,genga_dan_main_005_02_victory,normal_dan_00002,Victory,0,0,0.7,1,1,genga_dan_main_005_02_victory,202509010
e,genga_dan_main_005_02_appear_seruposeijin,normal_dan_00002,EnemySummon,1,30,0.7,1,1,genga_dan_main_005_02_appear_seruposeijin,202509010
e,genga_dan_main_005_03_start,normal_dan_00003,Start,0,0,0.7,1,1,genga_dan_main_005_03_start,202509010
e,talk_dan_main_005_03_action_seruposeijin,normal_dan_00003,TransformationReady,1,0,0.7,1,0,talk_dan_main_005_03_action_seruposeijin,202509010
e,genga_dan_main_005_03_action_seruposeijin,normal_dan_00003,TransformationStart,1,50,0.7,1,1,genga_dan_main_005_03_action_seruposeijin,202509010
e,genga_dan_main_005_04_start,normal_dan_00004,Start,0,0,0.7,1,1,genga_dan_main_005_04_start,202509010
e,genga_dan_main_005_04_victory,normal_dan_00004,Victory,0,0,0.7,1,1,genga_dan_main_005_04_victory,202509010
e,genga_dan_main_005_05_start,normal_dan_00005,Start,0,0,0.7,1,1,genga_dan_main_005_05_start,202509010
e,genga_dan_main_005_05_victory,normal_dan_00005,Victory,0,0,0.7,1,1,genga_dan_main_005_05_victory,202509010
e,talk_dan_main_005_05_action_ta-bobabaa2,normal_dan_00005,EnemySummon,1,0,0,0,0,talk_dan_main_005_05_action_ta-bobabaa2,202509010
e,talk_dan_main_005_05_action_ta-bobabaa3,normal_dan_00005,EnemySummon,1,270,0,0,0,talk_dan_main_005_05_action_ta-bobabaa3,202509010
e,talk_dan_main_005_05_action_ta-bobabaa4,normal_dan_00005,EnemySummon,1,540,0,0,0,talk_dan_main_005_05_action_ta-bobabaa4,202509010
e,talk_dan_main_005_05_action_ta-bobabaa5,normal_dan_00005,EnemySummon,1,810,0,0,0,talk_dan_main_005_05_action_ta-bobabaa5,202509010
e,talk_dan_main_005_05_action_ta-bobabaa6,normal_dan_00005,EnemySummon,1,1080,0,0,0,talk_dan_main_005_05_action_ta-bobabaa6,202509010
e,talk_dan_main_005_05_action_ta-bobabaa7,normal_dan_00005,EnemySummon,1,1350,0,0,0,talk_dan_main_005_05_action_ta-bobabaa7,202509010
e,talk_dan_main_005_05_action_ta-bobabaa8,normal_dan_00005,EnemySummon,1,1620,0,0,0,talk_dan_main_005_05_action_ta-bobabaa8,202509010
e,talk_dan_main_005_05_action_ta-bobabaa9,normal_dan_00005,EnemySummon,1,1890,0,0,0,talk_dan_main_005_05_action_ta-bobabaa9,202509010
e,talk_dan_main_005_05_action_ta-bobabaa10,normal_dan_00005,EnemySummon,1,2160,0,0,0,talk_dan_main_005_05_action_ta-bobabaa10,202509010
e,talk_dan_main_005_05_action_ta-bobabaa11,normal_dan_00005,EnemySummon,1,2430,0,0,0,talk_dan_main_005_05_action_ta-bobabaa11,202509010
e,talk_dan_main_005_05_action_ta-bobabaa12,normal_dan_00005,EnemySummon,1,2700,0,0,0,talk_dan_main_005_05_action_ta-bobabaa12,202509010
e,genga_dan_main_005_05_action_ta-bobabaa,normal_dan_00005,EnemyMoveStart,1,0,0.7,1,1,genga_dan_main_005_05_action_ta-bobabaa,202509010
e,genga_dan_main_005_06_appear_ayasemomo,normal_dan_00006,EnemySummon,2,0,0.7,1,1,genga_dan_main_005_06_appear_ayasemomo,202509010
e,genga_dan_main_005_06_appear_okarun,normal_dan_00006,EnemySummon,5,0,0.7,1,1,genga_dan_main_005_06_appear_okarun,202509010
e,genga_aka_main_003_01_start,normal_aka_00001,Start,0,0,0.7,1,1,genga_aka_main_003_01_start,202509010
e,genga_aka_main_003_02_start,normal_aka_00002,Start,0,0,0.7,1,1,genga_aka_main_003_02_start,202509010
e,genga_aka_main_003_03_start,normal_aka_00003,Start,0,0,0.7,1,1,genga_aka_main_003_03_start,202509010
e,genga_aka_main_003_01_victory,normal_aka_00001,Victory,0,0,0.7,1,1,genga_aka_main_003_01_victory,202509010
e,genga_aka_main_003_02_victory,normal_aka_00002,Victory,0,0,0.7,1,1,genga_aka_main_003_02_victory,202509010
e,genga_aka_main_003_03_victory,normal_aka_00003,Victory,0,0,0.7,1,1,genga_aka_main_003_03_victory,202509010
e,genga_chi_main_009_01_start,normal_chi_00001,Start,0,0,0.7,1,1,genga_chi_main_009_01_start,202509010
e,genga_chi_main_009_02_start,normal_chi_00002,Start,0,0,0.7,1,1,genga_chi_main_009_02_start,202509010
e,genga_chi_main_009_03_start,normal_chi_00003,Start,0,0,0.7,1,1,genga_chi_main_009_03_start,202509010
e,genga_chi_main_009_04_start,normal_chi_00004,Start,0,0,0.7,1,1,genga_chi_main_009_04_start,202509010
e,genga_chi_main_009_05_start,normal_chi_00005,Start,0,0,0.7,1,1,genga_chi_main_009_05_start,202509010
e,genga_chi_main_009_06_appear_denji,normal_chi_00006,EnemySummon,3,0,0.7,1,1,genga_chi_main_009_06_appear_denji,202509010
e,genga_chi_main_009_01_victory,normal_chi_00001,Victory,0,0,0.7,1,1,genga_chi_main_009_01_victory,202509010
e,genga_chi_main_009_02_victory,normal_chi_00002,Victory,0,0,0.7,1,1,genga_chi_main_009_02_victory,202509010
e,genga_chi_main_009_03_victory,normal_chi_00003,Victory,0,0,0.7,1,1,genga_chi_main_009_03_victory,202509010
e,genga_chi_main_009_04_victory,normal_chi_00004,Victory,0,0,0.7,1,1,genga_chi_main_009_04_victory,202509010
e,genga_chi_main_009_05_victory,normal_chi_00005,Victory,0,0,0.7,1,1,genga_chi_main_009_05_victory,202509010
e,genga_tak_main_007_01_start,normal_tak_00001,Start,0,0,0.7,1,1,genga_tak_main_007_01_start,202509010
e,genga_tak_main_007_02_start,normal_tak_00002,Start,0,0,0.7,1,1,genga_tak_main_007_02_start,202509010
