ENABLE,id,release_key,mst_event_id,criterion_type,criterion_value,criterion_count,unlock_criterion_type,unlock_criterion_value,unlock_criterion_count,group_key,mst_mission_reward_group_id,sort_order,destination_scene
e,event_kai_00001_1,202509010,event_kai_00001,SpecificUnitGradeUpCount,chara_kai_00601,2,__NULL__,,0,,kai_00001_event_reward_01,1,UnitList
e,event_kai_00001_2,202509010,event_kai_00001,SpecificUnitGradeUpCount,chara_kai_00601,3,__NULL__,,0,,kai_00001_event_reward_02,2,UnitList
e,event_kai_00001_3,202509010,event_kai_00001,SpecificUnitGradeUpCount,chara_kai_00601,4,__NULL__,,0,,kai_00001_event_reward_03,3,UnitList
e,event_kai_00001_4,202509010,event_kai_00001,SpecificUnitGradeUpCount,chara_kai_00601,5,__NULL__,,0,,kai_00001_event_reward_04,4,UnitList
e,event_kai_00001_5,202509010,event_kai_00001,SpecificUnitLevel,chara_kai_00601,20,__NULL__,,0,,kai_00001_event_reward_05,5,UnitList
e,event_kai_00001_6,202509010,event_kai_00001,SpecificUnitLevel,chara_kai_00601,30,__NULL__,,0,,kai_00001_event_reward_06,6,UnitList
e,event_kai_00001_7,202509010,event_kai_00001,SpecificUnitLevel,chara_kai_00601,40,__NULL__,,0,,kai_00001_event_reward_07,7,UnitList
e,event_kai_00001_8,202509010,event_kai_00001,SpecificUnitGradeUpCount,chara_kai_00501,2,__NULL__,,0,,kai_00001_event_reward_08,8,UnitList
e,event_kai_00001_9,202509010,event_kai_00001,SpecificUnitGradeUpCount,chara_kai_00501,3,__NULL__,,0,,kai_00001_event_reward_09,9,UnitList
e,event_kai_00001_10,202509010,event_kai_00001,SpecificUnitGradeUpCount,chara_kai_00501,4,__NULL__,,0,,kai_00001_event_reward_10,10,UnitList
e,event_kai_00001_11,202509010,event_kai_00001,SpecificUnitGradeUpCount,chara_kai_00501,5,__NULL__,,0,,kai_00001_event_reward_11,11,UnitList
e,event_kai_00001_12,202509010,event_kai_00001,SpecificUnitLevel,chara_kai_00501,20,__NULL__,,0,,kai_00001_event_reward_12,12,UnitList
e,event_kai_00001_13,202509010,event_kai_00001,SpecificUnitLevel,chara_kai_00501,30,__NULL__,,0,,kai_00001_event_reward_13,13,UnitList
e,event_kai_00001_14,202509010,event_kai_00001,SpecificUnitLevel,chara_kai_00501,40,__NULL__,,0,,kai_00001_event_reward_14,14,UnitList
e,event_kai_00001_15,202509010,event_kai_00001,SpecificQuestClear,quest_event_kai1_charaget01,1,__NULL__,,0,,kai_00001_event_reward_15,15,Event
e,event_kai_00001_16,202509010,event_kai_00001,SpecificQuestClear,quest_event_kai1_charaget02,1,__NULL__,,0,,kai_00001_event_reward_16,16,Event
e,event_kai_00001_17,202509010,event_kai_00001,SpecificQuestClear,quest_event_kai1_challenge01,1,__NULL__,,0,,kai_00001_event_reward_17,17,Event
e,event_kai_00001_18,202509010,event_kai_00001,SpecificQuestClear,quest_event_kai1_savage,1,__NULL__,,0,,kai_00001_event_reward_18,18,Event
e,event_kai_00001_19,202509010,event_kai_00001,DefeatEnemyCount,,10,__NULL__,,0,,kai_00001_event_reward_19,19,Event
e,event_kai_00001_20,202509010,event_kai_00001,DefeatEnemyCount,,20,__NULL__,,0,,kai_00001_event_reward_20,20,Event
e,event_kai_00001_21,202509010,event_kai_00001,DefeatEnemyCount,,30,__NULL__,,0,,kai_00001_event_reward_21,21,Event
e,event_kai_00001_22,202509010,event_kai_00001,DefeatEnemyCount,,40,__NULL__,,0,,kai_00001_event_reward_22,22,Event
e,event_kai_00001_23,202509010,event_kai_00001,DefeatEnemyCount,,50,__NULL__,,0,,kai_00001_event_reward_23,23,Event
e,event_kai_00001_24,202509010,event_kai_00001,DefeatEnemyCount,,100,__NULL__,,0,,kai_00001_event_reward_24,24,Event
e,event_kai_00001_25,999999999,event_kai_00001,SpecificUnitStageChallengeCount,chara_kai_00601.,10,__NULL__,,0,,kai_00001_event_reward_25,25,Event
e,event_kai_00001_26,999999999,event_kai_00001,SpecificUnitStageClearCount,chara_kai_00601.,10,__NULL__,,0,,kai_00001_event_reward_26,26,Event
e,event_kai_00001_27,999999999,event_kai_00001,SpecificUnitStageChallengeCount,chara_kai_00601.event_kai1_charaget01_00001,10,__NULL__,,0,,kai_00001_event_reward_27,27,Event
e,event_kai_00001_28,999999999,event_kai_00001,SpecificUnitStageClearCount,chara_kai_00601.event_kai1_charaget01_00001,10,__NULL__,,0,,kai_00001_event_reward_28,28,Event
e,event_spy_00001_1,202510010,event_spy_00001,SpecificUnitGradeUpCount,chara_spy_00401,2,__NULL__,,0,,spy_00001_event_reward_01,1,UnitList
e,event_spy_00001_2,202510010,event_spy_00001,SpecificUnitGradeUpCount,chara_spy_00401,3,__NULL__,,0,,spy_00001_event_reward_02,2,UnitList
e,event_spy_00001_3,202510010,event_spy_00001,SpecificUnitGradeUpCount,chara_spy_00401,4,__NULL__,,0,,spy_00001_event_reward_03,3,UnitList
e,event_spy_00001_4,202510010,event_spy_00001,SpecificUnitGradeUpCount,chara_spy_00401,5,__NULL__,,0,,spy_00001_event_reward_04,4,UnitList
e,event_spy_00001_5,202510010,event_spy_00001,SpecificUnitLevel,chara_spy_00401,20,__NULL__,,0,,spy_00001_event_reward_05,5,UnitList
e,event_spy_00001_6,202510010,event_spy_00001,SpecificUnitLevel,chara_spy_00401,30,__NULL__,,0,,spy_00001_event_reward_06,6,UnitList
e,event_spy_00001_7,202510010,event_spy_00001,SpecificUnitLevel,chara_spy_00401,40,__NULL__,,0,,spy_00001_event_reward_07,7,UnitList
e,event_spy_00001_8,202510010,event_spy_00001,SpecificUnitGradeUpCount,chara_spy_00301,2,__NULL__,,0,,spy_00001_event_reward_08,8,UnitList
e,event_spy_00001_9,202510010,event_spy_00001,SpecificUnitGradeUpCount,chara_spy_00301,3,__NULL__,,0,,spy_00001_event_reward_09,9,UnitList
e,event_spy_00001_10,202510010,event_spy_00001,SpecificUnitGradeUpCount,chara_spy_00301,4,__NULL__,,0,,spy_00001_event_reward_10,10,UnitList
e,event_spy_00001_11,202510010,event_spy_00001,SpecificUnitGradeUpCount,chara_spy_00301,5,__NULL__,,0,,spy_00001_event_reward_11,11,UnitList
e,event_spy_00001_12,202510010,event_spy_00001,SpecificUnitLevel,chara_spy_00301,20,__NULL__,,0,,spy_00001_event_reward_12,12,UnitList
e,event_spy_00001_13,202510010,event_spy_00001,SpecificUnitLevel,chara_spy_00301,30,__NULL__,,0,,spy_00001_event_reward_13,13,UnitList
e,event_spy_00001_14,202510010,event_spy_00001,SpecificUnitLevel,chara_spy_00301,40,__NULL__,,0,,spy_00001_event_reward_14,14,UnitList
e,event_spy_00001_15,202510010,event_spy_00001,SpecificQuestClear,quest_event_spy1_charaget01,1,__NULL__,,0,,spy_00001_event_reward_15,15,Event
e,event_spy_00001_16,202510010,event_spy_00001,SpecificQuestClear,quest_event_spy1_charaget02,1,__NULL__,,0,,spy_00001_event_reward_16,16,Event
e,event_spy_00001_17,202510010,event_spy_00001,SpecificQuestClear,quest_event_spy1_challenge01,1,__NULL__,,0,,spy_00001_event_reward_17,17,Event
e,event_spy_00001_18,202510010,event_spy_00001,SpecificQuestClear,quest_event_spy1_savage,1,__NULL__,,0,,spy_00001_event_reward_18,18,Event
e,event_spy_00001_19,202510010,event_spy_00001,DefeatEnemyCount,,10,__NULL__,,0,,spy_00001_event_reward_19,19,Event
e,event_spy_00001_20,202510010,event_spy_00001,DefeatEnemyCount,,20,__NULL__,,0,,spy_00001_event_reward_20,20,Event
e,event_spy_00001_21,202510010,event_spy_00001,DefeatEnemyCount,,30,__NULL__,,0,,spy_00001_event_reward_21,21,Event
e,event_spy_00001_22,202510010,event_spy_00001,DefeatEnemyCount,,40,__NULL__,,0,,spy_00001_event_reward_22,22,Event
e,event_spy_00001_23,202510010,event_spy_00001,DefeatEnemyCount,,50,__NULL__,,0,,spy_00001_event_reward_23,23,Event
