ENABLE,release_key,id,mst_stage_id,language,name,category_name
e,999999999,develop_001_ja,develop_001,ja,テストステージ001,
e,999999999,develop_002_ja,develop_002,ja,テストステージ002,
e,999999999,develop_plan_test_stage001_ja,develop_plan_test_stage001,ja,プランテストステージ1,
e,999999999,develop_plan_test_stage002_ja,develop_plan_test_stage002,ja,プランテストステージ2,
e,999999999,develop_plan_test_stage003_ja,develop_plan_test_stage003,ja,プランテストステージ3,
e,999999999,develop_plan_test_stage004_ja,develop_plan_test_stage004,ja,プランテストステージ4,
e,999999999,develop_plan_test_stage004_red_ja,develop_plan_test_stage004_red,ja,プランテストステージ_Radtest,
e,999999999,develop_plan_test_stage005_blue_ja,develop_plan_test_stage005_blue,ja,プランテストステージ_Bluetest,
e,999999999,develop_plan_test_stage006_yellow_ja,develop_plan_test_stage006_yellow,ja,プランテストステージ_Yellowtest,
e,999999999,develop_plan_test_stage007_green_ja,develop_plan_test_stage007_green,ja,プランテストステージ_Greentest,
e,999999999,develop_plan_test_stage008_colorless_ja,develop_plan_test_stage008_colorless,ja,プランテストステージ_Colorless,
e,999999999,plan_test_stage_powerup01_ja,plan_test_stage_powerup01,ja,プランテストステージ_パワーアップコマ,
e,999999999,plan_test_stage_powerdown01_ja,plan_test_stage_powerdown01,ja,プランテストステージ_パワーダウンコマ,
e,999999999,plan_test_stage_slipdamage01_ja,plan_test_stage_slipdamage01,ja,プランテストステージ_ダメージコマ,
e,999999999,plan_test_stage_gust01_ja,plan_test_stage_gust01,ja,プランテストステージ_突風コマ,
e,999999999,plan_test_stage_poison01_ja,plan_test_stage_poison01,ja,プランテストステージ_毒コマ,
e,999999999,plan_test_stage_normal01_ja,plan_test_stage_normal01,ja,プランテストステージ_スタン,
e,999999999,plan_test_stage_normal01_02_ja,plan_test_stage_normal01_02,ja,プランテストステージ_氷結,
e,999999999,plan_test_stage_normal01_03_ja,plan_test_stage_normal01_03,ja,プランテストステージ_火傷,
e,999999999,plan_test_stage_normal01_04_ja,plan_test_stage_normal01_04,ja,プランテストステージ_ノックバック,
e,202509010,tutorial_1_ja,tutorial_1,ja,チュートリアルステージ1,
e,202509010,tutorial_2_ja,tutorial_2,ja,チュートリアルステージ2,
e,202509010,tutorial_3_ja,tutorial_3,ja,チュートリアルステージ3,
e,202509010,normal_spy_00001_ja,normal_spy_00001,ja,SPY×FAMILY,
e,202509010,normal_spy_00002_ja,normal_spy_00002,ja,SPY×FAMILY,
e,202509010,normal_spy_00003_ja,normal_spy_00003,ja,SPY×FAMILY,
e,202509010,normal_spy_00004_ja,normal_spy_00004,ja,SPY×FAMILY,
e,202509010,normal_spy_00005_ja,normal_spy_00005,ja,SPY×FAMILY,
e,202509010,normal_spy_00006_ja,normal_spy_00006,ja,SPY×FAMILY,
e,202509010,hard_spy_00001_ja,hard_spy_00001,ja,SPY×FAMILY,
e,202509010,hard_spy_00002_ja,hard_spy_00002,ja,SPY×FAMILY,
e,202509010,hard_spy_00003_ja,hard_spy_00003,ja,SPY×FAMILY,
e,202509010,hard_spy_00004_ja,hard_spy_00004,ja,SPY×FAMILY,
e,202509010,hard_spy_00005_ja,hard_spy_00005,ja,SPY×FAMILY,
e,202509010,hard_spy_00006_ja,hard_spy_00006,ja,SPY×FAMILY,
e,202509010,veryhard_spy_00001_ja,veryhard_spy_00001,ja,SPY×FAMILY,
e,202509010,veryhard_spy_00002_ja,veryhard_spy_00002,ja,SPY×FAMILY,
e,202509010,veryhard_spy_00003_ja,veryhard_spy_00003,ja,SPY×FAMILY,
e,202509010,veryhard_spy_00004_ja,veryhard_spy_00004,ja,SPY×FAMILY,
e,202509010,veryhard_spy_00005_ja,veryhard_spy_00005,ja,SPY×FAMILY,
e,202509010,veryhard_spy_00006_ja,veryhard_spy_00006,ja,SPY×FAMILY,
e,202509010,normal_gom_00001_ja,normal_gom_00001,ja,姫様“拷問”の時間です,
e,202509010,normal_gom_00002_ja,normal_gom_00002,ja,姫様“拷問”の時間です,
e,202509010,normal_gom_00003_ja,normal_gom_00003,ja,姫様“拷問”の時間です,
e,202509010,normal_gom_00004_ja,normal_gom_00004,ja,姫様“拷問”の時間です,
e,202509010,normal_gom_00005_ja,normal_gom_00005,ja,姫様“拷問”の時間です,
e,202509010,normal_gom_00006_ja,normal_gom_00006,ja,姫様“拷問”の時間です,
e,202509010,hard_gom_00001_ja,hard_gom_00001,ja,姫様“拷問”の時間です,
e,202509010,hard_gom_00002_ja,hard_gom_00002,ja,姫様“拷問”の時間です,
e,202509010,hard_gom_00003_ja,hard_gom_00003,ja,姫様“拷問”の時間です,
e,202509010,hard_gom_00004_ja,hard_gom_00004,ja,姫様“拷問”の時間です,
e,202509010,hard_gom_00005_ja,hard_gom_00005,ja,姫様“拷問”の時間です,
e,202509010,hard_gom_00006_ja,hard_gom_00006,ja,姫様“拷問”の時間です,
e,202509010,veryhard_gom_00001_ja,veryhard_gom_00001,ja,姫様“拷問”の時間です,
e,202509010,veryhard_gom_00002_ja,veryhard_gom_00002,ja,姫様“拷問”の時間です,
