ENABLE,id,content_type,target_id,rule_type,rule_value,start_at,end_at,release_key
e,event_test_fragment_n1_1,Stage,event_test_fragment_n1,PartyUnitNum,2,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n1_2,Stage,event_test_fragment_n1,PartyRarity,R,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n1_3,Stage,event_test_fragment_n1,PartyRarity,SR,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n1_4,Stage,event_test_fragment_n1,PartyRarity,SSR,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n1_5,Stage,event_test_fragment_n1,PartySeries,1,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n1_6,Stage,event_test_fragment_n1,PartySeries,2,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n1_7,Stage,event_test_fragment_n1,PartyAttackRangeType,Short,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n1_8,Stage,event_test_fragment_n1,PartyAttackRangeType,Middle,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n1_9,Stage,event_test_fragment_n1,PartyRoleType,Attack,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n1_10,Stage,event_test_fragment_n1,PartyRoleType,Defense,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n1_11,Stage,event_test_fragment_n1,PartyRoleType,Technical,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n1_14,Stage,event_test_fragment_n1,OutpostHp,1,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n1_15,Stage,event_test_fragment_n1,NoContinue,1,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n2_1,Stage,event_test_fragment_n2,PartyUnitNum,3,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n2_2,Stage,event_test_fragment_n2,PartyRarity,R,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n2_3,Stage,event_test_fragment_n2,PartySeries,1,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n2_4,Stage,event_test_fragment_n2,PartyAttackRangeType,Middle,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n2_5,Stage,event_test_fragment_n2,PartyAttackRangeType,Long,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n2_6,Stage,event_test_fragment_n2,PartyRoleType,Balance,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n2_7,Stage,event_test_fragment_n2,PartyRoleType,Support,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n2_8,Stage,event_test_fragment_n2,PartyRoleType,Unique,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n2_9,Stage,event_test_fragment_n2,PartyRoleType,Special,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n2_12,Stage,event_test_fragment_n2,OutpostHp,1,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_fragment_n2_13,Stage,event_test_fragment_n2,NoContinue,1,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_speed_attack_n1_1,Stage,event_test_speed_attack_n1,NoContinue,1,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_speed_attack_n1_2,Stage,event_test_speed_attack_n1,SpeedAttack,100,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_speed_attack_h1_1,Stage,event_test_speed_attack_h1,NoContinue,1,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_speed_attack_h1_2,Stage,event_test_speed_attack_h1,SpeedAttack,100,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_speed_attack_vh1_1,Stage,event_test_speed_attack_vh1,NoContinue,1,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,event_test_speed_attack_vh1_2,Stage,event_test_speed_attack_vh1,SpeedAttack,100,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,advent_battle_1,AdventBattle,advent_battle_test,PartyUnitNum,4,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,advent_battle_2,AdventBattle,advent_battle_test,PartyRarity,R,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,advent_battle_3,AdventBattle,advent_battle_test,PartyRarity,SR,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,advent_battle_4,AdventBattle,advent_battle_test,PartySeries,1,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,advent_battle_5,AdventBattle,advent_battle_test,PartySeries,2,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,advent_battle_6,AdventBattle,advent_battle_test,PartyAttackRangeType,Short,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,advent_battle_7,AdventBattle,advent_battle_test,PartyAttackRangeType,Middle,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,advent_battle_8,AdventBattle,advent_battle_test,PartyRoleType,Attack,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,advent_battle_9,AdventBattle,advent_battle_test,PartyRoleType,Defense,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,advent_battle_10,AdventBattle,advent_battle_test,PartyRoleType,Technical,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,test_rule_01,Stage,3,PartyRarity,R,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,test_rule_02,Stage,4,PartySeries,1,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,test_rule_03,Stage,5,PartyAttackRangeType,Short,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,test_rule_04,Stage,6,PartyRoleType,Attack,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,raid_kai_00001_01,AdventBattle,quest_raid_kai_00002,PartyRoleType,Attack,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,raid_kai_00001_02,AdventBattle,quest_raid_kai_00002,PartyRoleType,Defense,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,raid_kai_00001_03,AdventBattle,quest_raid_kai_00002,PartyRoleType,Technical,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,raid_kai_00001_04,AdventBattle,quest_raid_kai_00002,PartyRoleType,Technical,"2020-01-01 0:00:00","2038-01-01 0:00:00",1
e,test1_01_001,Stage,test1_01_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test1_01_001,Stage,test1_01_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test1_02_001,Stage,test1_02_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test1_02_001,Stage,test1_02_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test1_03_001,Stage,test1_03_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test1_03_001,Stage,test1_03_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test2_01_001,Stage,test2_01_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test2_01_001,Stage,test2_01_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test2_02_001,Stage,test2_02_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test2_02_001,Stage,test2_02_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test2_03_001,Stage,test2_03_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test2_03_001,Stage,test2_03_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test3_01_001,Stage,test3_01_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test3_01_001,Stage,test3_01_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test3_02_001,Stage,test3_02_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test3_02_001,Stage,test3_02_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test3_03_001,Stage,test3_03_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test3_03_001,Stage,test3_03_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test4_01_001,Stage,test4_01_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test4_01_001,Stage,test4_01_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test4_02_001,Stage,test4_02_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test4_02_001,Stage,test4_02_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test4_03_001,Stage,test4_03_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test4_03_001,Stage,test4_03_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test5_01_001,Stage,test5_01_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test5_01_001,Stage,test5_01_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test5_02_001,Stage,test5_02_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test5_02_001,Stage,test5_02_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test5_03_001,Stage,test5_03_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test5_03_001,Stage,test5_03_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test6_01_001,Stage,test6_01_001,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test6_01_002,Stage,test6_01_002,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test6_01_003,Stage,test6_01_003,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test6_01_004,Stage,test6_01_004,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test6_01_005,Stage,test6_01_005,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test6_01_006,Stage,test6_01_006,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test6_01_007,Stage,test6_01_007,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test6_01_008,Stage,test6_01_008,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test6_01_009,Stage,test6_01_009,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test6_01_010,Stage,test6_01_010,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test6_01_011,Stage,test6_01_011,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test6_01_012,Stage,test6_01_012,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test6_01_013,Stage,test6_01_013,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test6_01_014,Stage,test6_01_014,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test6_01_015,Stage,test6_01_015,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test6_01_016,Stage,test6_01_016,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,test6_01_017,Stage,test6_01_017,SpeedAttack,1000,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,pvp_test,Pvp,2025045,UnitStatus,test,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,pvp_test_2,Pvp,2025046,UnitStatus,test2,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,pvp_test_3,Pvp,2025047,UnitStatus,test3,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,pvp_test_4,Pvp,2025048,UnitStatus,test4,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,pvp_test_4,Pvp,2025051,PartyRoleType,Attack,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,pvp_test_5,Pvp,2025052,UnitStatus,test5,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,pvp_test_8,Pvp,2025053,UnitStatus,test6,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,stage_test_01,Stage,1,PartyColor,Red,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
e,stage_test_02,Stage,1,PartyColor,Blue,"2025-05-01 12:00:00","2037-12-31 23:59:59",1
