ENABLE,id,release_key
e,page_develop_001,999999999
e,page_develop_002,999999999
e,plan_test_stage001,999999999
e,plan_test_stage002,999999999
e,plan_test_stage003,999999999
e,plan_test_stage_004_red,999999999
e,plan_test_stage_005_blue,999999999
e,plan_test_stage_006_yellow,999999999
e,plan_test_stage_007_green,999999999
e,plan_test_stage_008_colorless,999999999
e,plan_test_stage_powerup01,999999999
e,plan_test_stage_powerdown01,999999999
e,plan_test_stage_slipdamage01,999999999
e,plan_test_stage_gust01,999999999
e,plan_test_stage_poison01,999999999
e,plan_test_stage_normal01,999999999
e,tutorial,202509010
e,tutorial_2,202509010
e,default_pvp,202509010
e,pvp_202509010_01,202509010
e,test_pvp,999999999
e,pvp_spy_01,202510010
e,pvp_dan_01,202510010
e,pvp_mag_01,202511010
e,pvp_spy_02,202510010
e,pvp_yuw_01,202511020
e,pvp_yuw_02,202511020
e,pvp_sur_01,202512010
e,pvp_sur_02,202512010
e,pvp_Xmas_01,202512015
e,pvp_osh_01,202512020
e,pvp_jig_01,202601010
e,pvp_jig_02,202601010
e,pvp_you_01,202602010
e,pvp_you_02,202602010
e,enhance_00001,202509010
e,normal_gom_00001,202509010
e,normal_gom_00002,202509010
e,normal_gom_00003,202509010
e,normal_gom_00004,202509010
e,normal_gom_00005,202509010
e,normal_gom_00006,202509010
e,hard_gom_00001,202509010
e,hard_gom_00002,202509010
e,hard_gom_00003,202509010
e,hard_gom_00004,202509010
e,hard_gom_00005,202509010
e,hard_gom_00006,202509010
e,veryhard_gom_00001,202509010
e,veryhard_gom_00002,202509010
e,veryhard_gom_00003,202509010
e,veryhard_gom_00004,202509010
e,veryhard_gom_00005,202509010
e,veryhard_gom_00006,202509010
e,normal_aka_00001,202509010
e,normal_aka_00002,202509010
e,normal_aka_00003,202509010
e,hard_aka_00001,202509010
e,hard_aka_00002,202509010
e,hard_aka_00003,202509010
e,veryhard_aka_00001,202509010
e,veryhard_aka_00002,202509010
e,veryhard_aka_00003,202509010
e,normal_glo1_00001,202509010
e,normal_glo1_00002,202509010
e,normal_glo1_00003,202509010
e,hard_glo1_00001,202509010
e,hard_glo1_00002,202509010
e,hard_glo1_00003,202509010
e,veryhard_glo1_00001,202509010
e,veryhard_glo1_00002,202509010
e,veryhard_glo1_00003,202509010
e,normal_dan_00001,202509010
e,normal_dan_00002,202509010
e,normal_dan_00003,202509010
e,normal_dan_00004,202509010
e,normal_dan_00005,202509010
e,normal_dan_00006,202509010
e,hard_dan_00001,202509010
e,hard_dan_00002,202509010
e,hard_dan_00003,202509010
e,hard_dan_00004,202509010
e,hard_dan_00005,202509010
e,hard_dan_00006,202509010
e,veryhard_dan_00001,202509010
e,veryhard_dan_00002,202509010
e,veryhard_dan_00003,202509010
e,veryhard_dan_00004,202509010
e,veryhard_dan_00005,202509010
e,veryhard_dan_00006,202509010
e,normal_jig_00001,202509010
e,normal_jig_00002,202509010
e,normal_jig_00003,202509010
e,normal_jig_00004,202509010
e,normal_jig_00005,202509010
e,normal_jig_00006,202509010
e,hard_jig_00001,202509010
e,hard_jig_00002,202509010
e,hard_jig_00003,202509010
e,hard_jig_00004,202509010
e,hard_jig_00005,202509010
e,hard_jig_00006,202509010
e,veryhard_jig_00001,202509010
e,veryhard_jig_00002,202509010
e,veryhard_jig_00003,202509010
e,veryhard_jig_00004,202509010
e,veryhard_jig_00005,202509010
e,veryhard_jig_00006,202509010
e,normal_tak_00001,202509010
e,normal_tak_00002,202509010
e,normal_tak_00003,202509010
e,hard_tak_00001,202509010
e,hard_tak_00002,202509010
e,hard_tak_00003,202509010
e,veryhard_tak_00001,202509010
e,veryhard_tak_00002,202509010
e,veryhard_tak_00003,202509010
e,normal_glo2_00001,202509010
e,normal_glo2_00002,202509010
e,normal_glo2_00003,202509010
e,hard_glo2_00001,202509010
e,hard_glo2_00002,202509010
e,hard_glo2_00003,202509010
e,veryhard_glo2_00001,202509010
e,veryhard_glo2_00002,202509010
e,veryhard_glo2_00003,202509010
e,normal_chi_00001,202509010
e,normal_chi_00002,202509010
e,normal_chi_00003,202509010
e,normal_chi_00004,202509010
e,normal_chi_00005,202509010
e,normal_chi_00006,202509010
e,hard_chi_00001,202509010
e,hard_chi_00002,202509010
e,hard_chi_00003,202509010
e,hard_chi_00004,202509010
e,hard_chi_00005,202509010
e,hard_chi_00006,202509010
