ENABLE,id,group_id,resource_type,resource_id,resource_amount,weight,pickup,release_key
e,1,1,Unit,chara_sur_00001,1,10,1,1
e,2,1,Unit,chara_jig_00001,1,10,0,1
e,3,1,Unit,chara_jig_00101,1,10,0,1
e,4,1,Unit,chara_jig_00201,1,10,0,1
e,6,1,Unit,chara_jig_00301,1,10,0,1
e,7,1,Unit,chara_kai_00101,1,10,0,1
e,8,1,Unit,chara_kai_00301,1,10,0,1
e,9,1,Unit,chara_kai_00001,1,10,0,1
e,10,1,Unit,chara_kai_00002,1,10,0,1
e,11,1,Unit,chara_dos_00001,1,10,0,1
e,12,1,Unit,chara_chi_00001,1,10,0,1
e,13,1,Unit,chara_sum_00001,1,10,0,1
e,14,1,Unit,chara_sum_00201,1,10,0,1
e,item_premium_1,1,Item,memoryfragment_glo_00001,1,100,0,1
e,item_premium_2,1,Coin,,1,100,0,1
e,15,2,Unit,chara_glo_00132,1,10,0,1
e,16,2,Unit,chara_jig_00001,1,10,0,1
e,17,2,Unit,chara_dan_00002,1,10,0,1
e,18,2,Unit,chara_gom_00001,1,10,0,1
e,19,2,Unit,chara_glo_00001,1,10,0,1
e,20,2,Unit,chara_glo_00002,1,10,0,1
e,21,2,Unit,chara_jig_00101,1,10,0,1
e,23,2,Unit,chara_glo_00101,1,10,0,1
e,24,2,Unit,chara_glo_00102,1,10,0,1
e,25,2,Unit,chara_glo_00111,1,10,0,1
e,26,2,Unit,chara_glo_00112,1,10,0,1
e,27,2,Unit,chara_glo_00113,1,10,0,1
e,28,2,Unit,chara_glo_00121,1,10,0,1
e,29,2,Unit,chara_glo_00122,1,10,0,1
e,30,2,Unit,chara_sur_00001,1,10,0,1
e,31,2,Unit,chara_glo_00131,1,10,0,1
e,32,2,Unit,chara_glo_00132,1,10,0,1
e,33,2,Unit,chara_jig_00001,1,1,1,1
e,34,2,Unit,chara_dan_00002,1,10,0,1
e,35,3,Unit,chara_gom_00001,1,1,1,1
e,36,1,Coin,,100,100,0,1
e,37,1,Item,item_icon_gasha_medal_glo_90000,1,100,0,1
e,38,4,Unit,chara_jig_00101,1,90,0,1
e,39,4,Unit,chara_dan_00001,1,90,0,1
e,40,4,Unit,chara_gom_00001,1,90,0,1
e,41,4,Unit,chara_dan_00001,1,90,0,1
e,42,4,Unit,chara_dan_00002,1,90,0,1
e,43,4,Unit,chara_dan_00101,1,90,0,1
e,44,4,Unit,chara_gom_00001,1,90,0,1
e,45,4,Unit,chara_gom_00101,1,90,0,1
e,46,4,Unit,chara_gom_00201,1,360,0,1
e,47,4,Unit,chara_sur_00001,1,360,0,1
e,48,4,Unit,chara_jig_00001,1,360,0,1
e,49,4,Unit,chara_jig_00101,1,360,0,1
e,50,4,Unit,chara_jig_00201,1,360,0,1
e,51,4,Unit,chara_jig_00301,1,1020,0,1
e,52,4,Unit,chara_kai_00101,1,1020,0,1
e,53,4,Unit,chara_kai_00301,1,1020,0,1
e,54,4,Unit,chara_kai_00001,1,1020,0,1
e,55,4,Unit,chara_kai_00002,1,1020,0,1
e,56,4,Unit,chara_dos_00001,1,1020,0,1
e,57,4,Unit,chara_chi_00001,1,3120,0,1
e,58,4,Unit,chara_aka_00001,1,3120,0,1
e,59,4,Unit,chara_aka_00101,1,3120,0,1
e,71,5,Unit,chara_dan_00002,1,10,0,1
e,72,5,Unit,chara_chi_00002,1,10,0,1
e,73,5,Unit,chara_spy_00101,1,10,0,1
e,74,5,Unit,chara_sur_00101,1,10,0,1
e,75,5,Unit,chara_jig_00001,1,10,0,1
e,76,5,Unit,chara_sum_00101,1,10,0,1
e,77,5,Unit,chara_kai_00002,1,10,0,1
e,78,5,Unit,chara_gom_00001,1,10,0,1
e,Special_001_1,Special_001,Unit,chara_spy_00101,1,270,0,1
e,Special_001_2,Special_001,Unit,chara_spy_00201,1,270,0,1
e,Special_001_3,Special_001,Unit,chara_spy_00001,1,270,0,1
e,Special_001_4,Special_001,Unit,chara_dan_00002,1,270,0,1
e,Special_001_5,Special_001,Unit,chara_gom_00001,1,270,0,1
e,Special_001_6,Special_001,Unit,chara_chi_00002,1,270,0,1
e,Special_001_7,Special_001,Unit,chara_kai_00002,1,270,0,1
e,Special_001_8,Special_001,Unit,chara_yuw_00001,1,270,0,1
e,Special_001_9,Special_001,Unit,chara_yuw_00101,1,270,0,1
e,Special_001_10,Special_001,Unit,chara_sur_00101,1,270,0,1
e,Special_001_11,Special_001,Unit,chara_jig_00001,1,270,0,1
e,Special_001_12,Special_001,Unit,chara_mag_00001,1,270,0,1
e,Special_001_13,Special_001,Unit,chara_sum_00101,1,270,0,1
e,Special_001_14,Special_001,Unit,chara_dan_00101,1,1300,0,1
e,Special_001_15,Special_001,Unit,chara_chi_00201,1,1300,0,1
e,Special_001_16,Special_001,Unit,chara_chi_00301,1,1300,0,1
e,Special_001_17,Special_001,Unit,chara_kai_00301,1,1300,0,1
e,Special_001_18,Special_001,Unit,chara_ron_00001,1,1300,0,1
e,Special_001_19,Special_001,Unit,chara_aha_00101,1,1300,0,1
e,Special_001_20,Special_001,Unit,chara_jig_00101,1,1300,0,1
e,Special_001_21,Special_001,Unit,chara_dos_00001,1,1300,0,1
e,Special_001_22,Special_001,Unit,chara_dos_00101,1,1300,0,1
e,Special_001_23,Special_001,Unit,chara_gom_00101,1,4095,0,1
e,Special_001_24,Special_001,Unit,chara_bat_00001,1,4095,0,1
e,Special_001_25,Special_001,Unit,chara_bat_00101,1,4095,0,1
e,Special_001_26,Special_001,Unit,chara_kai_00101,1,4095,0,1
e,Special_001_27,Special_001,Unit,chara_sur_00201,1,4095,0,1
e,Special_001_28,Special_001,Unit,chara_sur_00301,1,4095,0,1
e,Special_001_29,Special_001,Unit,chara_aha_00001,1,4095,0,1
e,Special_001_30,Special_001,Unit,chara_jig_00301,1,4095,0,1
e,Special_001_31,Special_001,Unit,chara_mag_00101,1,4095,0,1
e,Special_001_32,Special_001,Unit,chara_sum_00201,1,4095,0,1
e,Special_001_33,Special_001,Unit,chara_aka_00001,1,6760,0,1
e,Special_001_34,Special_001,Unit,chara_aka_00101,1,6760,0,1
e,Special_001_35,Special_001,Unit,chara_rik_00001,1,6760,0,1
e,Special_001_36,Special_001,Unit,chara_ron_00101,1,6760,0,1
e,Special_001_37,Special_001,Unit,chara_dan_00001,1,6760,0,1
e,Special_001_38,Special_001,Unit,chara_chi_00001,1,6760,0,1
e,Special_001_39,Special_001,Unit,chara_kai_00001,1,6760,0,1
e,Special_001_40,Special_001,Unit,chara_sur_00001,1,6760,0,1
e,Special_001_41,Special_001,Unit,chara_sum_00001,1,6760,0,1
e,fixs_Special_001_1,fixd_Special_001,Unit,chara_spy_00101,1,270,0,1
e,fixs_Special_001_2,fixd_Special_001,Unit,chara_spy_00201,1,270,0,1
e,fixs_Special_001_3,fixd_Special_001,Unit,chara_spy_00001,1,270,0,1
e,fixs_Special_001_4,fixd_Special_001,Unit,chara_dan_00002,1,270,0,1
e,fixs_Special_001_5,fixd_Special_001,Unit,chara_gom_00001,1,270,0,1
e,fixs_Special_001_6,fixd_Special_001,Unit,chara_chi_00002,1,270,0,1
e,fixs_Special_001_7,fixd_Special_001,Unit,chara_kai_00002,1,270,0,1
e,fixs_Special_001_8,fixd_Special_001,Unit,chara_yuw_00001,1,270,0,1
e,fixs_Special_001_9,fixd_Special_001,Unit,chara_yuw_00101,1,270,0,1
e,fixs_Special_001_10,fixd_Special_001,Unit,chara_sur_00101,1,270,0,1
e,fixs_Special_001_11,fixd_Special_001,Unit,chara_jig_00001,1,270,0,1
e,fixs_Special_001_12,fixd_Special_001,Unit,chara_mag_00001,1,270,0,1
e,fixs_Special_001_13,fixd_Special_001,Unit,chara_sum_00101,1,270,0,1
e,fixs_Special_001_14,fixd_Special_001,Unit,chara_dan_00101,1,1300,0,1
e,fixs_Special_001_15,fixd_Special_001,Unit,chara_chi_00201,1,1300,0,1
e,fixs_Special_001_16,fixd_Special_001,Unit,chara_chi_00301,1,1300,0,1
e,fixs_Special_001_17,fixd_Special_001,Unit,chara_kai_00301,1,1300,0,1
e,fixs_Special_001_18,fixd_Special_001,Unit,chara_ron_00001,1,1300,0,1
e,fixs_Special_001_19,fixd_Special_001,Unit,chara_aha_00101,1,1300,0,1
e,fixs_Special_001_20,fixd_Special_001,Unit,chara_jig_00101,1,1300,0,1
e,fixs_Special_001_21,fixd_Special_001,Unit,chara_dos_00001,1,1300,0,1
e,fixs_Special_001_22,fixd_Special_001,Unit,chara_dos_00101,1,1300,0,1
e,fixs_Special_001_23,fixd_Special_001,Unit,chara_gom_00101,1,10179,0,1
e,fixs_Special_001_24,fixd_Special_001,Unit,chara_bat_00001,1,10179,0,1
e,fixs_Special_001_25,fixd_Special_001,Unit,chara_bat_00101,1,10179,0,1
e,fixs_Special_001_26,fixd_Special_001,Unit,chara_kai_00101,1,10179,0,1
e,fixs_Special_001_27,fixd_Special_001,Unit,chara_sur_00201,1,10179,0,1
e,fixs_Special_001_28,fixd_Special_001,Unit,chara_sur_00301,1,10179,0,1
e,fixs_Special_001_29,fixd_Special_001,Unit,chara_aha_00001,1,10179,0,1
e,fixs_Special_001_30,fixd_Special_001,Unit,chara_jig_00301,1,10179,0,1
e,fixs_Special_001_31,fixd_Special_001,Unit,chara_mag_00101,1,10179,0,1
e,fixs_Special_001_32,fixd_Special_001,Unit,chara_sum_00201,1,10179,0,1
e,Pickup_kai_001_1,Pickup_kai_001,Unit,chara_kai_00201,1,216,1,1
e,Pickup_kai_001_2,Pickup_kai_001,Unit,chara_spy_00101,1,54,0,1
e,Pickup_kai_001_3,Pickup_kai_001,Unit,chara_spy_00001,1,54,0,1
e,Pickup_kai_001_4,Pickup_kai_001,Unit,chara_dan_00002,1,54,0,1
e,Pickup_kai_001_5,Pickup_kai_001,Unit,chara_gom_00001,1,54,0,1
e,Pickup_kai_001_6,Pickup_kai_001,Unit,chara_chi_00002,1,54,0,1
e,Pickup_kai_001_7,Pickup_kai_001,Unit,chara_kai_00002,1,54,0,1
e,Pickup_kai_001_8,Pickup_kai_001,Unit,chara_yuw_00001,1,54,0,1
e,Pickup_kai_001_9,Pickup_kai_001,Unit,chara_yuw_00101,1,54,0,1
e,Pickup_kai_001_10,Pickup_kai_001,Unit,chara_sur_00101,1,54,0,1
e,Pickup_kai_001_11,Pickup_kai_001,Unit,chara_jig_00001,1,54,0,1
e,Pickup_kai_001_12,Pickup_kai_001,Unit,chara_mag_00001,1,54,0,1
e,Pickup_kai_001_13,Pickup_kai_001,Unit,chara_sum_00101,1,54,0,1
e,Pickup_kai_001_14,Pickup_kai_001,Unit,chara_kai_00401,1,432,1,1
e,Pickup_kai_001_15,Pickup_kai_001,Unit,chara_dan_00101,1,272,0,1
e,Pickup_kai_001_16,Pickup_kai_001,Unit,chara_chi_00201,1,272,0,1
e,Pickup_kai_001_17,Pickup_kai_001,Unit,chara_chi_00301,1,272,0,1
e,Pickup_kai_001_18,Pickup_kai_001,Unit,chara_kai_00301,1,272,0,1
e,Pickup_kai_001_19,Pickup_kai_001,Unit,chara_ron_00001,1,272,0,1
e,Pickup_kai_001_20,Pickup_kai_001,Unit,chara_aha_00101,1,272,0,1
e,Pickup_kai_001_21,Pickup_kai_001,Unit,chara_jig_00101,1,272,0,1
e,Pickup_kai_001_22,Pickup_kai_001,Unit,chara_dos_00001,1,272,0,1
