ENABLE,id,mst_page_id,row,height,koma_line_layout_asset_key,koma1_asset_key,koma1_width,koma1_back_ground_offset,koma1_effect_type,koma1_effect_parameter1,koma1_effect_parameter2,koma1_effect_target_side,koma1_effect_target_colors,koma1_effect_target_roles,koma2_asset_key,koma2_width,koma2_back_ground_offset,koma2_effect_type,koma2_effect_parameter1,koma2_effect_parameter2,koma2_effect_target_side,koma2_effect_target_colors,koma2_effect_target_roles,koma3_asset_key,koma3_width,koma3_back_ground_offset,koma3_effect_type,koma3_effect_parameter1,koma3_effect_parameter2,koma3_effect_target_side,koma3_effect_target_colors,koma3_effect_target_roles,koma4_asset_key,koma4_width,koma4_back_ground_offset,koma4_effect_type,koma4_effect_parameter1,koma4_effect_parameter2,koma4_effect_target_side,koma4_effect_target_colors,koma4_effect_target_roles,release_key
e,line_develop_001_1,page_develop_001,1,0.52,3,glo_00001,0.4,-1,None,0,0,All,All,All,glo_00001,0.6,-1,AttackPowerDown,50,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,line_develop_001_2,page_develop_001,2,0.52,1,glo_00001,1,0,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,line_develop_001_3,page_develop_001,3,0.52,6,glo_00001,0.5,0,AttackPowerUp,50,0,All,All,All,glo_00001,0.5,0,SlipDamage,1,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,line_develop_001_4,page_develop_001,4,0.52,2,glo_00001,0.6,0.92,None,0,0,All,All,All,glo_00001,0.4,0.92,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,line_develop_002_1,page_develop_002,1,0.52,3,jig_00002,0.4,-1,None,0,0,All,All,All,jig_00002,0.6,-1,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,line_develop_002_2,page_develop_002,2,0.52,1,jig_00002,1,0,None,0,0,All,All,All,,,__NULL__,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,line_develop_002_2,page_develop_002,2,0.52,1,jig_00002,1,0,None,0,0,All,All,All,,,__NULL__,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,line_develop_002_4,page_develop_002,3,0.52,2,jig_00002,0.6,0.92,None,0,0,All,All,All,jig_00002,0.4,0.92,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage001_01,plan_test_stage001,1,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage001_02,plan_test_stage001,2,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage001_03,plan_test_stage001,3,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage002_01,plan_test_stage002,1,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage002_02,plan_test_stage002,2,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage002_03,plan_test_stage002,3,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage003_01,plan_test_stage003,1,0.55,0.55,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage003_02,plan_test_stage003,2,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage003_03,plan_test_stage003,3,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_004_red_01,plan_test_stage_004_red,1,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_004_red_02,plan_test_stage_004_red,2,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_004_red_03,plan_test_stage_004_red,3,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_005_blue_01,plan_test_stage_005_blue,1,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_005_blue_02,plan_test_stage_005_blue,2,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_005_blue_03,plan_test_stage_005_blue,3,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_006_yellow_01,plan_test_stage_006_yellow,1,0.55,1,jig_00003,1,-0.5,None,0,3,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_006_yellow_02,plan_test_stage_006_yellow,2,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_006_yellow_03,plan_test_stage_006_yellow,3,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_007_green_01,plan_test_stage_007_green,1,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_007_green_02,plan_test_stage_007_green,2,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_007_green_03,plan_test_stage_007_green,3,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_008_colorless_01,plan_test_stage_008_colorless,1,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_008_colorless_02,plan_test_stage_008_colorless,2,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_008_colorless_03,plan_test_stage_008_colorless,3,0.55,1,jig_00003,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_powerup01_1,plan_test_stage_powerup01,1,0.55,5,glo_00001,0.25,-1,None,0,0,All,All,All,glo_00001,0.75,-1,AttackPowerUp,50,0,Player,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_powerup01_2,plan_test_stage_powerup01,2,0.55,1,glo_00001,1,-1,AttackPowerUp,50,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_powerdown01_1,plan_test_stage_powerdown01,1,0.55,5,glo_00001,0.25,-1,None,0,0,All,All,All,glo_00001,0.75,-1,"AttackPowerDown				",90,0,Player,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_powerdown01_2,plan_test_stage_powerdown01,2,0.55,1,glo_00001,1,-1,"AttackPowerDown				",90,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_slipdamage01_1,plan_test_stage_slipdamage01,1,0.55,5,glo_00001,0.25,-1,None,0,0,All,All,All,glo_00001,0.75,-1,SlipDamage,1000,0,Player,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_slipdamage01_2,plan_test_stage_slipdamage01,2,0.55,1,glo_00001,1,-1,SlipDamage,1000,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
e,plan_test_stage_gust01_1,plan_test_stage_gust01,1,0.55,5,glo_00001,0.25,-1,None,0,0,All,All,All,glo_00001,0.75,-1,Gust,200,0.5,Player,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,999999999
