ENABLE,release_key,id,mst_mission_event_id,language,description
e,1,event_achievement_1_ja,event_achievement_1,ja,ダンダダン1話をクリアしよう
e,1,event_achievement_2_ja,event_achievement_2,ja,ダンダダン2話をクリアしよう
e,1,event_achievement_3_ja,event_achievement_3,ja,姫様拷問の時間です1話をクリアしよう
e,1,event_achievement_4_ja,event_achievement_4,ja,姫様拷問の時間です2話をクリアしよう
e,1,event_achievement_5_ja,event_achievement_5,ja,地獄楽1話をクリアしよう
e,1,event_achievement_6_ja,event_achievement_6,ja,地獄楽2話をクリアしよう
e,1,event_achievement_7_ja,event_achievement_7,ja,魔都精兵のスレイブ1話をクリアしよう
e,1,event_achievement_8_ja,event_achievement_8,ja,魔都精兵のスレイブ2話をクリアしよう
e,1,event_achievement_9_ja,event_achievement_9,ja,ダンダダンhard1話をクリアしよう
e,1,event_achievement_10_ja,event_achievement_10,ja,ダンダダンhard2話をクリアしよう
e,1,event_achievement_11_ja,event_achievement_11,ja,姫様拷問の時間ですhard1話をクリアしよう
e,1,event_achievement_12_ja,event_achievement_12,ja,姫様拷問の時間ですhard2話をクリアしよう
e,1,event_achievement_13_ja,event_achievement_13,ja,地獄楽hard1話をクリアしよう
e,1,event_achievement_14_ja,event_achievement_14,ja,地獄楽hard2話をクリアしよう
e,1,event_achievement_15_ja,event_achievement_15,ja,累計1回キャラを強化しよう
e,1,event_achievement_16_ja,event_achievement_16,ja,累計5回キャラを強化しよう
e,1,event_achievement_17_ja,event_achievement_17,ja,累計10回キャラを強化しよう
e,1,event_achievement_18_ja,event_achievement_18,ja,累計30回キャラを強化しよう
e,1,event_achievement_19_ja,event_achievement_19,ja,累計50回キャラを強化しよう
e,1,event_achievement_20_ja,event_achievement_20,ja,累計70回キャラを強化しよう
e,1,event_achievement_21_ja,event_achievement_21,ja,累計100回キャラを強化しよう
e,1,event_achievement_22_ja,event_achievement_22,ja,累計150回キャラを強化しよう
e,1,event_achievement_23_ja,event_achievement_23,ja,累計200回キャラを強化しよう
e,1,event_achievement_24_ja,event_achievement_24,ja,ゲートを合計1回以上強化
e,1,event_achievement_25_ja,event_achievement_25,ja,ゲートを合計5回以上強化
e,1,event_achievement_26_ja,event_achievement_26,ja,ゲートを合計10回以上強化
e,1,event_achievement_27_ja,event_achievement_27,ja,ゲートを合計15回以上強化
e,1,event_achievement_28_ja,event_achievement_28,ja,ゲートを合計20回以上強化
e,1,event_achievement_29_ja,event_achievement_29,ja,ゲートを合計30回以上強化
e,1,event_achievement_30_ja,event_achievement_30,ja,ゲートを合計40回以上強化
e,1,event_achievement_31_ja,event_achievement_31,ja,ゲートを合計50回以上強化
e,1,event_achievement_32_ja,event_achievement_32,ja,ゲートを合計60回以上強化
e,1,event_achievement_33_ja,event_achievement_33,ja,綾瀬桃を編成してダンダダン2話を1回クリア
e,1,event_achievement_34_ja,event_achievement_34,ja,姫（奴隷服）を編成して姫様拷問の時間です2話を1回クリア
e,1,event_achievement_35_ja,event_achievement_35,ja,"山田浅ェ門 佐切を編成して地獄楽2話を1回クリア"
e,1,event_achievement_36_ja,event_achievement_36,ja,"和倉 優希を編成して魔都精兵のスレイブ2話を1回クリア"
e,1,event_achievement_37_ja,event_achievement_37,ja,降臨バトルで累計スコア100000を記録しよう
e,1,event_achievement_38_ja,event_achievement_38,ja,降臨バトルで累計スコア200000を記録しよう
e,1,event_achievement_39_ja,event_achievement_39,ja,(test2)ダンダダン1話をクリアしよう
e,1,event_achievement_40_ja,event_achievement_40,ja,(test2)ダンダダン1話をクリアしよう
e,1,event_achievement_41_ja,event_achievement_41,ja,(test2)ダンダダン2話をクリアしよう
e,1,event_achievement_42_ja,event_achievement_42,ja,(test2)姫様拷問の時間です1話をクリアしよう
e,1,event_achievement_43_ja,event_achievement_43,ja,(test2)姫様拷問の時間です2話をクリアしよう
e,1,event_achievement_39_1_ja,event_achievement_39_1,ja,(test2)ダンダダン1話をクリアしよう
e,1,event_achievement_40_1_ja,event_achievement_40_1,ja,(test2)ダンダダン1話をクリアしよう
e,1,event_achievement_41_1_ja,event_achievement_41_1,ja,(test2)ダンダダン2話をクリアしよう
e,1,event_achievement_39_2_ja,event_achievement_39_2,ja,(test2)ダンダダン1話をクリアしよう
e,1,event_achievement_40_2_ja,event_achievement_40_2,ja,(test2)ダンダダン1話をクリアしよう
e,1,event_achievement_41_2_ja,event_achievement_41_2,ja,(test2)ダンダダン2話をクリアしよう
e,1,event_achievement_39_3_ja,event_achievement_39_3,ja,(test2)ダンダダン1話をクリアしよう
e,1,event_achievement_40_3_ja,event_achievement_40_3,ja,(test2)ダンダダン1話をクリアしよう
e,1,event_achievement_41_3_ja,event_achievement_41_3,ja,(test2)ダンダダン2話をクリアしよう
e,1,event_achievement_39_4_ja,event_achievement_39_4,ja,(test2)ダンダダン1話をクリアしよう
e,1,event_achievement_40_4_ja,event_achievement_40_4,ja,(test2)ダンダダン1話をクリアしよう
e,1,event_achievement_41_4_ja,event_achievement_41_4,ja,(test2)ダンダダン2話をクリアしよう
e,1,event_achievement_39_5_ja,event_achievement_39_5,ja,(test2)ダンダダン1話をクリアしよう
e,1,event_achievement_40_5_ja,event_achievement_40_5,ja,(test2)ダンダダン1話をクリアしよう
e,1,event_achievement_41_5_ja,event_achievement_41_5,ja,(test2)ダンダダン2話をクリアしよう
e,1,event_achievement_44_ja,event_achievement_44,ja,[テスト]リリサを連れてステージに100回挑戦しよう
e,1,event_achievement_45_ja,event_achievement_45,ja,[テスト]リリサを連れてステージを100回クリアしよう
e,1,event_achievement_46_ja,event_achievement_46,ja,[テスト]リリサを連れてステージ「event_spy1_charaget01_00001」に100回挑戦しよう
e,1,event_achievement_47_ja,event_achievement_47,ja,[テスト]リリサを連れてステージ「event_spy1_charaget01_00001」を100回クリアしよう
e,1,event_achievement_48_ja,event_achievement_48,ja,【汗が輝いてるよ!】ぴえヨンを編成に入れて「ファンと推し合戦！」を1回クリア
e,1,event_achievement_49_ja,event_achievement_49,ja,【バルクきてるよ!】ぴえヨンを編成に入れて「芸能界へ！」3話を5回クリア
e,1,event_achievement_50_ja,event_achievement_50,ja,【胸筋の登山始まってるよ!】強化クエスト「ぴえヨンのブートクエスト」をクリアしよう
e,1,event_achievement_51_ja,event_achievement_51,ja,【手羽先の完全究極体!】ぴえヨンを編成に入れて「芸能界には才能が集まる」1話を1回挑戦
e,1,event_achievement_52_ja,event_achievement_52,ja,[文言テスト用]【見てるこっちが筋肉痛!】ぴえヨンを編成に入れて「ぴえヨンのブートクエスト」3話を20回クリア
