ENABLE,id,mst_exchange_lineup_id,cost_type,cost_id,cost_amount,release_key
e,normal_01_lineup_00001,normal_01_lineup_00001,Coin,,30000,202512015
e,normal_01_lineup_00002,normal_01_lineup_00002,Coin,,1000,202512015
e,normal_01_lineup_00003,normal_01_lineup_00003,Coin,,1500,202512015
e,normal_01_lineup_00004,normal_01_lineup_00004,Coin,,3000,202512015
e,normal_01_lineup_00005,normal_01_lineup_00005,Coin,,810,202512015
e,normal_01_lineup_00006,normal_01_lineup_00006,Coin,,810,202512015
e,normal_01_lineup_00007,normal_01_lineup_00007,Coin,,810,202512015
e,normal_01_lineup_00008,normal_01_lineup_00008,Coin,,810,202512015
e,normal_01_lineup_00009,normal_01_lineup_00009,Coin,,810,202512015
e,normal_01_lineup_00010,normal_01_lineup_00010,Coin,,6000,202512015
e,event_osh_00001_01_lineup_00001,event_osh_00001_01_lineup_00001,Item,item_glo_00001,10000,202512020
e,event_osh_00001_01_lineup_00002,event_osh_00001_01_lineup_00002,Item,item_glo_00001,20000,202512020
e,event_osh_00001_01_lineup_00003,event_osh_00001_01_lineup_00003,Item,item_glo_00001,1000,202512020
e,event_osh_00001_01_lineup_00004,event_osh_00001_01_lineup_00004,Item,item_glo_00001,2500,202512020
e,event_osh_00001_01_lineup_00005,event_osh_00001_01_lineup_00005,Item,item_glo_00001,15000,202512020
e,event_osh_00001_01_lineup_00006,event_osh_00001_01_lineup_00006,Item,item_glo_00001,5000,202512020
e,event_osh_00001_01_lineup_00007,event_osh_00001_01_lineup_00007,Item,item_glo_00001,10000,202512020
e,event_osh_00001_01_lineup_00008,event_osh_00001_01_lineup_00008,Item,item_glo_00001,1000,202512020
e,event_osh_00001_01_lineup_00009,event_osh_00001_01_lineup_00009,Item,item_glo_00001,2000,202512020
e,event_osh_00001_01_lineup_00010,event_osh_00001_01_lineup_00010,Item,item_glo_00001,10000,202512020
e,event_osh_00001_01_lineup_00011,event_osh_00001_01_lineup_00011,Item,item_glo_00001,10000,202512020
e,event_osh_00001_01_lineup_00012,event_osh_00001_01_lineup_00012,Item,item_glo_00001,10000,202512020
e,event_osh_00001_01_lineup_00013,event_osh_00001_01_lineup_00013,Item,item_glo_00001,10000,202512020
e,event_osh_00001_01_lineup_00014,event_osh_00001_01_lineup_00014,Item,item_glo_00001,10000,202512020
e,event_osh_00001_01_lineup_00015,event_osh_00001_01_lineup_00015,Item,item_glo_00001,10000,202512020
e,event_osh_00001_01_lineup_00016,event_osh_00001_01_lineup_00016,Item,item_glo_00001,7500,202512020
e,event_osh_00001_01_lineup_00017,event_osh_00001_01_lineup_00017,Item,item_glo_00001,7500,202512020
e,event_osh_00001_01_lineup_00018,event_osh_00001_01_lineup_00018,Item,item_glo_00001,1000,202512020
e,event_osh_00001_01_lineup_00019,event_osh_00001_01_lineup_00019,Item,item_glo_00001,2500,202512020
e,event_osh_00001_01_lineup_00020,event_osh_00001_01_lineup_00020,Item,item_glo_00001,5000,202512020
e,event_osh_00001_01_lineup_00021,event_osh_00001_01_lineup_00021,Item,item_glo_00001,500,202512020
e,event_osh_00001_01_lineup_00022,event_osh_00001_01_lineup_00022,Item,item_glo_00001,500,202512020
e,event_osh_00001_01_lineup_00023,event_osh_00001_01_lineup_00023,Item,item_glo_00001,500,202512020
e,event_osh_00001_01_lineup_00024,event_osh_00001_01_lineup_00024,Item,item_glo_00001,500,202512020
e,event_osh_00001_01_lineup_00025,event_osh_00001_01_lineup_00025,Item,item_glo_00001,500,202512020
e,event_osh_00001_01_lineup_00026,event_osh_00001_01_lineup_00026,Item,item_glo_00001,300,202512020
e,event_hut_00001_01_lineup_00001,event_hut_00001_01_lineup_00001,Item,item_hut_00001,5000,202603010
e,event_hut_00001_01_lineup_00002,event_hut_00001_01_lineup_00002,Item,item_hut_00001,3400,202603010
e,event_hut_00001_01_lineup_00003,event_hut_00001_01_lineup_00003,Item,item_hut_00001,6800,202603010
e,event_hut_00001_01_lineup_00004,event_hut_00001_01_lineup_00004,Item,item_hut_00001,3400,202603010
e,event_hut_00001_01_lineup_00005,event_hut_00001_01_lineup_00005,Item,item_hut_00001,6800,202603010
e,event_hut_00001_01_lineup_00006,event_hut_00001_01_lineup_00006,Item,item_hut_00001,1300,202603010
e,event_hut_00001_01_lineup_00007,event_hut_00001_01_lineup_00007,Item,item_hut_00001,1300,202603010
e,event_hut_00001_01_lineup_00008,event_hut_00001_01_lineup_00008,Item,item_hut_00001,10000,202603010
e,event_hut_00001_01_lineup_00009,event_hut_00001_01_lineup_00009,Item,item_hut_00001,1000,202603010
e,event_hut_00001_01_lineup_00010,event_hut_00001_01_lineup_00010,Item,item_hut_00001,7500,202603010
e,event_hut_00001_01_lineup_00011,event_hut_00001_01_lineup_00011,Item,item_hut_00001,7500,202603010
e,event_hut_00001_01_lineup_00012,event_hut_00001_01_lineup_00012,Item,item_hut_00001,850,202603010
e,event_hut_00001_01_lineup_00013,event_hut_00001_01_lineup_00013,Item,item_hut_00001,2120,202603010
e,event_hut_00001_01_lineup_00014,event_hut_00001_01_lineup_00014,Item,item_hut_00001,4250,202603010
e,event_hut_00001_01_lineup_00015,event_hut_00001_01_lineup_00015,Item,item_hut_00001,420,202603010
e,event_hut_00001_01_lineup_00016,event_hut_00001_01_lineup_00016,Item,item_hut_00001,420,202603010
e,event_hut_00001_01_lineup_00017,event_hut_00001_01_lineup_00017,Item,item_hut_00001,420,202603010
e,event_hut_00001_01_lineup_00018,event_hut_00001_01_lineup_00018,Item,item_hut_00001,420,202603010
e,event_hut_00001_01_lineup_00019,event_hut_00001_01_lineup_00019,Item,item_hut_00001,420,202603010
e,event_hut_00001_01_lineup_00020,event_hut_00001_01_lineup_00020,Item,item_hut_00001,300,202603010
e,hav_01_lineup_00001,hav_01_lineup_00001,Coin,,15000,202603020
e,hav_01_lineup_00002,hav_01_lineup_00002,Coin,,500,202603020
e,hav_01_lineup_00003,hav_01_lineup_00003,Coin,,750,202603020
e,hav_01_lineup_00004,hav_01_lineup_00004,Coin,,1500,202603020
e,hav_01_lineup_00005,hav_01_lineup_00005,Coin,,405,202603020
e,hav_01_lineup_00006,hav_01_lineup_00006,Coin,,405,202603020
e,hav_01_lineup_00007,hav_01_lineup_00007,Coin,,405,202603020
e,hav_01_lineup_00008,hav_01_lineup_00008,Coin,,405,202603020
e,hav_01_lineup_00009,hav_01_lineup_00009,Coin,,405,202603020
e,hav_01_lineup_00010,hav_01_lineup_00010,Coin,,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00001,event_f05anniv_exchange_00001_01_lineup_00001,Item,item_glo_00002,30000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00002,event_f05anniv_exchange_00001_01_lineup_00002,Item,item_glo_00002,15000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00003,event_f05anniv_exchange_00001_01_lineup_00003,Item,item_glo_00002,5000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00004,event_f05anniv_exchange_00001_01_lineup_00004,Item,item_glo_00002,7500,202603020
e,event_f05anniv_exchange_00001_01_lineup_00005,event_f05anniv_exchange_00001_01_lineup_00005,Item,item_glo_00002,7500,202603020
e,event_f05anniv_exchange_00001_01_lineup_00006,event_f05anniv_exchange_00001_01_lineup_00006,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00007,event_f05anniv_exchange_00001_01_lineup_00007,Item,item_glo_00002,20000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00008,event_f05anniv_exchange_00001_01_lineup_00008,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00009,event_f05anniv_exchange_00001_01_lineup_00009,Item,item_glo_00002,5000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00010,event_f05anniv_exchange_00001_01_lineup_00010,Item,item_glo_00002,6500,202603020
e,event_f05anniv_exchange_00001_01_lineup_00011,event_f05anniv_exchange_00001_01_lineup_00011,Item,item_glo_00002,1000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00012,event_f05anniv_exchange_00001_01_lineup_00012,Item,item_glo_00002,5000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00013,event_f05anniv_exchange_00001_01_lineup_00013,Item,item_glo_00002,6500,202603020
e,event_f05anniv_exchange_00001_01_lineup_00014,event_f05anniv_exchange_00001_01_lineup_00014,Item,item_glo_00002,1000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00015,event_f05anniv_exchange_00001_01_lineup_00015,Item,item_glo_00002,5000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00016,event_f05anniv_exchange_00001_01_lineup_00016,Item,item_glo_00002,6500,202603020
e,event_f05anniv_exchange_00001_01_lineup_00017,event_f05anniv_exchange_00001_01_lineup_00017,Item,item_glo_00002,1000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00018,event_f05anniv_exchange_00001_01_lineup_00018,Item,item_glo_00002,5000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00019,event_f05anniv_exchange_00001_01_lineup_00019,Item,item_glo_00002,6500,202603020
e,event_f05anniv_exchange_00001_01_lineup_00020,event_f05anniv_exchange_00001_01_lineup_00020,Item,item_glo_00002,1000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00021,event_f05anniv_exchange_00001_01_lineup_00021,Item,item_glo_00002,5000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00022,event_f05anniv_exchange_00001_01_lineup_00022,Item,item_glo_00002,6500,202603020
e,event_f05anniv_exchange_00001_01_lineup_00023,event_f05anniv_exchange_00001_01_lineup_00023,Item,item_glo_00002,1000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00024,event_f05anniv_exchange_00001_01_lineup_00024,Item,item_glo_00002,5000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00025,event_f05anniv_exchange_00001_01_lineup_00025,Item,item_glo_00002,6500,202603020
e,event_f05anniv_exchange_00001_01_lineup_00026,event_f05anniv_exchange_00001_01_lineup_00026,Item,item_glo_00002,1000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00027,event_f05anniv_exchange_00001_01_lineup_00027,Item,item_glo_00002,600,202603020
e,event_f05anniv_exchange_00001_01_lineup_00028,event_f05anniv_exchange_00001_01_lineup_00028,Item,item_glo_00002,1200,202603020
e,event_f05anniv_exchange_00001_01_lineup_00029,event_f05anniv_exchange_00001_01_lineup_00029,Item,item_glo_00002,1800,202603020
e,event_f05anniv_exchange_00001_01_lineup_00030,event_f05anniv_exchange_00001_01_lineup_00030,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00031,event_f05anniv_exchange_00001_01_lineup_00031,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00032,event_f05anniv_exchange_00001_01_lineup_00032,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00033,event_f05anniv_exchange_00001_01_lineup_00033,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00034,event_f05anniv_exchange_00001_01_lineup_00034,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00035,event_f05anniv_exchange_00001_01_lineup_00035,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00036,event_f05anniv_exchange_00001_01_lineup_00036,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00037,event_f05anniv_exchange_00001_01_lineup_00037,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00038,event_f05anniv_exchange_00001_01_lineup_00038,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00039,event_f05anniv_exchange_00001_01_lineup_00039,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00040,event_f05anniv_exchange_00001_01_lineup_00040,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00041,event_f05anniv_exchange_00001_01_lineup_00041,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00042,event_f05anniv_exchange_00001_01_lineup_00042,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00043,event_f05anniv_exchange_00001_01_lineup_00043,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00044,event_f05anniv_exchange_00001_01_lineup_00044,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00045,event_f05anniv_exchange_00001_01_lineup_00045,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00046,event_f05anniv_exchange_00001_01_lineup_00046,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00047,event_f05anniv_exchange_00001_01_lineup_00047,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00048,event_f05anniv_exchange_00001_01_lineup_00048,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00049,event_f05anniv_exchange_00001_01_lineup_00049,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00050,event_f05anniv_exchange_00001_01_lineup_00050,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00051,event_f05anniv_exchange_00001_01_lineup_00051,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00052,event_f05anniv_exchange_00001_01_lineup_00052,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00053,event_f05anniv_exchange_00001_01_lineup_00053,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00054,event_f05anniv_exchange_00001_01_lineup_00054,Item,item_glo_00002,3000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00055,event_f05anniv_exchange_00001_01_lineup_00055,Item,item_glo_00002,800,202603020
e,event_f05anniv_exchange_00001_01_lineup_00056,event_f05anniv_exchange_00001_01_lineup_00056,Item,item_glo_00002,2000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00057,event_f05anniv_exchange_00001_01_lineup_00057,Item,item_glo_00002,4000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00058,event_f05anniv_exchange_00001_01_lineup_00058,Item,item_glo_00002,300,202603020
e,event_f05anniv_exchange_00001_01_lineup_00059,event_f05anniv_exchange_00001_01_lineup_00059,Item,item_glo_00002,300,202603020
e,event_f05anniv_exchange_00001_01_lineup_00060,event_f05anniv_exchange_00001_01_lineup_00060,Item,item_glo_00002,300,202603020
e,event_f05anniv_exchange_00001_01_lineup_00061,event_f05anniv_exchange_00001_01_lineup_00061,Item,item_glo_00002,300,202603020
e,event_f05anniv_exchange_00001_01_lineup_00062,event_f05anniv_exchange_00001_01_lineup_00062,Item,item_glo_00002,300,202603020
