ENABLE,release_key,id,mst_in_game_id,language,result_tips,description
e,1,develop_001_ja,develop_001,ja,"テストTipsメッセージ\nああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ",
e,1,develop_002_ja,develop_002,ja,テストTipsメッセージ,
e,1,develop_003_ja,develop_003,ja,"テストTipsメッセージ\nああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ",
e,1,develop_004_ja,develop_004,ja,"テストTipsメッセージ\nああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ",
e,1,develop_005_ja,develop_005,ja,"テストTipsメッセージ\nああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ",
e,1,develop_006_ja,develop_006,ja,"テストTipsメッセージ\nああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ",
e,1,develop_qa_monshintest_stage_ja,develop_qa_monshintest_stage,ja,"テストTipsメッセージ\nああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ",
e,1,1_ja,1,ja,,メインクエスト１　ステージ情報
e,1,2_ja,2,ja,ディフェンスキャラで前線を作り、200コスト以上のキャラを召喚してみよう,
e,1,3_ja,3,ja,ディフェンスキャラやアタッカーキャラのレベルを上げてみよう,
e,1,4_ja,4,ja,ダメージコマ無効の特性を持ったキャラを編成してみよう,
e,1,5_ja,5,ja,ディフェンスキャラや、ゲートを強化してみよう,
e,1,6_ja,6,ja,"山田浅ェ門 佐切など、範囲攻撃を持っているキャラで雑魚敵を一掃しよう",
e,1,7_ja,7,ja,赤属性に大ダメージ攻撃を持っているキャラでボスを攻撃しよう,
e,1,8_ja,8,ja,ディフェンスキャラやアタッカーキャラで前線を維持して、遠距離攻撃キャラで相手にダメージを与えてみよう,
e,1,9_ja,9,ja,ヒーローを多く召喚し、物量で雑魚敵の数を乗り越えてみよう,
e,1,10_ja,10,ja,各キャラやゲートのLvをあげてみよう,
e,1,11_ja,11,ja,各キャラやゲートのLvをあげてみよう,
e,1,12_ja,12,ja,激闘コマの上で戦うことを意識してみよう,
e,1,13_ja,13,ja,ディフェンスキャラやアタッカーキャラで前線を維持して、遠距離攻撃キャラで相手にダメージを与えてみよう,
e,1,14_ja,14,ja,各キャラを最大強化してみよう,
e,1,15_ja,15,ja,赤属性に大ダメージ攻撃を持っているキャラでボスを攻撃しよう,
e,1,16_ja,16,ja,ディフェンスキャラやアタッカーキャラで前線を維持して、遠距離攻撃キャラで相手にダメージを与えてみよう,
e,1,17_ja,17,ja,ヒーローを多く召喚し、物量で雑魚敵の数を乗り越えてみよう,
e,1,18_ja,18,ja,各キャラやゲートのLvをあげてみよう,
e,1,19_ja,19,ja,各キャラやゲートのLvをあげてみよう,
e,1,abi_dan_ja,abi_dan,ja,各キャラやゲートのLvをあげてみよう,
e,1,abi_burn_ja,abi_burn,ja,各キャラやゲートのLvをあげてみよう,
e,1,20_ja,20,ja,激闘コマの上で戦うことを意識してみよう,
e,1,21_ja,21,ja,ディフェンスキャラやアタッカーキャラで前線を維持して、遠距離攻撃キャラで相手にダメージを与えてみよう,
e,1,22_ja,22,ja,各キャラを最大強化してみよう,
e,1,23_ja,23,ja,赤属性に大ダメージ攻撃を持っているキャラでボスを攻撃しよう,
e,1,24_ja,24,ja,ディフェンスキャラやアタッカーキャラで前線を維持して、遠距離攻撃キャラで相手にダメージを与えてみよう,
e,1,25_ja,25,ja,[仮]強化クエストステージリザルトtips（負けないので表示されないはず）,
e,1,26_ja,26,ja,特定IDの敵を撃破1,
e,1,27_ja,27,ja,特定IDの敵を撃破2,
e,1,test1_01_001_ja,test1_01_001,ja,各キャラやゲートのLvをあげてみよう,
e,1,test1_01_002_ja,test1_01_002,ja,各キャラやゲートのLvをあげてみよう,
e,1,test1_01_003_ja,test1_01_003,ja,各キャラやゲートのLvをあげてみよう,
e,1,test1_01_004_ja,test1_01_004,ja,各キャラやゲートのLvをあげてみよう,
e,1,test1_01_005_ja,test1_01_005,ja,各キャラやゲートのLvをあげてみよう,
e,1,test1_01_006_ja,test1_01_006,ja,各キャラやゲートのLvをあげてみよう,
e,1,test1_01_007_ja,test1_01_007,ja,各キャラやゲートのLvをあげてみよう,
e,1,test1_01_008_ja,test1_01_008,ja,各キャラやゲートのLvをあげてみよう,
e,1,test1_01_009_ja,test1_01_009,ja,各キャラやゲートのLvをあげてみよう,
e,1,test1_01_010_ja,test1_01_010,ja,各キャラやゲートのLvをあげてみよう,
e,1,test1_01_011_ja,test1_01_011,ja,各キャラやゲートのLvをあげてみよう,
e,1,test1_01_012_ja,test1_01_012,ja,各キャラやゲートのLvをあげてみよう,
e,1,test1_01_013_ja,test1_01_013,ja,各キャラやゲートのLvをあげてみよう,
e,1,test1_01_014_ja,test1_01_014,ja,各キャラやゲートのLvをあげてみよう,
e,1,test1_01_015_ja,test1_01_015,ja,各キャラやゲートのLvをあげてみよう,
e,1,test1_02_001_ja,test1_02_001,ja,各キャラやゲートのLvをあげてみよう,
e,1,test1_03_001_ja,test1_03_001,ja,各キャラやゲートのLvをあげてみよう,
e,1,test2_01_001_ja,test2_01_001,ja,各キャラやゲートのLvをあげてみよう,
e,1,test2_02_001_ja,test2_02_001,ja,各キャラやゲートのLvをあげてみよう,
e,1,test2_03_001_ja,test2_03_001,ja,各キャラやゲートのLvをあげてみよう,
e,1,test3_01_001_ja,test3_01_001,ja,各キャラやゲートのLvをあげてみよう,
e,1,test3_02_001_ja,test3_02_001,ja,各キャラやゲートのLvをあげてみよう,
e,1,test3_03_001_ja,test3_03_001,ja,各キャラやゲートのLvをあげてみよう,
e,1,test4_01_001_ja,test4_01_001,ja,各キャラやゲートのLvをあげてみよう,
e,1,test4_02_001_ja,test4_02_001,ja,各キャラやゲートのLvをあげてみよう,
e,1,test4_03_001_ja,test4_03_001,ja,各キャラやゲートのLvをあげてみよう,
e,1,test5_01_001_ja,test5_01_001,ja,各キャラやゲートのLvをあげてみよう,
e,1,test5_02_001_ja,test5_02_001,ja,各キャラやゲートのLvをあげてみよう,
e,1,test5_03_001_ja,test5_03_001,ja,各キャラやゲートのLvをあげてみよう,
e,1,test6_01_001_ja,test6_01_001,ja,各キャラやゲートのLvをあげてみよう,
e,1,test6_01_002_ja,test6_01_002,ja,各キャラやゲートのLvをあげてみよう,
e,1,test6_01_003_ja,test6_01_003,ja,各キャラやゲートのLvをあげてみよう,
e,1,test6_01_004_ja,test6_01_004,ja,各キャラやゲートのLvをあげてみよう,
e,1,test6_01_005_ja,test6_01_005,ja,各キャラやゲートのLvをあげてみよう,
e,1,test6_01_006_ja,test6_01_006,ja,各キャラやゲートのLvをあげてみよう,
e,1,test6_01_007_ja,test6_01_007,ja,各キャラやゲートのLvをあげてみよう,
e,1,test6_01_008_ja,test6_01_008,ja,各キャラやゲートのLvをあげてみよう,
e,1,test6_01_009_ja,test6_01_009,ja,各キャラやゲートのLvをあげてみよう,
e,1,test6_01_010_ja,test6_01_010,ja,各キャラやゲートのLvをあげてみよう,
e,1,test6_01_011_ja,test6_01_011,ja,各キャラやゲートのLvをあげてみよう,
e,1,test6_01_012_ja,test6_01_012,ja,各キャラやゲートのLvをあげてみよう,
e,1,test6_01_013_ja,test6_01_013,ja,各キャラやゲートのLvをあげてみよう,
e,1,test6_01_014_ja,test6_01_014,ja,各キャラやゲートのLvをあげてみよう,
e,1,test6_01_015_ja,test6_01_015,ja,各キャラやゲートのLvをあげてみよう,
e,1,test6_01_016_ja,test6_01_016,ja,各キャラやゲートのLvをあげてみよう,
e,1,test6_01_017_ja,test6_01_017,ja,各キャラやゲートのLvをあげてみよう,
e,1,test6_01_018_ja,test6_01_018,ja,各キャラやゲートのLvをあげてみよう,
e,1,event_test_fragment_n1_ja,event_test_fragment_n1,ja,説明文,
e,1,event_test_fragment_n2_ja,event_test_fragment_n2,ja,説明文,
e,1,event_test_fragment_n3_ja,event_test_fragment_n3,ja,説明文,
e,1,event_test_fragment_n4_ja,event_test_fragment_n4,ja,説明文,
e,1,event_test_fragment_n5_ja,event_test_fragment_n5,ja,説明文,
e,1,event_test_fragment_n6_ja,event_test_fragment_n6,ja,説明文,
e,1,event_test_fragment_n7_ja,event_test_fragment_n7,ja,説明文,
e,1,event_test_fragment_n8_ja,event_test_fragment_n8,ja,説明文,
e,1,event_test_fragment_n9_ja,event_test_fragment_n9,ja,説明文,
e,1,event_test_fragment_n10_ja,event_test_fragment_n10,ja,説明文,
e,1,event_test_fragment_h1_ja,event_test_fragment_h1,ja,説明文,
e,1,event_test_fragment_vh1_ja,event_test_fragment_vh1,ja,説明文,
e,1,event_test_artwork_n1_ja,event_test_artwork_n1,ja,説明文,
e,1,event_test_artwork_n2_ja,event_test_artwork_n2,ja,説明文,
