,※同IDが存在してないように使用用途を識別に入力する。　「general」や「normal_01only」など,,,,,,,※手打ち可能,,,,,,,,,,,,,,,,,,,
,master_id,識別,enemy_ID,作品,キャラ名(監修名),識別キャラ名,unit_kind,role_type,color,HP,knock_back,move_speed,well_distance,attack_power,start_range,end_range,攻撃範囲,撃破リーダーP,通常攻撃モーション秒,通常攻撃発生秒,通常攻撃CDF,必殺攻撃モーション秒,必殺攻撃発生秒,必殺ワザ内容,必殺発動回数,特性,オノマトペ
ex,enemy_glo_00001,_general_test,e_glo_00001_general_test_Normal_Red,GLOW,ファントム,ファントム_general_test,Normal,Attack,Red,1000,3,30,0.24,100,0,0.35,100,50,1.00,0.50,100,,,,-,,dageki_1
,enemy_glo_00001,_tutorial,e_glo_00001_tutorial_Normal_Yellow,GLOW,ファントム,ファントム_tutorial,Normal,Attack,Yellow,1000,3,34,0.2,100,0,0.21,1,50,1.00,0.50,100,,,,-,,dageki_1
,enemy_glo_00001,_tutorial,e_glo_00001_tutorial_Boss_Yellow,GLOW,ファントム,ファントム_tutorial,Boss,Attack,Yellow,10000,3,34,0.22,100,0,0.23,1,50,1.00,0.50,100,,,,-,,dageki_1
,enemy_glo_00001,_tutorial,e_glo_00001_tutorial_Normal_Blue,GLOW,ファントム,ファントム_tutorial,Normal,Attack,Blue,5000,3,34,0.2,100,0,0.21,1,50,1.00,0.50,100,,,,-,,dageki_1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,enemy_glo_00001,_general,e_glo_00001_general_Normal_Colorless,GLOW,ファントム,ファントム_general,Normal,Attack,Colorless,5000,3,34,0.22,100,0,0.23,1,150,1.00,0.50,50,,,,-,,dageki_1
,enemy_glo_00001,_general,e_glo_00001_general_Normal_Blue,GLOW,ファントム,ファントム_general,Normal,Attack,Blue,5000,3,34,0.22,100,0,0.23,1,150,1.00,0.50,50,,,,-,,dageki_1
,enemy_glo_00001,_general,e_glo_00001_general_Normal_Yellow,GLOW,ファントム,ファントム_general,Normal,Attack,Yellow,5000,3,34,0.22,100,0,0.23,1,150,1.00,0.50,50,,,,-,,dageki_1
,enemy_glo_00001,_general,e_glo_00001_general_Normal_Green,GLOW,ファントム,ファントム_general,Normal,Attack,Green,5000,3,34,0.22,100,0,0.23,1,150,1.00,0.50,50,,,,-,,dageki_1
,enemy_glo_00001,_mainquest_glo2,e_glo_00001_mainquest_glo2_Normal_Green,GLOW,ファントム,ファントム_mainquest_glo2,Normal,Defense,Green,3000,3,34,0.22,100,0,0.23,1,100,1.00,0.50,50,,,,-,,dageki_1
,enemy_glo_00001,_mainquest_glo2_nostunresist,e_glo_00001_mainquest_glo2_nostunresist_Boss_Green,GLOW,ボスファントム,ファントム_mainquest_glo2_nostunresist,Boss,Attack,Green,100000,3,5,0.3,2000,0,0.35,100,2000,1.00,0.50,750,,,,-,ノックバック耐性,dageki_1
,enemy_glo_00001,_mainquest_glo2_stunresist,e_glo_00001_mainquest_glo2_stunresist_Boss_Green,GLOW,ファントム,ファントム_mainquest_glo2_stunresist,Boss,Attack,Green,100000,3,5,0.3,2000,0,0.35,100,2000,1.00,0.50,750,,,,-,ノックバック耐性,dageki_1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,___,none,none,none,,none,,,,,,,,,,,none,none,,none,none,,,,
,enemy_chi_00001,_general,e_chi_00001_general_Boss_Yellow,チェンソーマン,ゾンビの悪魔,ゾンビの悪魔_general,Boss,Attack,Yellow,300000,1,40,0.3,500,0,0.4,100,50,1.13,0.20,100,-,-,,7,,dageki_2
,enemy_chi_00101,_general,e_chi_00101_general_Normal_Colorless,チェンソーマン,ゾンビ,ゾンビ_general,Normal,Defense,Colorless,5000,1,35,0.11,400,0,0.2,1,50,1.90,0.66,45,-,-,,-,,dageki_1
,enemy_chi_00101,_general,e_chi_00101_general_Normal_Yellow,チェンソーマン,ゾンビ,ゾンビ_general,Normal,Technical,Yellow,13000,1,35,0.11,900,0,0.2,1,50,1.90,0.66,45,-,-,,-,,dageki_1
,enemy_chi_00201,_general,e_chi_00201_general_Normal_Yellow,チェンソーマン,コウモリの悪魔,コウモリの悪魔_general,Normal,Attack,Yellow,200000,6,50,0.2,400,0,0.3,1,50,1.34,0.33,45,-,-,,-,,dageki_1
,enemy_chi_00201,_general,e_chi_00201_general_Boss_Yellow,チェンソーマン,コウモリの悪魔,コウモリの悪魔_general,Boss,Attack,Yellow,500000,3,50,0.2,400,0,0.3,1,50,1.34,0.33,75,-,-,,7,,dageki_1
,chara_chi_00201,_general,c_chi_00201_general_Boss_Yellow,チェンソーマン,早川 アキ,早川 アキ_general,Boss,Attack,Yellow,400000,1,45,0.11,700,0,0.2,1,50,1.60,0.84,50,2.44,1.64,範囲攻撃+199秒間攻撃30%UP+100秒間被ダメージ10%カット,7,,dageki_1
,chara_chi_00201,_general,c_chi_00201_general_Normal_Colorless,チェンソーマン,早川 アキ,早川 アキ_general,Normal,Attack,Yellow,100000,3,45,0.11,300,0,0.4,1,50,1.60,0.84,50,2.44,1.64,範囲攻撃,7,,dageki_1
,chara_chi_00201,_general,c_chi_00201_general_Normal_Yellow,チェンソーマン,早川 アキ,早川 アキ_general,Normal,Attack,Yellow,100000,2,45,0.11,300,0,0.4,1,50,1.60,0.84,30,2.44,1.64,範囲攻撃,7,,dageki_1
,chara_chi_00301,_general,c_chi_00301_general_Normal_Yellow,チェンソーマン,パワー,パワー_general,Normal,Attack,Yellow,250000,2,45,0.2,500,0,0.3,1,50,1.50,0.58,45,2.67,1.00,中ノックバック+25%の確率で2秒スタン+20秒間、自身の攻撃50%UP,7,,dageki_1
,chara_chi_00002,_general,c_chi_00002_general_Boss_Yellow,チェンソーマン,悪魔が恐れる悪魔 チェンソーマン,悪魔が恐れる悪魔 チェンソーマン_general,Boss,Technical,Yellow,500000,2,50,0.15,1000,0,0.2,1,50,1.07,stop無:1回目 0.66,35,3.74,"stop無:1回目 0.53
stop無:2回目 0.70
stop無:3回目 0.90
stop無:4回目 1.03
stop無:5回目 1.23
stop有:6回目 2.62",連続攻撃＋最後の1発（範囲攻撃）に小ノックバック+最後の1発（範囲攻撃）で与えたダメージの100%分回復,5,,zangeki_1
,,,___,none,none,none,,none,,,,,,,,,,,none,none,,none,none,,,,none
,enemy_glo_00001,_general_chi_vh,e_glo_00001_general_chi_vh_Normal_Blue,GLOW,ファントム,ファントム_general_chi_vh,Normal,Defense,Blue,30000,2,45,0.11,1000,0,,,0,1.00,0.50,,,,,-,,
,enemy_glo_00001,_general_chi_vh,e_glo_00001_general_chi_vh_Normal_Red,GLOW,ファントム,ファントム_general_chi_vh,Normal,Defense,Red,30000,2,45,0.11,1000,0,,,0,1.00,0.50,,,,,-,,
,enemy_glo_00001,_general_chi_vh,e_glo_00001_general_chi_vh_Normal_Yellow,GLOW,ファントム,ファントム_general_chi_vh,Normal,Defense,Yellow,30000,2,45,0.11,1000,0,,,0,1.00,0.50,,,,,-,,
,enemy_glo_00001,_general_chi_vh,e_glo_00001_general_chi_vh_Normal_Green,GLOW,ファントム,ファントム_general_chi_vh,Normal,Defense,Green,30000,2,45,0.11,1000,0,,,0,1.00,0.50,,,,,-,,
,enemy_glo_00001,_general_chi_vh,e_glo_00001_general_chi_vh_Normal_Colorless,GLOW,ファントム,ファントム_general_chi_vh,Normal,Defense,Colorless,30000,2,45,0.11,1000,0,,,0,1.00,0.50,,,,,-,,
,enemy_glo_00001,_general_chi_vh_big,e_glo_00001_general_chi_vh_big_Normal_Red,GLOW,ファントム,ファントム_general_chi_vh_big,Normal,Defense,Red,70000,2,50,0.2,3000,0,,,0,1.00,0.50,,,,,-,,
,enemy_glo_00001,_general_chi_vh_big,e_glo_00001_general_chi_vh_big_Normal_Yellow,GLOW,ファントム,ファントム_general_chi_vh_big,Normal,Defense,Yellow,70000,2,50,0.2,3000,0,,,0,1.00,0.50,,,,,-,,
,enemy_chi_00001,_general_chi_vh,e_chi_00001_general_chi_vh_Normal_Red,チェンソーマン,ゾンビの悪魔,ゾンビの悪魔_general_chi_vh,Normal,Technical,Red,500000,1,40,0.3,500,0,,,0,1.13,0.20,,-,-,,5,,dageki_2
,enemy_chi_00001,_general_chi_vh2,e_chi_00001_general_chi_vh2_Boss_Yellow,チェンソーマン,ゾンビの悪魔,ゾンビの悪魔_general_chi_vh2,Boss,Technical,Yellow,800000,1,40,0.3,500,0,,,0,1.13,0.20,,-,-,,5,,dageki_2
,enemy_chi_00001,_general_chi_vh,e_chi_00001_general_chi_vh_Normal_Yellow,チェンソーマン,ゾンビの悪魔,ゾンビの悪魔_general_chi_vh,Normal,Technical,Yellow,800000,1,40,0.3,500,0,,,0,1.13,0.20,,-,-,,5,,dageki_2
,enemy_chi_00001,_general_chi_vh,e_chi_00001_general_chi_vh_Boss_Yellow,チェンソーマン,ゾンビの悪魔,ゾンビの悪魔_general_chi_vh,Boss,Technical,Yellow,800000,1,40,0.3,500,0,,,0,1.13,0.20,,-,-,,5,根性3回,dageki_2
,enemy_chi_00101,_general_chi_vh,e_chi_00101_general_chi_vh_Normal_Green,チェンソーマン,ゾンビ,ゾンビ_general_chi_vh,Normal,Attack,Green,30000,2,35,0.11,1000,0,,,0,1.90,0.66,,-,-,,-,根性1回,dageki_1
,enemy_chi_00101,_general_chi_vh,e_chi_00101_general_chi_vh_Normal_Blue,チェンソーマン,ゾンビ,ゾンビ_general_chi_vh,Normal,Attack,Blue,30000,2,35,0.11,1000,0,,,0,1.90,0.66,,-,-,,-,根性1回,dageki_1
,enemy_chi_00101,_general_chi_vh,e_chi_00101_general_chi_vh_Normal_Red,チェンソーマン,ゾンビ,ゾンビ_general_chi_vh,Normal,Attack,Red,30000,2,35,0.11,1000,0,,,0,1.90,0.66,,-,-,,-,根性1回,dageki_1
,enemy_chi_00101,_general_chi_vh_big,e_chi_00101_general_chi_vh_big_Normal_Yellow,チェンソーマン,ゾンビ,ゾンビ_general_chi_vh_big,Normal,Attack,Yellow,30000,2,35,0.11,1000,0,,,0,1.90,0.66,,-,-,,-,根性3回,dageki_1
,enemy_chi_00101,_general_chi_vh_big,e_chi_00101_general_chi_vh_big_Normal_Red,チェンソーマン,ゾンビ,ゾンビ_general_chi_vh_big,Normal,Attack,Red,30000,2,35,0.11,1000,0,,,0,1.90,0.66,,-,-,,-,根性3回,dageki_1
,enemy_chi_00101,_general_chi_vh_big,e_chi_00101_general_chi_vh_big_Normal_Blue,チェンソーマン,ゾンビ,ゾンビ_general_chi_vh_big,Normal,Attack,Blue,30000,2,35,0.11,1000,0,,,0,1.90,0.66,,-,-,,-,根性3回,dageki_1
,enemy_chi_00201,_general_chi_vh,e_chi_00201_general_chi_vh_Normal_Blue,チェンソーマン,コウモリの悪魔,コウモリの悪魔_general_chi_vh,Normal,Attack,Blue,500000,3,50,0.2,2000,0,,,0,1.34,0.33,,-,-,,-,,dageki_1
,enemy_chi_00201,_general_chi_vh,e_chi_00201_general_chi_vh_Boss_Blue,チェンソーマン,コウモリの悪魔,コウモリの悪魔_general_chi_vh,Boss,Attack,Blue,1000000,3,50,0.2,3000,0,,,0,1.34,0.33,,-,-,,-,,dageki_1
,enemy_chi_00201,_general_chi_vh,e_chi_00201_general_chi_vh_Normal_Yellow,チェンソーマン,コウモリの悪魔,コウモリの悪魔_general_chi_vh,Normal,Attack,Yellow,500000,3,50,0.2,2000,0,,,0,1.34,0.33,,-,-,,-,,dageki_1
,enemy_chi_00201,_general_chi_vh2,e_chi_00201_general_chi_vh2_Normal_Yellow,チェンソーマン,コウモリの悪魔,コウモリの悪魔_general_chi_vh2,Normal,Attack,Yellow,500000,3,50,0.2,2000,0,,,0,1.34,0.33,,-,-,,-,,dageki_1
,enemy_chi_00201,_general_chi_vh,e_chi_00201_general_chi_vh_Boss_Yellow,チェンソーマン,コウモリの悪魔,コウモリの悪魔_general_chi_vh,Boss,Attack,Yellow,1000000,3,50,0.2,3000,0,,,0,1.34,0.33,,-,-,,-,,dageki_1
,chara_chi_00201,_general_chi_vh,c_chi_00201_general_chi_vh_Normal_Green,チェンソーマン,早川 アキ,早川 アキ_general_chi_vh,Normal,Attack,Green,400000,1,45,0.11,700,0,,,0,1.60,0.84,,2.44,1.64,,7,,dageki_1
,chara_chi_00201,_general_chi_vh,c_chi_00201_general_chi_vh_Boss_Red,チェンソーマン,早川 アキ,早川 アキ_general_chi_vh,Boss,Attack,Red,100000,3,45,0.11,300,0,,,0,1.60,0.84,,2.44,1.64,単体に100000%ダメージ,7,,dageki_1
,chara_chi_00201,_general_chi_vh,c_chi_00201_general_chi_vh_Normal_Yellow,チェンソーマン,早川 アキ,早川 アキ_general_chi_vh,Normal,Attack,Yellow,100000,2,45,0.11,300,0,,,0,1.60,0.84,,2.44,1.64,,7,,dageki_1
,chara_chi_00301,_general_chi_vh,c_chi_00301_general_chi_vh_Normal_Green,チェンソーマン,パワー,パワー_general_chi_vh,Normal,Attack,Green,250000,2,45,0.2,500,0,,,0,1.50,0.58,,2.67,1.00,100%の確率で3秒間スタン,7,,dageki_1
,chara_chi_00002,_general_chi_vh,c_chi_00002_general_chi_vh_Boss_Blue,チェンソーマン,悪魔が恐れる悪魔 チェンソーマン,悪魔が恐れる悪魔 チェンソーマン_general_chi_vh,Boss,Technical,Blue,500000,2,50,0.15,1000,0,,,0,1.07,stop無:1回目 0.66,,3.74,"stop無:1回目 0.53
stop無:2回目 0.70
stop無:3回目 0.90
stop無:4回目 1.03
stop無:5回目 1.23
stop有:6回目 2.62",,5,,zangeki_1
,chara_chi_00001,_general_chi_vh2,c_chi_00001_general_chi_vh2_Normal_Blue,チェンソーマン,デンジ,デンジ_general_chi_vh2,Normal,Attack,Yellow,500000,2,50,0.15,1000,0,,,0,1.40,0.53,,3.37,1.57,大ノックバック,5,,zangeki_1
,chara_chi_00001,_general_chi_vh,c_chi_00001_general_chi_vh_Boss_Blue,チェンソーマン,デンジ,デンジ_general_chi_vh,Boss,Attack,Blue,500000,2,50,0.15,1000,0,,,0,1.40,0.53,,3.37,1.57,大ノックバック,5,,zangeki_1
,,,___,none,none,none,,none,,,,,,,,,,,none,none,,none,none,,,,none
,enemy_sur_00101,_general,e_sur_00101_general_Normal_Colorless,魔都精兵のスレイブ,醜鬼,醜鬼_general,Normal,Defense,Colorless,3000,1,35,0.2,100,0,0.3,1,10,0.80,0.30,35,-,-,,-,,dageki_1
,enemy_sur_00101,_general,e_sur_00101_general_Normal_Blue,魔都精兵のスレイブ,醜鬼,醜鬼_general,Normal,Attack,Blue,15000,1,40,0.2,300,0,0.3,1,10,0.80,0.30,35,-,-,,-,,dageki_1
,enemy_sur_00101,_general,e_sur_00101_general_Normal_Green,魔都精兵のスレイブ,醜鬼,醜鬼_general,Normal,Attack,Green,25000,1,50,0.2,500,0,0.3,1,10,0.80,0.30,35,-,-,,-,,dageki_1
,enemy_sur_00101,_general,e_sur_00101_general_Boss_Green,魔都精兵のスレイブ,醜鬼,醜鬼_general,Boss,Attack,Green,400000,3,45,0.2,1000,0,0.3,1,10,0.80,0.30,200,-,-,,-,,dageki_1
,enemy_sur_00001,_general,e_sur_00001_general_Boss_Green,魔都精兵のスレイブ,和倉 青羽,和倉 青羽_general,Boss,Attack,Green,300000,2,45,0.3,600,0,0.4,1,10,1.24,stop有:1回目 0.50,45,-,-,範囲攻撃,7,,dageki_1
,enemy_sur_00001,_general,e_sur_00001_general_Normal_Green,魔都精兵のスレイブ,和倉 青羽,和倉 青羽_general,Normal,Attack,Green,150000,2,45,0.3,600,0,0.4,1,10,1.24,stop有:1回目 0.50,45,-,-,,-,,dageki_1
